,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
630,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2022-06-14 17:09:49.000000,2022-04-28 20:45:39,709,14.0,61.0,16.0,105.0,8.0,44.0,525,A simplified framework and utilities for PyTorch.,18.0,21,False,2022-04-28 20:55:06,1.11,29.0,poutyne,,,,['pytorch'],86.0,86.0,https://pypi.org/project/poutyne,3934.0,3934.0,,,,,,,,2.0,,,,,,,,,,,,,,,
631,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2022-06-08 03:46:06.000000,2022-06-08 03:46:02,305,43.0,91.0,9.0,14.0,4.0,14.0,494,Make Waffle Charts in Python.,6.0,21,True,,,5.0,pywaffle,conda-forge/pywaffle,,,,137.0,137.0,https://pypi.org/project/pywaffle,3418.0,3534.0,https://anaconda.org/conda-forge/pywaffle,2022-06-05 04:31:54.543,4887.0,,,,,3.0,,,,,,,,,,,,,,,
632,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2022-05-02 20:28:33.947000,2018-12-04 14:43:25,32,,63.0,21.0,7.0,17.0,41.0,464,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,21,False,2018-01-15 18:11:51,0.9.0,8.0,pivottablejs,anaconda/pivottablejs,,,['jupyter'],238.0,238.0,https://pypi.org/project/pivottablejs,12476.0,12494.0,https://anaconda.org/anaconda/pivottablejs,2022-05-02 20:28:33.947,1443.0,,,,,3.0,,,,,,,,,,,,,,,
633,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2022-06-08 22:26:52.000000,2022-02-23 08:02:30,505,,70.0,17.0,171.0,66.0,101.0,454,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",24.0,21,True,2019-12-04 10:03:39,0.10.3post1,11.0,soundfile,anaconda/pysoundfile,,,,,,https://pypi.org/project/soundfile,958120.0,958153.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,3.0,3336.0,,,,,,,,,,,,,,
634,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2022-05-22 08:41:20.000000,2022-05-21 12:45:15,2101,23.0,32.0,10.0,6.0,4.0,40.0,400,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,4.0,21,True,2021-12-01 14:54:47,4.0.0,25.0,hyperactive,,,,,15.0,15.0,https://pypi.org/project/hyperactive,624.0,626.0,,,,,,,,3.0,101.0,,,,,,,,,,,,,,
635,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2022-01-30 17:29:29.000000,2020-06-15 12:01:36,413,,83.0,36.0,264.0,58.0,165.0,385,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",16.0,21,False,2019-09-11 11:25:15,0.6,5.0,tick,,,,,61.0,61.0,https://pypi.org/project/tick,1161.0,1164.0,,,,,,,,3.0,198.0,,,,,,,,,,,,,,
636,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2021-09-14 22:54:36.000000,2021-09-14 22:26:21,2409,,51.0,25.0,229.0,57.0,195.0,374,Studio: Simplify and expedite model building process.,21.0,21,True,2020-02-19 22:50:45,0.0.15,4.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,479.0,479.0,,,,,,,,3.0,,,,,,,,,,,,,,,
637,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2022-05-26 20:55:39.000000,2022-03-10 13:10:21,3593,,55.0,25.0,78.0,57.0,150.0,322,Scalable audio processing framework written in Python with a RESTful API.,22.0,21,False,2020-10-13 12:20:46,1.0.0a,5.0,TimeSide,,,,,16.0,16.0,https://pypi.org/project/TimeSide,156.0,156.0,,,,,,,,3.0,,,,,,,,,,,,,,,
638,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2022-05-02 15:04:03.000000,2022-05-02 15:03:59,2413,12.0,53.0,8.0,215.0,24.0,69.0,207,Python recommendation toolkit.,13.0,21,False,2022-03-11 17:33:42,0.14.1,20.0,lenskit,conda-forge/lenskit,,,,,,https://pypi.org/project/lenskit,2774.0,3293.0,https://anaconda.org/conda-forge/lenskit,2022-03-11 23:10:26.423,9869.0,,,,,3.0,,,,,,,,,,,,,,,
639,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2022-04-14 09:41:50.000000,2022-04-14 09:41:50,86,1.0,29.0,12.0,9.0,1.0,12.0,205,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,21,False,2019-10-11 13:39:49,0.2.4,6.0,py3nvml,conda-forge/py3nvml,,,,458.0,458.0,https://pypi.org/project/py3nvml,87571.0,88507.0,https://anaconda.org/conda-forge/py3nvml,2021-11-19 20:12:42.962,27150.0,,,,,3.0,,,,,,,,,,,,,,,
640,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2022-05-09 15:19:36.000000,2022-05-09 15:19:36,394,8.0,71.0,18.0,378.0,54.0,80.0,204,An open-source toolkit for large-scale genomic analysis.,21.0,21,False,2022-04-21 00:32:28,1.2.1,15.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,36578.0,36684.0,https://anaconda.org/conda-forge/glow,2021-04-28 16:52:48.812,1704.0,,,,,3.0,,,,,,,,,,,,,,,
641,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2022-06-09 07:02:07.000000,2022-06-09 07:02:06,540,20.0,30.0,21.0,590.0,10.0,123.0,192,Highly optimized inference engine for Binarized Neural Networks.,18.0,21,False,2022-04-25 12:25:12,0.7.0,16.0,larq-compute-engine,,,,,6.0,6.0,https://pypi.org/project/larq-compute-engine,499.0,522.0,,,,,,,,3.0,661.0,,,,,,,,,,,,,,
642,BatchFlow,analysiscenter/batchflow,data-pipelines,,https://github.com/analysiscenter/batchflow,https://github.com/analysiscenter/batchflow,Apache-2.0,2017-03-13 14:22:53.000,2022-06-10 13:31:06.000000,2022-06-09 09:51:46,5092,93.0,38.0,12.0,546.0,29.0,72.0,176,BatchFlow helps you conveniently work with random or sequential batches of your data and define data processing and..,30.0,21,False,2022-06-10 13:31:06,0.7.0,9.0,batchflow,,,,,2.0,2.0,https://pypi.org/project/batchflow,83.0,83.0,,,,,,,,3.0,,,,,,,,,,,,,,,
643,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2022-04-20 11:10:35.000000,2022-04-20 11:10:30,179,7.0,17.0,5.0,3.0,8.0,29.0,159,Multiple Imputation with Random Forests in Python.,6.0,21,False,2021-10-15 19:33:41,5.0.0,5.0,miceforest,conda-forge/miceforest,,,,26.0,26.0,https://pypi.org/project/miceforest,91547.0,91695.0,https://anaconda.org/conda-forge/miceforest,2021-11-06 17:21:06.525,1638.0,,,,,1.0,,,,,,,,,,,,,,,
644,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90,,26.0,6.0,18.0,3.0,9.0,138,Get list of common stop words in various languages in Python.,8.0,21,False,2018-07-23 20:58:34,2018.7.23,7.0,stop-words,,,,,1544.0,1544.0,https://pypi.org/project/stop-words,121944.0,121944.0,,,,,,,,3.0,,,,,,,,,,,,,,,
645,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2022-06-08 05:59:16.000000,2022-03-07 12:59:53,46,,1581.0,149.0,74.0,160.0,271.0,9164,End-to-End Object Detection with Transformers.,25.0,20,True,2020-06-29 16:41:01,0.2,1.0,,,,,['pytorch'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
646,Dejavu,worldveil/dejavu,audio,,https://github.com/worldveil/dejavu,https://github.com/worldveil/dejavu,MIT,2013-11-19 02:50:35.000,2020-10-29 17:40:17.000000,2020-06-03 05:58:03,146,,1278.0,265.0,64.0,82.0,129.0,5756,Audio fingerprinting and recognition in Python.,23.0,20,False,,,,PyDejavu,,,,,22.0,22.0,https://pypi.org/project/PyDejavu,85.0,85.0,,,,,,,,3.0,,,,,,,,,,,,,,,
647,TRFL,deepmind/trfl,reinforcement-learning,,https://github.com/deepmind/trfl,https://github.com/deepmind/trfl,Apache-2.0,2018-08-08 14:44:11.000,2021-08-16 11:47:43.000000,2021-08-16 11:45:18,123,,376.0,212.0,8.0,4.0,16.0,3128,TensorFlow Reinforcement Learning.,13.0,20,True,,,,trfl,,,,['tensorflow'],82.0,82.0,https://pypi.org/project/trfl,5109.0,5109.0,,,,,,,,3.0,,,,,,,,,,,,,,,
648,gpt-2-simple,minimaxir/gpt-2-simple,nlp,,https://github.com/minimaxir/gpt-2-simple,https://github.com/minimaxir/gpt-2-simple,,2019-04-13 20:00:52.000,2022-05-22 02:02:04.000000,2022-05-22 02:02:04,149,4.0,597.0,76.0,52.0,150.0,95.0,2958,Python package to easily retrain OpenAIs GPT-2 text-generating model on new texts.,21.0,20,False,2021-10-18 02:38:39,0.8.1,17.0,gpt-2-simple,,,,['tensorflow'],,,https://pypi.org/project/gpt-2-simple,6191.0,6199.0,,,,,,,,3.0,307.0,,,,,,,,,,,,,,
649,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2022-05-17 03:56:20.000000,2021-05-06 12:10:38,127,,123.0,45.0,25.0,3.0,24.0,2638,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,20,False,2021-05-01 13:59:02,0.0.11,2.0,opyrator,conda-forge/opyrator,,,,38.0,38.0,https://pypi.org/project/opyrator,245.0,278.0,https://anaconda.org/conda-forge/opyrator,2022-01-08 18:03:03.967,168.0,,,,,3.0,,,,,,,,,,,,,,,
650,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,,2019-12-06 08:25:24.000,2022-06-14 08:45:59.000000,2022-06-08 11:35:50,203,10.0,226.0,47.0,143.0,99.0,82.0,2174,LightSeq: A High Performance Library for Sequence Processing and Generation.,11.0,20,False,2021-10-26 10:02:56,2.2.0,10.0,lightseq,,,,,,,https://pypi.org/project/lightseq,1243.0,1263.0,,,,,,,,3.0,626.0,,,,,,,,,,,,,,
651,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2022-06-13 22:31:39.000000,2022-06-03 18:57:30,103,9.0,224.0,60.0,105.0,21.0,56.0,1956,"Codebase for Image Classification Research, written in PyTorch.",17.0,20,True,2021-05-21 00:29:47,0.2,2.0,pycls,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pycls,5525.0,5525.0,,,,,,,,3.0,,,,,,,,,,,,,,,
652,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2021-11-06 23:08:35.000000,2021-11-06 23:08:22,245,,235.0,53.0,32.0,13.0,104.0,1750,"Reformer, the efficient Transformer, in Pytorch.",10.0,20,True,2021-11-06 23:08:36,1.4.4,21.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2592.0,2592.0,,,,,,,,3.0,,,,,,,,,,,,,,,
653,hiddenlayer,waleedka/hiddenlayer,ml-experiments,,https://github.com/waleedka/hiddenlayer,https://github.com/waleedka/hiddenlayer,MIT,2018-05-18 22:34:51.000,2021-10-16 05:29:37.000000,2020-04-24 06:58:09,58,,230.0,46.0,11.0,50.0,34.0,1605,"Neural network graphs and training metrics for PyTorch, Tensorflow, and Keras.",6.0,20,False,2018-12-03 04:33:29,0.2,1.0,hiddenlayer,,,,"['pytorch', 'tensorflow', 'jupyter']",114.0,114.0,https://pypi.org/project/hiddenlayer,2525.0,2525.0,,,,,,,,3.0,,,,,,,,,,,,,,,
654,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2021-12-22 19:04:12.000000,2021-12-15 21:44:21,18,,69.0,37.0,12.0,10.0,53.0,1532,"A flexible, intuitive and fast forecasting library.",7.0,20,True,2021-12-22 19:04:12,0.1.1,3.0,greykite,,,,,10.0,10.0,https://pypi.org/project/greykite,26363.0,26363.0,,,,,,,,3.0,,,,,,,,,,,,,,,
655,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2021-09-29 18:48:52.000000,2021-09-29 18:48:52,239,,193.0,38.0,6.0,11.0,31.0,1531,pip install antialiased-cnns to improve stability and accuracy.,6.0,20,False,2020-10-23 22:45:52,0.3,4.0,antialiased-cnns,,,,['pytorch'],26.0,26.0,https://pypi.org/project/antialiased-cnns,1213.0,1213.0,,,,,,,,3.0,,,,,,,,,,,,,,,
656,jiant,nyu-mll/jiant,nlp,,https://github.com/nyu-mll/jiant,https://github.com/nyu-mll/jiant,MIT,2018-06-18 18:12:47.000,2022-03-31 22:22:08.000000,2022-03-31 22:22:07,1924,1.0,266.0,45.0,792.0,64.0,485.0,1412,jiant is an nlp toolkit.,58.0,20,True,2021-05-10 18:55:49,2.2.0,19.0,jiant,,,,,2.0,2.0,https://pypi.org/project/jiant,49.0,49.0,,,,,,,,3.0,,,,,,,,,,,,,,,
657,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000000,2021-10-26 07:08:33,31,,100.0,30.0,31.0,49.0,50.0,1403,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,9.0,20,True,,,,higher,,,,['pytorch'],152.0,152.0,https://pypi.org/project/higher,24102.0,24102.0,,,,,,,,3.0,,,,,,,,,,,,,,,
658,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2022-04-09 02:38:13.000000,2022-04-09 02:38:13,904,2.0,190.0,52.0,51.0,62.0,146.0,1397,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,34.0,20,True,2019-11-17 09:36:51,0.3.4,5.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,793.0,829.0,,,,,,,,3.0,2427.0,,,,,,,,,,,,,,
659,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271,,81.0,32.0,72.0,24.0,30.0,1032,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,20,True,2021-02-15 20:20:59,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,84246.0,84246.0,,,,,,,,3.0,,,,,,,,,,,,,,,
660,Skater,oracle/Skater,interpretability,,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000,2022-02-11 18:01:55.000000,2022-02-11 18:01:55,1106,,166.0,55.0,149.0,67.0,97.0,1030,Python Library for Model Interpretation/Explanations.,36.0,20,False,2018-09-21 06:46:11,1.1.2,15.0,skater,conda-forge/skater,,,,,,https://pypi.org/project/skater,3327.0,4136.0,https://anaconda.org/conda-forge/skater,2021-11-15 19:51:51.883,48556.0,,,,,3.0,,,,,,,,,,,,,,,
661,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2022-06-15 22:48:42.000000,2022-05-31 12:50:38,1005,5.0,117.0,14.0,40.0,20.0,241.0,1007,PyTorch Extension Library of Optimized Scatter Operations.,20.0,20,True,2021-10-22 09:39:51,2.0.9,20.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],,,https://pypi.org/project/torch-scatter,28268.0,31755.0,https://anaconda.org/conda-forge/pytorch_scatter,2022-03-21 15:08:01.652,83704.0,,,,,3.0,,,,,,,,,,,,,,,
662,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38,157,,106.0,30.0,66.0,8.0,41.0,990,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,20,True,2021-01-05 18:31:38,0.2.4,4.0,torchsde,conda-forge/torchsde,,,['pytorch'],16.0,16.0,https://pypi.org/project/torchsde,1202.0,1785.0,https://anaconda.org/conda-forge/torchsde,2021-07-12 23:43:34.083,9921.0,,,,,3.0,,,,,,,,,,,,,,,
663,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2022-06-13 13:53:07.000000,2019-05-06 07:06:50,159,,159.0,55.0,14.0,25.0,19.0,965,python toolbox for visualizing geographical data and making maps.,8.0,20,False,,,1.0,geoplotlib,conda-forge/geoplotlib,,,,141.0,141.0,https://pypi.org/project/geoplotlib,2461.0,2538.0,https://anaconda.org/conda-forge/geoplotlib,2021-05-31 16:11:51.234,1011.0,,,,,3.0,,,,,,,,,,,,,,,
664,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2022-06-03 01:53:08.000000,2022-06-03 01:49:03,142,3.0,92.0,35.0,20.0,12.0,87.0,912,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,13.0,20,True,2022-06-03 01:55:11,1.14.6,56.0,ngt,,,,,,,https://pypi.org/project/ngt,16656.0,16656.0,,,,,,,,3.0,,,,,,,,,,,,,,,
665,scikit-cuda,lebedov/scikit-cuda,gpu-utilities,,https://github.com/lebedov/scikit-cuda,https://github.com/lebedov/scikit-cuda,,2010-09-27 02:02:07.000,2022-03-31 14:08:20.000000,2022-03-31 14:08:20,1034,2.0,171.0,46.0,111.0,50.0,169.0,896,Python interface to GPU-powered libraries.,46.0,20,False,2015-12-29 15:56:39,0.5.1,7.0,scikit-cuda,,,,,190.0,190.0,https://pypi.org/project/scikit-cuda,628.0,628.0,,,,,,,,3.0,,,,,,,,,,,,,,,
666,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2022-06-13 12:57:09.000000,2022-05-27 16:17:37,1028,27.0,62.0,26.0,115.0,55.0,119.0,879,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",19.0,20,True,2022-04-13 10:24:33,0.8.1,13.0,kp,,,,,4.0,4.0,https://pypi.org/project/kp,112.0,119.0,,,,,,,,3.0,158.0,,,,,,,,,,,,,,
667,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2022-06-03 15:54:52.000000,2022-06-01 16:16:38,557,37.0,119.0,16.0,182.0,54.0,65.0,856,Generate Diverse Counterfactual Explanations for any machine learning model.,12.0,20,True,2022-06-02 13:39:31,0.8,9.0,dice-ml,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/dice-ml,50027.0,50027.0,,,,,,,,3.0,,,,,,,,,,,,,,,
668,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2022-03-14 08:29:44.000000,2022-03-14 08:29:44,406,,114.0,99.0,110.0,24.0,39.0,855,PFRL: a PyTorch-based deep reinforcement learning library.,16.0,20,True,2021-07-07 02:43:23,0.3.0,4.0,pfrl,,,,,47.0,47.0,https://pypi.org/project/pfrl,900.0,900.0,,,,,,,,3.0,,,,,,,,,,,,,,,
669,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2022-05-28 23:36:31.000000,2022-05-17 09:59:11,566,7.0,267.0,93.0,115.0,55.0,90.0,829,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,20,True,,,6.0,astroML,conda-forge/astroml,,,['sklearn'],,,https://pypi.org/project/astroML,1477.0,1983.0,https://anaconda.org/conda-forge/astroml,2022-03-02 04:14:21.434,29396.0,,,,,3.0,,,,,,,,,,,,,,,
670,gmaps,pbugnion/gmaps,geospatial-data,,https://github.com/pbugnion/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,1380,,145.0,26.0,154.0,67.0,136.0,740,Google maps for Jupyter notebooks.,16.0,20,False,2016-01-02 19:06:03,0.2,20.0,gmaps,conda-forge/gmaps,,,['jupyter'],1.0,1.0,https://pypi.org/project/gmaps,10756.0,16607.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,262356.0,,,,,3.0,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1551.0,,,,,,,,,
671,TreeInterpreter,andosa/treeinterpreter,interpretability,,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000,2021-02-28 18:33:06.000000,2021-02-28 18:33:06,37,,135.0,26.0,17.0,19.0,4.0,711,Package for interpreting scikit-learns decision tree and random forest predictions.,11.0,20,False,,,1.0,treeinterpreter,conda-forge/treeinterpreter,,,['sklearn'],250.0,250.0,https://pypi.org/project/treeinterpreter,194510.0,194571.0,https://anaconda.org/conda-forge/treeinterpreter,2020-10-03 05:29:07.840,1220.0,,,,,3.0,,,,,,,,,,,,,,,
672,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2021-09-26 01:44:54.000000,2018-10-21 17:54:28,159,,141.0,41.0,32.0,24.0,38.0,711,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",18.0,20,False,2016-09-27 13:04:44,1.0.0,1.0,NearPy,,,,,69.0,69.0,https://pypi.org/project/NearPy,2111.0,2111.0,,,,,,,,3.0,,,,,,,,,,,,,,,
673,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2022-03-18 16:32:35.000000,2022-03-18 16:32:35,431,,56.0,26.0,142.0,37.0,60.0,693,,22.0,20,False,2022-02-01 00:17:20,1.6.0,7.0,objax,,,,['jax'],21.0,21.0,https://pypi.org/project/objax,483.0,483.0,,,,,,,,3.0,,,,,,,,,,,,,,,
674,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2022-06-03 01:25:04.000000,2022-01-05 20:19:46,328,,131.0,26.0,101.0,57.0,49.0,689,Source code/webpage/demos for the What-If Tool.,20.0,20,True,2021-10-12 17:36:36,1.8.1,4.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,,,https://pypi.org/project/witwidget,8543.0,56106.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2022-01-06 08:51:02.032,1030571.0,,,,,3.0,,,,wit-widget,https://www.npmjs.com/package/wit-widget,4623.0,,,,,,,,,
675,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2022-06-15 16:57:31.000000,2022-06-08 17:19:25,669,82.0,108.0,30.0,597.0,14.0,47.0,679,Machine learning framework for both deep learning and traditional algorithms.,31.0,20,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,,,https://pypi.org/project/neoml,385.0,385.0,,,,,,,,3.0,,,,,,,,,,,,,,,
676,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2022-06-16 10:06:40.000000,2022-06-16 10:06:33,1489,5.0,71.0,35.0,573.0,22.0,117.0,662,Scikit-learn style model finetuning for NLP.,19.0,20,True,2019-01-18 20:10:51,0.5.14,14.0,finetune,,,,"['tensorflow', 'sklearn']",9.0,9.0,https://pypi.org/project/finetune,196.0,196.0,,,,,,,,3.0,,,,,,,,,,,,,,,
677,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2022-05-31 12:11:36.000000,2022-05-31 12:11:36,115,11.0,69.0,22.0,76.0,20.0,46.0,635,Python 3.6+ toolbox for submitting jobs to Slurm.,20.0,20,True,2021-02-01 10:18:48,1.2.0,6.0,submitit,conda-forge/submitit,,,,,,https://pypi.org/project/submitit,20007.0,20307.0,https://anaconda.org/conda-forge/submitit,2021-02-10 12:48:57.745,6616.0,,,,,3.0,,,,,,,,,,,,,,,
