,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
686,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2022-08-31 09:21:45.000000,2022-03-07 12:59:53,46.0,,1667.0,146.0,78.0,170.0,275.0,9681.0,End-to-End Object Detection with Transformers.,25.0,19,True,2020-06-29 16:41:01,0.2,1.0,,,['pytorch'],,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
687,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2022-09-07 23:47:56.000000,2022-09-07 23:45:58,1487.0,40.0,463.0,145.0,576.0,27.0,75.0,3251.0,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",140.0,19,True,,,,reagent,,['pytorch'],,14.0,,,https://pypi.org/project/reagent,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
688,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2021-04-13 09:44:02.000000,2021-01-15 19:46:05,112.0,,344.0,103.0,14.0,52.0,15.0,3241.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",13.0,19,False,,,,tensorwatch,,,,3407.0,87.0,87.0,https://pypi.org/project/tensorwatch,3407.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
689,gpt-2-simple,minimaxir/gpt-2-simple,nlp,,https://github.com/minimaxir/gpt-2-simple,https://github.com/minimaxir/gpt-2-simple,,2019-04-13 20:00:52.000,2022-05-22 02:02:04.000000,2022-05-22 02:02:04,149.0,,597.0,74.0,52.0,153.0,96.0,3016.0,Python package to easily retrain OpenAIs GPT-2 text-generating model on new texts.,21.0,19,False,2021-10-18 02:38:39,0.8.1,17.0,gpt-2-simple,,['tensorflow'],349.0,4005.0,,,https://pypi.org/project/gpt-2-simple,3997.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
690,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2022-04-05 16:57:55.000000,2022-04-05 16:57:43,679.0,,437.0,215.0,16.0,23.0,3.0,2967.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,19,True,2021-10-07 14:56:30,0.11.11,12.0,finmarketpy,,,40.0,99.0,5.0,5.0,https://pypi.org/project/finmarketpy,99.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
691,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,323.0,77.0,1.0,18.0,7.0,2895.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,19,False,2019-03-06 16:44:42,0.0.5,1.0,adabound,,['pytorch'],,1818.0,143.0,143.0,https://pypi.org/project/adabound,1818.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
692,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-06-29 05:50:24.000000,2022-06-29 05:46:04,955.0,1.0,431.0,167.0,118.0,14.0,112.0,2862.0,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,37.0,19,True,2020-11-17 12:32:37,0.5.5.1,13.0,nlp-architect,,,,148.0,8.0,8.0,https://pypi.org/project/nlp-architect,148.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
693,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2022-08-26 09:28:10.000000,2022-03-27 23:39:16,252.0,,555.0,86.0,68.0,59.0,271.0,2793.0,Backtest trading strategies in Python.,15.0,19,False,,,,backtesting,,,,7039.0,,,https://pypi.org/project/backtesting,7039.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
694,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2022-07-18 20:48:20.000000,2020-02-09 21:03:48,299.0,,401.0,108.0,80.0,62.0,48.0,2771.0,Deep recommender models using PyTorch.,11.0,19,False,2019-09-08 10:19:53,0.1.6,7.0,,maciejkula/spotlight,['pytorch'],,122.0,,,,,https://anaconda.org/maciejkula/spotlight,2018-05-27 18:32:12.235,7710.0,3.0,,,,,,,,,,,,,,,,,,,,
695,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,,2014-08-23 03:38:20.000,2022-06-28 14:03:23.000000,2020-04-02 01:05:35,46.0,,807.0,88.0,27.0,26.0,80.0,2474.0,DeepWalk - Deep Learning for Graphs.,10.0,19,False,2014-11-19 19:20:33,1.0.2,1.0,deepwalk,,,,3233.0,56.0,56.0,https://pypi.org/project/deepwalk,3233.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
696,spark-deep-learning,databricks/spark-deep-learning,data-pipelines,,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000,2022-03-21 17:15:55.000000,2022-03-21 17:12:16,138.0,,464.0,156.0,142.0,78.0,27.0,1943.0,Deep Learning Pipelines for Apache Spark.,17.0,19,True,2020-01-08 19:50:31,1.6.0,9.0,,,['spark'],,,25.0,25.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
697,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2022-06-24 01:30:44.000000,2022-06-24 01:30:35,247.0,2.0,240.0,53.0,33.0,13.0,104.0,1788.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,19,True,2021-11-06 23:08:36,1.4.4,21.0,reformer-pytorch,,['pytorch'],,1925.0,,,https://pypi.org/project/reformer-pytorch,1925.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
698,FinTA,peerchemist/finta,financial-data,,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46.000,2022-07-24 08:40:51.000000,2022-07-24 08:40:51,394.0,2.0,550.0,77.0,48.0,22.0,64.0,1728.0,Common financial technical indicators implemented in Pandas.,28.0,19,False,2021-04-03 08:51:49,1.3,18.0,finta,,,,7038.0,,,https://pypi.org/project/finta,7038.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
699,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2022-04-11 17:21:50.000000,2022-04-11 17:21:50,273.0,,124.0,101.0,149.0,16.0,19.0,1538.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,26.0,19,True,2020-05-05 20:16:54,0.8.3,1.0,lore,,,,534.0,20.0,20.0,https://pypi.org/project/lore,534.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
700,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2022-03-27 16:48:51.000000,2022-01-18 08:05:49,304.0,,97.0,18.0,25.0,15.0,23.0,1484.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",10.0,19,True,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,['pytorch'],21.0,629.0,10.0,10.0,https://pypi.org/project/ecco,439.0,https://anaconda.org/conda-forge/ecco,2022-01-10 22:03:30.223,1713.0,3.0,,,,,,,,,,,,,,,,,,,,
701,Pypeline,cgarciae/pypeln,data-pipelines,,https://github.com/cgarciae/pypeln,https://github.com/cgarciae/pypeln,MIT,2018-09-01 13:43:31.000,2022-06-23 00:13:44.000000,2022-06-23 00:13:44,239.0,1.0,81.0,37.0,36.0,15.0,44.0,1358.0,Concurrent data pipelines in Python .,13.0,19,True,2022-01-06 15:32:49,0.4.9,14.0,pypeln,conda-forge/pypeln,,,11033.0,,,https://pypi.org/project/pypeln,10655.0,https://anaconda.org/conda-forge/pypeln,2022-01-06 18:29:36.168,9830.0,3.0,,,,,,,,,,,,,,,,,,,,
702,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2022-03-11 23:26:22.000000,2020-02-04 21:10:25,334.0,,224.0,65.0,46.0,36.0,90.0,1201.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,19,False,,,,tensorrec,,['tensorflow'],,605.0,27.0,27.0,https://pypi.org/project/tensorrec,605.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
703,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2022-08-26 00:15:50.000000,2022-06-10 23:04:56,334.0,1.0,183.0,35.0,242.0,25.0,137.0,1125.0,A framework for Privacy Preserving Machine Learning.,29.0,19,True,2020-04-21 13:59:37,0.1,1.0,crypten,,['pytorch'],,139.0,21.0,21.0,https://pypi.org/project/crypten,139.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
704,advertorch,BorealisAI/advertorch,adversarial,,https://github.com/BorealisAI/advertorch,https://github.com/BorealisAI/advertorch,GPL-3.0,2018-11-29 22:17:33.000,2022-05-29 19:09:18.000000,2022-05-29 19:09:18,309.0,,170.0,29.0,56.0,18.0,34.0,1095.0,A Toolbox for Adversarial Robustness Research.,21.0,19,False,,,,advertorch,,['pytorch'],,333.0,86.0,86.0,https://pypi.org/project/advertorch,333.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
705,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2022-05-19 13:11:19.000000,2022-05-19 13:10:12,200.0,,273.0,41.0,39.0,70.0,108.0,1078.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,15.0,19,True,2020-09-13 21:05:45,0.8.4,1.0,keras-ocr,anaconda/keras-ocr,['tensorflow'],303143.0,18102.0,,,https://pypi.org/project/keras-ocr,5468.0,https://anaconda.org/anaconda/keras-ocr,2022-01-14 10:29:35.968,96.0,3.0,,,,,,,,,,,,,,,,,,,,
706,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,83.0,32.0,72.0,24.0,30.0,1038.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,19,True,2021-02-15 20:20:59,0.5,2.0,torch-struct,,['pytorch'],,65529.0,,,https://pypi.org/project/torch-struct,65529.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
707,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2021-07-18 06:52:12.000000,2020-04-17 02:27:44,79.0,,107.0,26.0,73.0,31.0,36.0,857.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:17:35,0.6.2,12.0,adtk,conda-forge/adtk,,,253916.0,,,https://pypi.org/project/adtk,253748.0,https://anaconda.org/conda-forge/adtk,2020-04-20 19:46:14.062,5048.0,3.0,,,,,,,,,,,,,,,,,,,,
708,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2022-03-25 13:49:39.000000,2022-03-25 13:48:28,300.0,,100.0,23.0,28.0,31.0,67.0,797.0,Bokeh Plotting Backend for Pandas and GeoPandas.,14.0,19,True,2021-04-11 17:42:31,0.5.5,5.0,pandas-bokeh,,['pandas'],,16283.0,,,https://pypi.org/project/pandas-bokeh,16283.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
709,gmaps,pbugnion/gmaps,geospatial-data,,https://github.com/pbugnion/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,1380.0,,145.0,25.0,154.0,68.0,137.0,743.0,Google maps for Jupyter notebooks.,16.0,19,False,2016-01-02 19:06:03,0.2,20.0,gmaps,conda-forge/gmaps,['jupyter'],,15065.0,1.0,1.0,https://pypi.org/project/gmaps,9094.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,272132.0,3.0,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1719.0,,,,,,,,,,,,,,,,
710,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2021-07-30 15:07:28.000000,2021-07-30 15:06:27,104.0,,116.0,30.0,25.0,16.0,34.0,704.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,22.0,19,False,2021-07-30 15:07:28,0.3.0,14.0,sklearn-deap,,['sklearn'],,968.0,36.0,36.0,https://pypi.org/project/sklearn-deap,968.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
711,Baal,ElementAI/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2022-08-27 15:46:48.000000,2022-08-22 14:00:27,180.0,4.0,61.0,21.0,129.0,23.0,61.0,635.0,Library to enable Bayesian active learning in your research or labeling work.,16.0,19,True,2022-05-03 12:50:35,1.6.0,10.0,baal,conda-forge/baal,,,808.0,,,https://pypi.org/project/baal,660.0,https://anaconda.org/conda-forge/baal,2022-05-04 11:29:40.433,2978.0,3.0,,,,,,,,,,,,baal-org/baal,,,,,,,,
712,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2022-09-06 19:30:18.000000,2022-09-06 19:30:17,1221.0,12.0,96.0,41.0,369.0,16.0,120.0,613.0,GPU accelerated signal processing.,39.0,19,True,2022-08-17 14:43:25,22.08.00,14.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
713,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2022-07-07 13:25:34.000000,2022-07-07 13:25:27,208.0,1.0,100.0,29.0,1.0,11.0,3.0,592.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,19,True,2020-02-19 02:11:55,V0.1.0,1.0,combo,,"['sklearn', 'xgboost']",,37160.0,477.0,477.0,https://pypi.org/project/combo,37160.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
714,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,14.0,61.0,30.0,31.0,6.0,23.0,525.0,Python module for machine learning time series:.,14.0,19,True,,,,seglearn,,,,915.0,11.0,11.0,https://pypi.org/project/seglearn,915.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
715,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2021-05-20 05:41:36.000000,2021-05-20 05:39:44,264.0,,64.0,40.0,16.0,11.0,22.0,525.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,18.0,19,False,2020-10-16 03:43:47,0.1.7,4.0,n2,,,,813.0,23.0,23.0,https://pypi.org/project/n2,813.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
716,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2022-06-08 03:46:06.000000,2022-06-08 03:46:02,305.0,,93.0,9.0,14.0,4.0,14.0,505.0,Make Waffle Charts in Python.,6.0,19,True,,,5.0,pywaffle,conda-forge/pywaffle,,,9131.0,152.0,152.0,https://pypi.org/project/pywaffle,8986.0,https://anaconda.org/conda-forge/pywaffle,2022-06-05 04:31:54.543,6545.0,3.0,,,,,,,,,,,,,,,,,,,,
717,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2022-05-02 20:28:33.947000,2018-12-04 14:43:25,32.0,,62.0,20.0,7.0,17.0,41.0,473.0,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,19,False,2018-01-15 18:11:51,0.9.0,8.0,pivottablejs,anaconda/pivottablejs,['jupyter'],,15373.0,260.0,260.0,https://pypi.org/project/pivottablejs,15353.0,https://anaconda.org/anaconda/pivottablejs,2022-05-02 20:28:33.947,1624.0,3.0,,,,,,,,,,,,,,,,,,,,
718,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2021-09-28 07:21:22.000000,2021-09-19 23:51:06,406.0,,47.0,59.0,6.0,17.0,24.0,430.0,Python library assists deep learning on graphs.,15.0,19,True,2021-09-05 23:08:21,0.2.1,3.0,deepsnap,,,8.0,323.0,29.0,29.0,https://pypi.org/project/deepsnap,323.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
719,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2022-05-27 05:51:07.000000,2022-05-25 05:43:59,218.0,,68.0,9.0,306.0,32.0,34.0,386.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,19,True,,,1.0,lazypredict,conda-forge/lazypredict,['sklearn'],,4714.0,326.0,326.0,https://pypi.org/project/lazypredict,4656.0,https://anaconda.org/conda-forge/lazypredict,2021-08-24 21:49:02.096,755.0,3.0,,,,,,,,,,,,,,,,,,,,
720,TextBox,RUCAIBox/TextBox,nlp,,https://github.com/RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,MIT,2020-11-08 07:35:46.000,2022-09-08 09:24:11.000000,2022-09-08 09:24:11,1075.0,321.0,67.0,11.0,229.0,4.0,18.0,382.0,TextBox 2.0 is a text generation library with pre-trained language models.,15.0,19,True,2021-04-15 13:39:28,0.2.1,2.0,textbox,,,,29.0,5.0,5.0,https://pypi.org/project/textbox,29.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
721,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,46.0,25.0,19.0,16.0,15.0,328.0,Logging MXNet data for visualization in TensorBoard.,9.0,19,False,2018-05-22 20:20:50,0.1.0,1.0,mxboard,,['mxnet'],,8344.0,159.0,159.0,https://pypi.org/project/mxboard,8344.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
722,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,46.0,9.0,37.0,27.0,37.0,327.0,Data imputations library to preprocess datasets with missing data.,11.0,19,True,,,,impyute,,,,8993.0,146.0,146.0,https://pypi.org/project/impyute,8993.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
723,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,BSD-3-Clause,2010-05-02 10:00:33.000,2021-12-05 02:53:17.000000,2021-03-29 16:56:48,6427.0,,127.0,36.0,341.0,41.0,111.0,325.0,Neuroimaging in Python FMRI analysis package.,63.0,19,False,,,2.0,nipy,conda-forge/nipy,,,3252.0,,,https://pypi.org/project/nipy,1716.0,https://anaconda.org/conda-forge/nipy,2020-05-04 19:38:04.112,95259.0,3.0,,,,,,,,,,,,,,,,,,,,
724,featurewiz,AutoViML/featurewiz,hyperopt,,https://github.com/AutoViML/featurewiz,https://github.com/AutoViML/featurewiz,Apache-2.0,2020-11-29 16:46:16.000,2022-09-07 10:30:21.000000,2022-09-07 10:30:21,246.0,38.0,58.0,3.0,5.0,,47.0,278.0,Use advanced feature engineering strategies and select best features from your data set with a single line of code.,5.0,19,False,,,,featurewiz,,,,5789.0,15.0,15.0,https://pypi.org/project/featurewiz,5789.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
725,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2022-08-23 13:51:40.000000,2022-07-26 20:55:28,300.0,3.0,69.0,21.0,302.0,2.0,9.0,277.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,33.0,19,False,2022-07-20 07:04:00,0.40.0,19.0,fairness-indicators,,"['tensorflow', 'jupyter']",,490.0,,,https://pypi.org/project/fairness-indicators,490.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
726,solt,MIPT-Oulu/solt,image,,https://github.com/Oulu-IMEDS/solt,https://github.com/Oulu-IMEDS/solt,MIT,2018-08-02 15:09:05.000,2022-07-12 07:44:45.000000,2022-07-12 07:44:31,366.0,30.0,19.0,7.0,30.0,14.0,38.0,256.0,Streaming over lightweight data transformations.,4.0,19,False,2020-03-10 14:07:18,0.1.9,10.0,solt,,,,178.0,35.0,35.0,https://pypi.org/project/solt,178.0,,,,3.0,,,,,,,,,,,,Oulu-IMEDS/solt,,,,,,,,
727,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-08-19 00:53:25.000000,2022-02-10 07:36:23,432.0,,453.0,84.0,179.0,100.0,160.0,3266.0,A high performance and generic framework for distributed DNN training.,19.0,18,True,2020-02-19 23:44:20,0.2,1.0,byteps,,,,53.0,,,https://pypi.org/project/byteps,21.0,,,,3.0,,,,,bytepsimage/tensorflow,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1271.0,,,,,,,,,,
728,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2021-07-15 01:54:59.000000,2021-06-15 18:41:51,22.0,,233.0,30.0,18.0,22.0,36.0,2345.0,A small package to create visualizations of PyTorch execution graphs.,6.0,18,False,,,,,,,,,757.0,757.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
729,keepsake,replicate/keepsake,ml-experiments,,https://github.com/replicate/keepsake,https://github.com/replicate/keepsake,Apache-2.0,2020-07-01 04:37:44.000,2022-09-07 23:04:09.000000,2022-05-24 23:48:09,791.0,,64.0,10.0,858.0,113.0,65.0,1583.0,Version control for machine learning.,17.0,18,True,2021-03-11 20:50:26,0.4.2,7.0,keepsake,,,,368.0,,,https://pypi.org/project/keepsake,368.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
730,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2022-06-21 21:11:42.000000,2019-01-21 14:01:28,379.0,,393.0,102.0,34.0,7.0,24.0,1322.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,18,False,,,,dltk,,['tensorflow'],,143.0,23.0,23.0,https://pypi.org/project/dltk,143.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
731,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,95.0,39.0,13.0,12.0,9.0,1256.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,18,False,,,,doc2text,,,,1753.0,63.0,63.0,https://pypi.org/project/doc2text,1753.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
732,Tez,abhishekkrthakur/tez,pytorch-utils,,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000,2022-08-10 15:58:46.000000,2022-08-10 15:58:42,143.0,20.0,136.0,15.0,9.0,21.0,17.0,1099.0,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,2.0,18,True,2021-08-16 18:42:17,0.1.8,1.0,tez,,['pytorch'],,1364.0,34.0,34.0,https://pypi.org/project/tez,1364.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
733,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2022-06-13 13:53:07.000000,2019-05-06 07:06:50,159.0,,160.0,55.0,14.0,25.0,19.0,972.0,python toolbox for visualizing geographical data and making maps.,8.0,18,False,,,1.0,geoplotlib,conda-forge/geoplotlib,,,1016.0,149.0,149.0,https://pypi.org/project/geoplotlib,916.0,https://anaconda.org/conda-forge/geoplotlib,2021-05-31 16:11:51.234,1606.0,3.0,,,,,,,,,,,,,,,,,,,,
734,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2022-08-01 07:14:34.000000,2022-06-21 07:15:10,1030.0,2.0,66.0,26.0,118.0,60.0,120.0,932.0,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",19.0,18,True,2022-04-13 10:24:33,0.8.1,13.0,kp,,,172.0,68.0,4.0,4.0,https://pypi.org/project/kp,62.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
