,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
649,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26.0,6.0,18.0,3.0,9.0,140,Get list of common stop words in various languages in Python.,8.0,21,False,2018-07-23 20:58:34,2018.7.23,7.0,stop-words,,,,110824.0,1575.0,1575.0,https://pypi.org/project/stop-words,110824.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
650,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2022-07-25 09:56:32.000000,2022-03-07 12:59:53,46.0,,1629.0,149.0,76.0,168.0,272.0,9458,End-to-End Object Detection with Transformers.,25.0,20,True,2020-06-29 16:41:01,0.2,1.0,,,['pytorch'],,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
651,TRFL,deepmind/trfl,reinforcement-learning,,https://github.com/deepmind/trfl,https://github.com/deepmind/trfl,Apache-2.0,2018-08-08 14:44:11.000,2021-08-16 11:47:43.000000,2021-08-16 11:45:18,123.0,,377.0,212.0,8.0,4.0,16.0,3125,TensorFlow Reinforcement Learning.,13.0,20,True,,,,trfl,,['tensorflow'],,5362.0,88.0,88.0,https://pypi.org/project/trfl,5362.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
652,gpt-2-simple,minimaxir/gpt-2-simple,nlp,,https://github.com/minimaxir/gpt-2-simple,https://github.com/minimaxir/gpt-2-simple,,2019-04-13 20:00:52.000,2022-05-22 02:02:04.000000,2022-05-22 02:02:04,149.0,4.0,599.0,75.0,52.0,151.0,95.0,2989,Python package to easily retrain OpenAIs GPT-2 text-generating model on new texts.,21.0,20,False,2021-10-18 02:38:39,0.8.1,17.0,gpt-2-simple,,['tensorflow'],322.0,5296.0,,,https://pypi.org/project/gpt-2-simple,5288.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
653,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2022-06-24 03:24:11.000000,2021-05-06 12:10:38,127.0,,124.0,46.0,27.0,2.0,26.0,2664,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,20,False,2021-05-01 13:59:02,0.0.11,2.0,opyrator,conda-forge/opyrator,,,188.0,38.0,38.0,https://pypi.org/project/opyrator,120.0,https://anaconda.org/conda-forge/opyrator,2022-01-08 18:03:03.967,412.0,3.0,,,,,,,,,,,,,,,,,,,,
654,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,,2014-08-23 03:38:20.000,2022-06-28 14:03:23.000000,2020-04-02 01:05:35,46.0,,805.0,87.0,27.0,26.0,80.0,2465,DeepWalk - Deep Learning for Graphs.,10.0,20,False,2014-11-19 19:20:33,1.0.2,1.0,deepwalk,,,,3014.0,55.0,55.0,https://pypi.org/project/deepwalk,3014.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
655,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2022-01-30 01:28:10.000000,2022-01-30 01:22:30,743.0,,185.0,38.0,110.0,46.0,42.0,1573,"Large-scale linear classification, regression and ranking in Python.",17.0,20,False,2022-01-30 01:10:13,0.6.2.post0,4.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,['sklearn'],230.0,3750.0,104.0,104.0,https://pypi.org/project/sklearn-contrib-lightning,1372.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2021-11-13 15:37:21.493,170039.0,3.0,,,,,,,,,,,,,,,,,,,,
656,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2021-09-29 18:48:52.000000,2021-09-29 18:48:52,239.0,,196.0,38.0,6.0,13.0,31.0,1542,pip install antialiased-cnns to improve stability and accuracy.,6.0,20,False,2020-10-23 22:45:52,0.3,4.0,antialiased-cnns,,['pytorch'],,1513.0,27.0,27.0,https://pypi.org/project/antialiased-cnns,1513.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
657,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2022-04-09 02:38:13.000000,2022-04-09 02:38:13,904.0,,192.0,52.0,51.0,62.0,147.0,1410,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,34.0,20,True,2019-11-17 09:36:51,0.3.4,5.0,thundersvm,,,2472.0,639.0,,,https://pypi.org/project/thundersvm,603.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
658,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2022-07-27 08:51:14.000000,2022-07-27 08:51:09,349.0,108.0,145.0,30.0,384.0,13.0,33.0,1179,Scenic: A Jax Library for Computer Vision Research and Beyond.,43.0,20,True,,,,,,['jax'],,,24.0,24.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
659,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,,2016-06-05 15:21:22.000,2022-01-07 14:52:00.000000,2022-01-07 14:51:56,41.0,,261.0,55.0,34.0,10.0,77.0,1031,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,8.0,20,False,2022-01-07 11:42:21,0.4.1,2.0,stockstats,,,,6687.0,514.0,514.0,https://pypi.org/project/stockstats,6687.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
660,Skater,oracle/Skater,interpretability,,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000,2022-02-11 18:01:55.000000,2022-02-11 18:01:55,1106.0,,168.0,55.0,149.0,67.0,97.0,1030,Python Library for Model Interpretation/Explanations.,36.0,20,False,2018-09-21 06:46:11,1.1.2,15.0,skater,conda-forge/skater,,,4304.0,,,https://pypi.org/project/skater,3487.0,https://anaconda.org/conda-forge/skater,2021-11-15 19:51:51.883,49872.0,3.0,,,,,,,,,,,,,,,,,,,,
661,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38,157.0,,109.0,30.0,66.0,10.0,41.0,1020,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,20,True,2021-01-05 18:31:38,0.2.4,4.0,torchsde,conda-forge/torchsde,['pytorch'],,1884.0,17.0,17.0,https://pypi.org/project/torchsde,1283.0,https://anaconda.org/conda-forge/torchsde,2021-07-12 23:43:34.083,10833.0,3.0,,,,,,,,,,,,,,,,,,,,
662,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,184.0,51.0,12.0,16.0,42.0,1008,High level network definitions with pre-trained weights in TensorFlow.,6.0,20,False,2020-03-31 04:38:27,0.4.6,12.0,tensornets,,['tensorflow'],,143.0,51.0,51.0,https://pypi.org/project/tensornets,143.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
663,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,196.0,30.0,61.0,47.0,60.0,990,fastFM: A Library for Factorization Machines.,20.0,20,False,2017-11-22 16:13:16,0.2.11,10.0,fastfm,,,448.0,326.0,97.0,97.0,https://pypi.org/project/fastfm,321.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
664,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2022-06-13 13:53:07.000000,2019-05-06 07:06:50,159.0,,158.0,55.0,14.0,25.0,19.0,966,python toolbox for visualizing geographical data and making maps.,8.0,20,False,,,1.0,geoplotlib,conda-forge/geoplotlib,,,1170.0,146.0,146.0,https://pypi.org/project/geoplotlib,1074.0,https://anaconda.org/conda-forge/geoplotlib,2021-05-31 16:11:51.234,1345.0,3.0,,,,,,,,,,,,,,,,,,,,
665,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2022-04-30 05:55:45.000000,2022-04-30 05:52:16,69.0,3.0,202.0,18.0,14.0,1.0,76.0,949,Implementation of the node2vec algorithm.,11.0,20,True,2022-04-30 05:55:45,0.4.5,8.0,node2vec,conda-forge/node2vec,,,92425.0,,,https://pypi.org/project/node2vec,91997.0,https://anaconda.org/conda-forge/node2vec,2020-04-25 22:41:13.714,21448.0,3.0,,,,,,,,,,,,,,,,,,,,
666,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2022-07-05 18:12:32.000000,2022-06-10 10:36:12,439.0,2.0,194.0,55.0,76.0,51.0,200.0,932,Line based ATR Engine based on OCRopy.,19.0,20,True,2022-03-21 11:52:48,2.2.2,34.0,calamari_ocr,,,,994.0,,,https://pypi.org/project/calamari_ocr,994.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
667,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2022-07-26 04:59:25.000000,2022-07-14 22:10:03,144.0,4.0,94.0,35.0,21.0,13.0,87.0,925,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,20,True,2022-06-03 01:55:11,1.14.6,56.0,ngt,,,,15831.0,,,https://pypi.org/project/ngt,15831.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
668,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2021-10-29 14:44:11.000000,2021-10-29 14:44:08,205.0,,243.0,47.0,45.0,24.0,126.0,919,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,27.0,20,True,2020-10-12 06:56:40,0.7.6,2.0,aocr,,['tensorflow'],,137.0,20.0,20.0,https://pypi.org/project/aocr,137.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
669,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2022-07-28 11:23:04.000000,2022-06-21 07:15:10,1030.0,17.0,63.0,26.0,118.0,55.0,119.0,908,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",19.0,20,True,2022-04-13 10:24:33,0.8.1,13.0,kp,,,164.0,78.0,4.0,4.0,https://pypi.org/project/kp,71.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
670,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2022-06-27 17:18:22.000000,2022-06-27 16:48:16,567.0,4.0,270.0,93.0,116.0,56.0,91.0,836,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,20,True,,,6.0,astroML,conda-forge/astroml,['sklearn'],,1836.0,,,https://pypi.org/project/astroML,1316.0,https://anaconda.org/conda-forge/astroml,2022-03-02 04:14:21.434,30695.0,3.0,,,,,,,,,,,,,,,,,,,,
671,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2022-05-12 09:12:38.000000,2022-04-23 13:47:59,417.0,,161.0,58.0,4.0,12.0,29.0,791,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",3.0,20,True,2020-08-29 18:48:20,2.5.0,11.0,alphapy,,,,154.0,3.0,3.0,https://pypi.org/project/alphapy,154.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
672,TreeInterpreter,andosa/treeinterpreter,interpretability,,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000,2021-02-28 18:33:06.000000,2021-02-28 18:33:06,37.0,,134.0,26.0,17.0,19.0,4.0,712,Package for interpreting scikit-learns decision tree and random forest predictions.,11.0,20,False,,,1.0,treeinterpreter,conda-forge/treeinterpreter,['sklearn'],,162794.0,268.0,268.0,https://pypi.org/project/treeinterpreter,162728.0,https://anaconda.org/conda-forge/treeinterpreter,2020-10-03 05:29:07.840,1396.0,3.0,,,,,,,,,,,,,,,,,,,,
673,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2021-09-26 01:44:54.000000,2018-10-21 17:54:28,159.0,,142.0,41.0,32.0,24.0,38.0,712,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",18.0,20,False,2016-09-27 13:04:44,1.0.0,1.0,NearPy,,,,1630.0,70.0,70.0,https://pypi.org/project/NearPy,1630.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
674,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2022-07-12 21:58:34.000000,2022-07-12 21:58:34,432.0,1.0,59.0,26.0,143.0,37.0,60.0,702,,23.0,20,False,2022-02-01 00:17:20,1.6.0,7.0,objax,,['jax'],,634.0,24.0,24.0,https://pypi.org/project/objax,634.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
675,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2022-07-27 15:36:10.000000,2022-07-25 14:05:49,726.0,93.0,110.0,31.0,642.0,15.0,47.0,686,Machine learning framework for both deep learning and traditional algorithms.,31.0,20,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,158.0,,,https://pypi.org/project/neoml,158.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
676,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,2.0,62.0,7.0,5.0,5.0,15.0,669,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,20,True,2021-10-03 18:24:15,0.1.7,3.0,iterative-stratification,,['sklearn'],,29649.0,220.0,220.0,https://pypi.org/project/iterative-stratification,29649.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
677,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,152.0,38.0,46.0,37.0,48.0,652,Public facing deeplift repo.,11.0,20,True,,,21.0,deeplift,,,,695.0,61.0,61.0,https://pypi.org/project/deeplift,695.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
678,Baal,ElementAI/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2022-07-24 15:32:10.000000,2022-07-18 14:43:35,178.0,12.0,56.0,21.0,126.0,23.0,60.0,618,Library to enable Bayesian active learning in your research or labeling work.,15.0,20,True,2022-05-03 12:50:35,1.6.0,10.0,baal,conda-forge/baal,,,756.0,,,https://pypi.org/project/baal,619.0,https://anaconda.org/conda-forge/baal,2022-05-04 11:29:40.433,2468.0,3.0,,,,,,,,,,,,baal-org/baal,,,,,,,,
679,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2022-07-11 06:08:40.000000,2022-03-16 14:38:31,280.0,,78.0,18.0,66.0,10.0,43.0,530,An intuitive library to extract features from time series.,14.0,20,True,2021-02-14 17:48:46,0.1.4,9.0,tsfel,,,,7675.0,36.0,36.0,https://pypi.org/project/tsfel,7675.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
680,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2022-07-27 15:38:14.000000,2022-07-16 21:38:46,719.0,7.0,62.0,17.0,106.0,8.0,45.0,527,A simplified framework and utilities for PyTorch.,18.0,20,False,2022-07-16 21:48:35,1.12,30.0,poutyne,,['pytorch'],,3794.0,91.0,91.0,https://pypi.org/project/poutyne,3794.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
681,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,,2013-08-02 14:31:46.000,2022-07-14 22:46:04.000000,2021-12-21 20:03:06,3575.0,,64.0,46.0,319.0,31.0,365.0,526,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,20,False,2021-12-21 20:12:29,3.0,65.0,skll,conda-forge/skll,['sklearn'],11.0,429.0,38.0,38.0,https://pypi.org/project/skll,234.0,https://anaconda.org/conda-forge/skll,2021-12-21 22:47:22.431,1566.0,3.0,,,,,,,,,,,,,,,,,,,,
682,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,,2018-02-18 13:42:47.000,2022-07-24 13:44:59.000000,2020-10-23 14:31:57,247.0,,79.0,26.0,30.0,25.0,6.0,475,machine learning with logical rules in Python.,18.0,20,False,2020-12-11 09:37:02,1.0.1,1.0,skope-rules,,['sklearn'],,116459.0,118.0,118.0,https://pypi.org/project/skope-rules,116459.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
683,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2022-05-02 20:28:33.947000,2018-12-04 14:43:25,32.0,,63.0,20.0,7.0,17.0,41.0,468,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,20,False,2018-01-15 18:11:51,0.9.0,8.0,pivottablejs,anaconda/pivottablejs,['jupyter'],,12975.0,248.0,248.0,https://pypi.org/project/pivottablejs,12956.0,https://anaconda.org/anaconda/pivottablejs,2022-05-02 20:28:33.947,1521.0,3.0,,,,,,,,,,,,,,,,,,,,
684,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-07-01 04:37:23.000000,2022-07-01 04:35:49,592.0,18.0,55.0,31.0,337.0,13.0,82.0,330,IPython/Jupyter notebook module for Vega and Vega-Lite.,11.0,20,True,,,27.0,vega,conda-forge/vega,['jupyter'],,12720.0,,,https://pypi.org/project/vega,5947.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,494431.0,3.0,,,,,,,,,,,,,,,,,,,,
685,featurewiz,AutoViML/featurewiz,hyperopt,,https://github.com/AutoViML/featurewiz,https://github.com/AutoViML/featurewiz,Apache-2.0,2020-11-29 16:46:16.000,2022-07-26 20:50:48.000000,2022-07-26 20:50:24,234.0,35.0,55.0,3.0,2.0,1.0,39.0,255,Use advanced feature engineering strategies and select best features from your data set with a single line of code.,4.0,20,False,,,,featurewiz,,,,13905.0,14.0,14.0,https://pypi.org/project/featurewiz,13905.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
686,pysparkling,svenkreiss/pysparkling,data-pipelines,,https://github.com/svenkreiss/pysparkling,https://github.com/svenkreiss/pysparkling,,2015-05-09 19:23:20.000,2021-10-31 16:40:25.000000,2021-02-22 17:29:11,1527.0,,42.0,6.0,136.0,6.0,21.0,251,A pure Python implementation of Apache Sparks RDD and DStream interfaces.,10.0,20,False,2021-01-10 21:14:23,0.6.1,26.0,pysparkling,conda-forge/pysparkling,,,13940.0,116.0,116.0,https://pypi.org/project/pysparkling,13811.0,https://anaconda.org/conda-forge/pysparkling,2021-03-23 19:51:42.850,2076.0,3.0,,,,,,,,,,,,,,,,,,,,
687,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2022-07-17 04:30:37.000000,2022-05-10 10:38:15,476.0,6.0,26.0,6.0,9.0,7.0,40.0,243,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,9.0,20,False,2022-05-07 07:57:06,0.7.0,6.0,scikit-posthocs,conda-forge/scikit-posthocs,['sklearn'],25.0,37992.0,,,https://pypi.org/project/scikit-posthocs,37305.0,https://anaconda.org/conda-forge/scikit-posthocs,2022-05-08 18:15:36.676,14430.0,3.0,,,,,,,,,,,,,,,,,,,,
688,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:02:54.000000,2018-12-08 15:02:12,153.0,,30.0,9.0,4.0,21.0,28.0,230,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:02:54,0.4.6,12.0,pyfasttext,,,348.0,4085.0,238.0,238.0,https://pypi.org/project/pyfasttext,4080.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
689,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2022-06-28 07:22:24.000000,2022-06-28 07:22:23,541.0,7.0,31.0,21.0,591.0,12.0,124.0,206,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,False,2022-04-25 12:25:12,0.7.0,16.0,larq-compute-engine,,,700.0,558.0,6.0,6.0,https://pypi.org/project/larq-compute-engine,534.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
690,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2022-05-05 21:21:02.000000,2022-04-08 17:51:44,568.0,,17.0,16.0,454.0,67.0,75.0,194,Functional tensors for probabilistic programming.,10.0,20,False,2022-03-21 15:23:15,0.4.3,9.0,funsor,,['pytorch'],,1152.0,32.0,32.0,https://pypi.org/project/funsor,1152.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
691,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2022-07-23 07:47:27.000000,2022-07-14 18:48:19,174.0,9.0,951.0,95.0,39.0,275.0,254.0,4972,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,27.0,19,True,,,,pyslowfast,,['pytorch'],,17.0,9.0,9.0,https://pypi.org/project/pyslowfast,17.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
692,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2021-04-13 09:44:02.000000,2021-01-15 19:46:05,112.0,,345.0,104.0,14.0,52.0,15.0,3229,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",13.0,19,False,,,,tensorwatch,,,,3876.0,85.0,85.0,https://pypi.org/project/tensorwatch,3876.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
693,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2022-07-27 16:42:02.000000,2022-07-27 16:40:32,1462.0,25.0,454.0,143.0,556.0,26.0,75.0,3229,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",135.0,19,True,,,,reagent,,['pytorch'],,16.0,,,https://pypi.org/project/reagent,16.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
694,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2022-04-05 16:57:55.000000,2022-04-05 16:57:43,679.0,,436.0,215.0,16.0,23.0,3.0,2938,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,19,True,2021-10-07 14:56:30,0.11.11,12.0,finmarketpy,,,40.0,124.0,5.0,5.0,https://pypi.org/project/finmarketpy,124.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
695,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2022-07-18 20:48:20.000000,2020-02-09 21:03:48,299.0,,398.0,110.0,80.0,62.0,48.0,2755,Deep recommender models using PyTorch.,11.0,19,False,2019-09-08 10:19:53,0.1.6,7.0,,maciejkula/spotlight,['pytorch'],,120.0,,,,,https://anaconda.org/maciejkula/spotlight,2018-05-27 18:32:12.235,7347.0,3.0,,,,,,,,,,,,,,,,,,,,
696,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2022-07-27 01:45:43.000000,2022-03-27 23:39:16,252.0,,526.0,85.0,65.0,51.0,267.0,2643,Backtest trading strategies in Python.,15.0,19,False,,,,backtesting,,,,6678.0,,,https://pypi.org/project/backtesting,6678.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
697,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,,2019-12-06 08:25:24.000,2022-07-28 09:21:19.000000,2022-07-06 07:41:38,206.0,10.0,237.0,48.0,149.0,104.0,92.0,2239,LightSeq: A High Performance Library for Sequence Processing and Generation.,11.0,19,False,2021-10-26 10:02:56,2.2.0,10.0,lightseq,,,629.0,749.0,,,https://pypi.org/project/lightseq,729.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
