,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
690,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2023-08-31 16:23:08.000000,2018-12-04 14:43:25,32.0,,79.0,21.0,8.0,22.0,41.0,605.0,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,20,False,2018-01-15 18:11:51,0.9.0,8.0,pivottablejs,anaconda/pivottablejs,,,['jupyter'],373.0,373.0,https://pypi.org/project/pivottablejs,21453.0,21482.0,https://anaconda.org/anaconda/pivottablejs,2023-06-16 13:18:14.055,2770.0,,,,,3.0,,,,,,,,,,,,,,,
691,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,,2018-02-18 13:42:47.000,2023-02-14 11:18:28.000000,2023-02-14 11:18:28,249.0,,88.0,26.0,31.0,28.0,6.0,563.0,machine learning with logical rules in Python.,19.0,20,False,2020-12-11 09:37:02,1.0.1,1.0,skope-rules,,,,['sklearn'],323.0,323.0,https://pypi.org/project/skope-rules,65520.0,65520.0,,,,,,,,3.0,,,,,,,,,,,,,,,
692,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2023-07-09 16:15:44.000000,2023-07-09 16:09:49,767.0,,62.0,18.0,111.0,8.0,47.0,555.0,A simplified framework and utilities for PyTorch.,20.0,20,False,2023-07-09 16:15:44,1.17.1,37.0,poutyne,,,,['pytorch'],123.0,123.0,https://pypi.org/project/poutyne,6295.0,6295.0,,,,,,,,3.0,,,,,,,,,,,,,,,
693,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2023-10-17 21:02:47.000000,2023-10-04 12:31:54,297.0,5.0,94.0,15.0,49.0,8.0,15.0,535.0,A library of metrics for evaluating recommender systems.,20.0,20,True,2022-04-26 18:03:18,0.1.5,1.0,recmetrics,,,,,46.0,46.0,https://pypi.org/project/recmetrics,10888.0,10888.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,,
694,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2023-06-16 16:14:43.440000,2021-12-19 09:41:43,133.0,,51.0,11.0,20.0,11.0,37.0,503.0,Joyplots in Python with matplotlib & pandas.,6.0,20,False,,,5.0,joypy,conda-forge/joypy,,,,315.0,315.0,https://pypi.org/project/joypy,16090.0,16497.0,https://anaconda.org/conda-forge/joypy,2023-06-16 16:14:43.440,22796.0,,,,,3.0,,,,,,,,,,,,,,,
695,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-03-27 07:10:33.000000,2023-03-27 07:10:33,410.0,,53.0,61.0,8.0,21.0,24.0,502.0,Python library assists deep learning on graphs.,17.0,20,True,2021-09-05 23:08:21,0.2.1,3.0,deepsnap,,,,,69.0,69.0,https://pypi.org/project/deepsnap,442.0,442.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,
696,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2023-08-01 17:51:43.000000,2023-07-18 10:24:07,542.0,,34.0,14.0,222.0,13.0,40.0,474.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,20,True,2023-07-18 10:06:08,1.4.6,34.0,popmon,,,,"['pandas', 'spark']",20.0,20.0,https://pypi.org/project/popmon,7111.0,7113.0,,,,,,,,3.0,117.0,,,,,,,,,,,,,,
697,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2023-10-21 13:33:43.000000,2023-10-21 13:33:17,4711.0,14.0,31.0,13.0,1.0,2.0,80.0,398.0,Deep Learning PyTorch.,,20,True,2023-04-22 01:50:50,0.4.1,26.0,carefree-learn,,,,['pytorch'],4.0,4.0,https://pypi.org/project/carefree-learn,369.0,369.0,,,,,,,,2.0,,,,,,,,,,,,,,,
698,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,,79.0,20.0,247.0,7.0,23.0,390.0,A toolkit that streamlines and automates the generation of model cards.,22.0,20,True,2023-04-03 17:58:08,2.0.0,9.0,model-card-toolkit,,,,,21.0,21.0,https://pypi.org/project/model-card-toolkit,1364.0,1364.0,,,,,,,,3.0,9.0,,,,,,,,,,,,,,
699,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-09-06 17:29:29.000000,2023-09-06 17:29:29,2412.0,2.0,50.0,24.0,231.0,57.0,195.0,376.0,Studio: Simplify and expedite model building process.,24.0,20,True,2020-02-19 22:50:45,0.0.15,4.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,123.0,123.0,,,,,,,,3.0,,,,,,,,,,,,,,,
700,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2023-10-30 20:31:47.000000,2023-10-30 20:31:47,513.0,3.0,37.0,5.0,12.0,5.0,45.0,300.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,13.0,20,True,2022-05-07 07:57:06,0.7.0,6.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],,,https://pypi.org/project/scikit-posthocs,73806.0,98085.0,https://anaconda.org/conda-forge/scikit-posthocs,2023-06-16 19:23:09.531,898345.0,,,,,3.0,39.0,,,,,,,,,,,,,,
701,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2023-10-05 14:57:15.000000,2023-10-05 14:57:15,219.0,2.0,53.0,14.0,196.0,12.0,184.0,284.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",13.0,20,False,,,12.0,pystan,conda-forge/pystan,,,,,,https://pypi.org/project/pystan,1568135.0,1602790.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2772430.0,,,,,3.0,,,,,,,,,,,,,,,
702,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2023-06-16 19:26:58.237000,2022-12-12 14:53:36,244.0,,24.0,8.0,4.0,19.0,59.0,264.0,Multiple Imputation with LightGBM in Python.,6.0,20,False,2022-12-12 14:01:15,DOI,8.0,miceforest,conda-forge/miceforest,,,,99.0,99.0,https://pypi.org/project/miceforest,24109.0,24509.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,11221.0,,,,,2.0,,,,,,,,,,,,,,,
703,pysparkling,svenkreiss/pysparkling,data-pipelines,,https://github.com/svenkreiss/pysparkling,https://github.com/svenkreiss/pysparkling,,2015-05-09 19:23:20.000,2023-06-16 19:25:18.270000,2022-11-13 18:39:01,1534.0,,42.0,9.0,140.0,7.0,21.0,261.0,A pure Python implementation of Apache Sparks RDD and DStream interfaces.,10.0,20,False,2022-11-13 18:39:51,0.6.2,27.0,pysparkling,conda-forge/pysparkling,,,,179.0,179.0,https://pypi.org/project/pysparkling,9001.0,9142.0,https://anaconda.org/conda-forge/pysparkling,2023-06-16 19:25:18.270,4526.0,,,,,3.0,,,,,,,,,,,,,,,
704,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2023-10-31 23:55:05.000000,2023-01-26 17:04:18,400.0,,99.0,19.0,387.0,65.0,86.0,240.0,An open-source toolkit for large-scale genomic analysis.,24.0,20,False,2022-04-21 00:32:28,1.2.1,15.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,50865.0,50976.0,https://anaconda.org/conda-forge/glow,2023-06-16 19:24:57.965,3684.0,,,,,3.0,,,,,,,,,,,,,,,
705,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:02:54.000000,2018-12-08 15:02:12,153.0,,31.0,9.0,4.0,20.0,29.0,228.0,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:02:54,0.4.6,12.0,pyfasttext,,,,,365.0,365.0,https://pypi.org/project/pyfasttext,2285.0,2289.0,,,,,,,,3.0,365.0,,,,,,,,,,,,,,
706,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2023-11-02 06:42:36.000000,2023-07-02 18:02:16,1462.0,,44.0,14.0,151.0,17.0,62.0,228.0,Python Implementation and Extension of RDF2Vec.,7.0,20,False,2021-06-09 10:55:19,0.2.3,6.0,pyrdf2vec,,,,,35.0,35.0,https://pypi.org/project/pyrdf2vec,268.0,268.0,,,,,,,,3.0,,,,,,,,,,,,,,,
707,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000000,2023-08-31 18:34:42,577.0,2.0,19.0,20.0,464.0,68.0,76.0,224.0,Functional tensors for probabilistic programming.,11.0,20,False,2023-08-31 18:37:22,0.4.6,12.0,funsor,,,,['pytorch'],57.0,57.0,https://pypi.org/project/funsor,15696.0,15696.0,,,,,,,,3.0,,,,,,,,,,,,,,,
708,numerizer,jaidevd/numerizer,nlp,,https://github.com/jaidevd/numerizer,https://github.com/jaidevd/numerizer,MIT,2019-12-02 07:00:34.000,2023-05-01 07:53:03.000000,2023-05-01 07:50:02,24.0,,23.0,8.0,11.0,5.0,9.0,210.0,A Python module to convert natural language numerics into ints and floats.,4.0,20,False,2023-01-03 08:04:12,0.2.2,3.0,numerizer,,,,,62.0,62.0,https://pypi.org/project/numerizer,62764.0,62764.0,,,,,,,,3.0,,,,,,,,,,,,,,,
709,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-10-19 02:22:22.000000,2023-10-19 02:11:57,190.0,2.0,1088.0,99.0,47.0,362.0,276.0,5964.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,31.0,19,True,,,,pyslowfast,,,,['pytorch'],14.0,14.0,https://pypi.org/project/pyslowfast,13.0,13.0,,,,,,,,3.0,,,,,,,,,,,,,,,
710,graph-nets,deepmind/graph_nets,graph,,https://github.com/google-deepmind/graph_nets,https://github.com/google-deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2022-12-12 11:28:07.000000,2022-12-12 11:28:07,48.0,,774.0,224.0,25.0,7.0,122.0,5294.0,Build Graph Nets in Tensorflow.,11.0,19,True,,,,graph-nets,,,,['tensorflow'],20.0,20.0,https://pypi.org/project/graph-nets,964.0,964.0,,,,,,,,3.0,,,google-deepmind/graph_nets,,,,,,,,,,,,
711,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,465.0,87.0,180.0,104.0,161.0,3499.0,A high performance and generic framework for distributed DNN training.,21.0,19,False,2020-02-19 23:44:20,0.2,1.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,62.0,86.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1315.0,3.0,,,,,,,,,,,,,,,
712,gpt-2-simple,minimaxir/gpt-2-simple,nlp,,https://github.com/minimaxir/gpt-2-simple,https://github.com/minimaxir/gpt-2-simple,,2019-04-13 20:00:52.000,2022-12-14 11:50:45.000000,2022-05-22 02:02:04,149.0,,649.0,77.0,53.0,160.0,101.0,3332.0,Python package to easily retrain OpenAIs GPT-2 text-generating model on new texts.,21.0,19,False,2021-10-18 02:38:39,0.8.1,17.0,gpt-2-simple,,,,['tensorflow'],,,https://pypi.org/project/gpt-2-simple,3583.0,3592.0,,,,,,,,3.0,534.0,,,,,,,,,,,,,,
713,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,322.0,75.0,2.0,18.0,7.0,2901.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,19,False,2019-03-06 16:44:42,0.0.5,1.0,adabound,,,,['pytorch'],179.0,179.0,https://pypi.org/project/adabound,1431.0,1431.0,,,,,,,,3.0,,,,,,,,,,,,,,,
714,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2023-11-01 16:47:02.000000,2023-11-01 16:46:57,638.0,58.0,349.0,36.0,756.0,85.0,106.0,2585.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,73.0,19,True,,,,,,,,['jax'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
715,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,358.0,86.0,4.0,3.0,18.0,2114.0,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,19,False,,,,pdftabextract,,,,,47.0,47.0,https://pypi.org/project/pdftabextract,312.0,312.0,,,,,,,,3.0,,,,,,,,,,,,,,,
716,spark-deep-learning,databricks/spark-deep-learning,data-pipelines,,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000,2023-03-30 20:19:05.000000,2022-03-21 17:12:16,138.0,,460.0,157.0,142.0,78.0,27.0,1979.0,Deep Learning Pipelines for Apache Spark.,17.0,19,False,2020-01-08 19:50:31,1.6.0,9.0,,,,,['spark'],37.0,37.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
717,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334.0,,220.0,65.0,48.0,36.0,90.0,1244.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,19,False,,,,tensorrec,,,,['tensorflow'],33.0,33.0,https://pypi.org/project/tensorrec,237.0,237.0,,,,,,,,3.0,,,,,,,,,,,,,,,
718,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2023-11-01 11:52:33.000000,2023-07-19 02:39:43,450.0,,112.0,19.0,157.0,7.0,105.0,1056.0,A standard framework for modelling Deep Learning Models for tabular data.,16.0,19,True,2023-06-01 06:16:39,1.0.2,4.0,pytorch_tabular,,,,['pytorch'],,,https://pypi.org/project/pytorch_tabular,3540.0,3540.0,,,,,,,,3.0,21.0,,,,,,,,,,,,,,
719,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,202.0,28.0,61.0,47.0,60.0,1053.0,fastFM: A Library for Factorization Machines.,20.0,19,False,2017-11-22 16:13:16,0.2.11,10.0,fastfm,,,,,113.0,113.0,https://pypi.org/project/fastfm,429.0,434.0,,,,,,,,3.0,583.0,,,,,,,,,,,,,,
720,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:33:32.000000,2022-02-02 20:33:18,124.0,,140.0,17.0,11.0,41.0,43.0,998.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,19,False,2022-02-02 20:33:33,1.1.4,80.0,performer-pytorch,,,,['pytorch'],99.0,99.0,https://pypi.org/project/performer-pytorch,2563.0,2563.0,,,,,,,,3.0,,,,,,,,,,,,,,,
721,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2023-08-31 02:18:51.000000,2023-08-31 02:18:51,427.0,4.0,180.0,62.0,7.0,13.0,29.0,978.0,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",5.0,19,True,2020-08-29 18:48:20,2.5.0,11.0,alphapy,,,,,4.0,4.0,https://pypi.org/project/alphapy,201.0,201.0,,,,,,,,3.0,,,,,,,,,,,,,,,
722,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2023-06-16 13:21:24.079000,2022-12-12 08:52:31,580.0,,283.0,95.0,120.0,56.0,95.0,959.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,19,True,,,6.0,astroML,conda-forge/astroml,,,['sklearn'],,,https://pypi.org/project/astroML,992.0,1540.0,https://anaconda.org/conda-forge/astroml,2023-06-16 13:21:24.079,41154.0,,,,,3.0,,,,,,,,,,,,,,,
723,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,133.0,36.0,16.0,8.0,3.0,919.0,Nudity detection with Python.,12.0,19,False,,,,nudepy,,,,,3543.0,3543.0,https://pypi.org/project/nudepy,1474.0,1474.0,,,,,,,,3.0,,,,,,,,,,,,,,,
724,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2023-07-24 18:18:54.000000,2022-05-13 18:48:12,83.0,,175.0,24.0,58.0,8.0,27.0,907.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",16.0,19,False,,,,saliency,,,,['tensorflow'],69.0,69.0,https://pypi.org/project/saliency,3662.0,3662.0,,,,,,,,3.0,,,,,,,,,,,,,,,
725,mrq,pricingassistant/mrq,data-pipelines,,https://github.com/pricingassistant/mrq,https://github.com/pricingassistant/mrq,MIT,2014-02-13 09:32:40.000,2023-06-13 19:16:57.000000,2020-12-13 18:58:15,709.0,,117.0,61.0,77.0,52.0,120.0,877.0,Mr. Queue - A distributed worker task queue in Python using Redis & gevent.,40.0,19,False,2018-08-31 13:59:56,0.9.10,5.0,mrq,,,,,30.0,30.0,https://pypi.org/project/mrq,133.0,133.0,,,,,,,,3.0,,,,,,,,,,,,,,,
726,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2023-06-10 14:57:37.569000,2023-06-05 01:35:02,228.0,,127.0,17.0,24.0,26.0,39.0,786.0,python partial dependence plot toolbox.,7.0,19,True,2023-06-05 02:44:20,0.3.0,3.0,pdpbox,conda-forge/pdpbox,,,,,,https://pypi.org/project/pdpbox,24191.0,24563.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,19349.0,,,,,3.0,,,,,,,,,,,,,,,
727,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2023-02-23 15:20:18.000000,2023-01-22 20:07:16,161.0,,146.0,38.0,33.0,25.0,39.0,748.0,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",20.0,19,True,2016-09-27 13:04:44,1.0.0,1.0,NearPy,,,,,91.0,91.0,https://pypi.org/project/NearPy,741.0,741.0,,,,,,,,3.0,,,,,,,,,,,,,,,
728,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2023-07-02 20:27:29.000000,2021-07-30 15:06:27,104.0,,127.0,30.0,28.0,18.0,34.0,740.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,19,False,2021-07-30 15:07:28,0.3.0,14.0,sklearn-deap,,,,['sklearn'],42.0,42.0,https://pypi.org/project/sklearn-deap,745.0,745.0,,,,,,,,3.0,,,,,,,,,,,,,,,
729,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,74.0,26.0,37.0,23.0,21.0,736.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,19,False,2019-06-29 19:21:43,0.64,3.0,test_tube,,,,,,,https://pypi.org/project/test_tube,91349.0,91349.0,,,,,,,,3.0,18.0,,,,,,,,,,,,,,
730,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2023-10-03 22:41:56.000000,2021-09-16 17:56:31,171.0,,142.0,35.0,80.0,8.0,55.0,593.0,Code for the TCAV ML interpretability project.,19.0,19,False,2018-11-21 15:34:40,0.2,2.0,tcav,,,,['tensorflow'],18.0,18.0,https://pypi.org/project/tcav,157.0,157.0,,,,,,,,3.0,,,,,,,,,,,,,,,
731,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2023-10-31 10:50:25.000000,2023-08-20 23:36:18,861.0,1.0,98.0,44.0,70.0,42.0,23.0,575.0,Bias and Fairness Audit Toolkit.,18.0,19,True,,,,aequitas,,,,,142.0,142.0,https://pypi.org/project/aequitas,1541.0,1541.0,,,,,,,,3.0,,,,,,,,,,,,,,,
732,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2023-06-16 16:12:33.889000,2022-06-08 03:46:02,305.0,,103.0,10.0,14.0,5.0,16.0,563.0,Make Waffle Charts in Python.,6.0,19,False,,,5.0,pywaffle,conda-forge/pywaffle,,,,284.0,284.0,https://pypi.org/project/pywaffle,4287.0,4473.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,11027.0,,,,,3.0,,,,,,,,,,,,,,,
733,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,63.0,30.0,31.0,5.0,24.0,556.0,Python module for machine learning time series:.,14.0,19,False,,,,seglearn,,,,,46.0,46.0,https://pypi.org/project/seglearn,1600.0,1600.0,,,,,,,,3.0,,,,,,,,,,,,,,,
734,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2023-06-27 16:54:16.000000,2023-06-27 16:54:13,266.0,,71.0,40.0,17.0,13.0,22.0,554.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,20.0,19,True,2020-10-16 03:43:47,0.1.7,4.0,n2,,,,,30.0,30.0,https://pypi.org/project/n2,378.0,378.0,,,,,,,,3.0,,,,,,,,,,,,,,,
735,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-09-06 11:08:57.000000,2021-11-18 21:06:54,172.0,,46.0,10.0,9.0,12.0,20.0,480.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,19,False,2020-02-28 17:43:07,0.5.0,1.0,apricot-select,,,,,75.0,75.0,https://pypi.org/project/apricot-select,4166.0,4166.0,,,,,,,,3.0,27.0,,,,,,,,,,,,,,
736,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2023-09-12 10:58:23.000000,2023-09-12 10:58:23,69.0,3.0,56.0,8.0,10.0,7.0,13.0,345.0,TextAugment: Text Augmentation Library.,8.0,19,True,2020-11-05 15:04:26,1.3.4,8.0,textaugment,,,,,65.0,65.0,https://pypi.org/project/textaugment,3394.0,3395.0,,,,,,,,3.0,62.0,,,,,,,,,,,,,,
737,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,47.0,10.0,37.0,27.0,37.0,341.0,Data imputations library to preprocess datasets with missing data.,11.0,19,False,,,,impyute,,,,,205.0,205.0,https://pypi.org/project/impyute,5169.0,5169.0,,,,,,,,3.0,,,,,,,,,,,,,,,
738,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,46.0,26.0,19.0,15.0,16.0,325.0,Logging MXNet data for visualization in TensorBoard.,9.0,19,False,2018-05-22 20:20:50,0.1.0,1.0,mxboard,,,,['mxnet'],219.0,219.0,https://pypi.org/project/mxboard,6513.0,6513.0,,,,,,,,3.0,,,,,,,,,,,,,,,
