,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
785,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2021-12-05 00:55:52.000000,2020-05-22 22:34:09,250,,717.0,332.0,58.0,,,6264,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,16,False,,,1.0,SerpentAI,,,,,,,https://pypi.org/project/SerpentAI,91.0,97.0,,,,,,,,3.0,172.0,,,,,,,,,,,,,,
786,StarSpace,facebookresearch/StarSpace,ml-frameworks,,https://github.com/facebookresearch/StarSpace,https://github.com/facebookresearch/StarSpace,MIT,2017-06-28 17:50:18.000,2021-11-03 16:23:46.000000,2019-12-13 19:03:25,138,,509.0,181.0,109.0,48.0,149.0,3761,"Learning embeddings for classification, retrieval and ranking.",17.0,16,False,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
787,OpenNRE,thunlp/OpenNRE,nlp,,https://github.com/thunlp/OpenNRE,https://github.com/thunlp/OpenNRE,MIT,2017-02-26 07:37:12.000,2022-04-06 12:13:02.000000,2022-04-06 12:13:01,162,1.0,937.0,118.0,20.0,5.0,336.0,3679,An Open-Source Package for Neural Relation Extraction (NRE).,10.0,16,True,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
788,GraphEmbedding,shenweichen/GraphEmbedding,graph,,https://github.com/shenweichen/GraphEmbedding,https://github.com/shenweichen/GraphEmbedding,MIT,2019-02-11 16:27:20.000,2022-05-23 07:50:11.000000,2020-10-18 09:32:47,28,,835.0,55.0,11.0,41.0,14.0,2813,Implementation and experiments of graph embedding algorithms.,8.0,16,False,,,,,,,,['sklearn'],18.0,18.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
789,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2022-05-26 20:25:21.000000,2019-10-02 23:26:11,132,,454.0,83.0,33.0,82.0,67.0,1613,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,16,False,2019-03-13 20:28:15,1.0-dev2,1.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,107.0,107.0,,,,,,,,3.0,,,,,,,,,,,,,,,
790,riko,nerevu/riko,data-pipelines,,https://github.com/nerevu/riko,https://github.com/nerevu/riko,MIT,2016-06-02 12:22:51.000,2021-12-28 23:01:39.000000,2021-12-28 23:01:31,1269,,68.0,53.0,23.0,21.0,8.0,1589,A Python stream processing engine modeled after Yahoo! Pipes.,18.0,16,True,,,,riko,,,,,,,https://pypi.org/project/riko,282.0,282.0,,,,,,,,3.0,,,,,,,,,,,,,,,
791,Xcessiv,reiinakano/xcessiv,hyperopt,,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15,316,,106.0,54.0,34.0,21.0,13.0,1261,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,16,False,2017-08-21 00:53:25,0.5.1,20.0,xcessiv,,,,,1.0,1.0,https://pypi.org/project/xcessiv,90.0,90.0,,,,,,,,3.0,,,,,,,,,,,,,,,
792,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2022-05-26 20:20:37.000000,2022-05-15 02:19:26,376,1.0,242.0,57.0,57.0,8.0,30.0,1239,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,16,True,,,,advbox,,,,,,,https://pypi.org/project/advbox,30.0,30.0,,,,,,,,3.0,,,,,,,,,,,,,,,
793,Databolt Flow,d6t/d6tflow,data-pipelines,,https://github.com/d6t/d6tflow,https://github.com/d6t/d6tflow,MIT,2019-02-03 01:51:22.000,2021-10-06 00:53:28.000000,2021-09-28 02:59:00,266,,71.0,22.0,18.0,10.0,13.0,940,Python library for building highly effective data science workflows.,12.0,16,True,,,,d6tflow,,,,,20.0,20.0,https://pypi.org/project/d6tflow,266.0,266.0,,,,,,,,3.0,,,,,,,,,,,,,,,
794,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,hyperopt,,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40,1096,,89.0,25.0,101.0,32.0,84.0,690,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,16,False,2019-08-06 09:09:45,3.0.0,16.0,hyperparameter-hunter,,,,,,,https://pypi.org/project/hyperparameter-hunter,118.0,125.0,,,,,,,,3.0,331.0,,,,,,,,,,,,,,
795,FlashTorch,MisaOgura/flashtorch,interpretability,,https://github.com/MisaOgura/flashtorch,https://github.com/MisaOgura/flashtorch,MIT,2019-03-22 13:00:57.000,2021-06-30 12:46:02.000000,2021-04-27 11:10:20,127,,83.0,19.0,14.0,8.0,22.0,672,Visualization toolkit for neural networks in PyTorch! Demo --.,2.0,16,False,2020-05-29 14:39:38,0.1.3,5.0,flashtorch,,,,['pytorch'],10.0,10.0,https://pypi.org/project/flashtorch,163.0,163.0,,,,,,,,3.0,,,,,,,,,,,,,,,
796,Tensor Sensor,parrt/tensor-sensor,pytorch-utils,,https://github.com/parrt/tensor-sensor,https://github.com/parrt/tensor-sensor,MIT,2020-08-28 22:54:04.000,2022-04-07 20:52:55.000000,2022-04-07 20:49:56,235,1.0,33.0,12.0,13.0,8.0,15.0,642,"The goal of this library is to generate more helpful exception messages for matrix algebra expressions for numpy,..",4.0,16,True,2021-12-11 21:24:11,1.0,15.0,tensor-sensor,conda-forge/tensor-sensor,,,['pytorch'],7.0,7.0,https://pypi.org/project/tensor-sensor,1822.0,1864.0,https://anaconda.org/conda-forge/tensor-sensor,2021-12-11 23:37:02.831,343.0,,,,,3.0,,,,,,,,,,,,,,,
797,ThunderGBM,Xtra-Computing/thundergbm,ml-frameworks,,https://github.com/Xtra-Computing/thundergbm,https://github.com/Xtra-Computing/thundergbm,Apache-2.0,2016-11-11 09:58:08.000,2021-11-23 01:55:15.000000,2021-01-05 04:22:15,606,,82.0,25.0,4.0,36.0,37.0,623,ThunderGBM: Fast GBDTs and Random Forests on GPUs.,10.0,16,False,2019-05-07 08:47:56,0.3.2,3.0,thundergbm,,,,,,,https://pypi.org/project/thundergbm,64.0,64.0,,,,,,,,3.0,,,,,,,,,,,,,,,
798,textflint,textflint/textflint,adversarial,,https://github.com/textflint/textflint,https://github.com/textflint/textflint,GPL-3.0,2021-03-06 11:15:52.000,2022-03-15 12:38:43.000000,2022-03-15 12:38:01,256,9.0,88.0,18.0,18.0,3.0,26.0,560,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing.,18.0,16,False,2022-03-15 07:18:19,0.1.0,5.0,textflint,,,,,4.0,4.0,https://pypi.org/project/textflint,42.0,42.0,,,,,,,,3.0,,,,,,,,,,,,,,,
799,kglib,vaticle/kglib,graph,,https://github.com/vaticle/kglib,https://github.com/vaticle/kglib,Apache-2.0,2018-09-16 16:46:48.000,2022-06-08 16:02:29.000000,2022-06-08 16:02:28,489,1.0,88.0,36.0,99.0,9.0,50.0,508,Grakn Knowledge Graph Library (ML R&D).,7.0,16,True,2020-08-19 15:32:49,0.2.2,7.0,grakn-kglib,,,,,,,https://pypi.org/project/grakn-kglib,45.0,50.0,,,,,,,,3.0,211.0,,,,,,,,,,,,,,
800,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2021-06-13 01:13:43.000000,2021-06-13 00:22:13,176,,95.0,15.0,16.0,60.0,23.0,427,Python package for performing Entity and Text Matching using Deep Learning.,7.0,16,True,,,,deepmatcher,,,,,19.0,19.0,https://pypi.org/project/deepmatcher,789.0,789.0,,,,,,,,3.0,,,,,,,,,,,,,,,
801,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2021-11-18 21:06:56.000000,2021-11-18 21:06:54,172,,40.0,9.0,8.0,7.0,18.0,425,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,16,True,2020-02-28 17:43:07,0.5.0,1.0,apricot-select,,,,,27.0,27.0,https://pypi.org/project/apricot-select,291.0,291.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,
802,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2022-06-07 04:47:17.000000,2022-06-07 04:47:12,275,2.0,57.0,14.0,124.0,16.0,129.0,403,A Python library for dynamic classifier and ensemble selection.,14.0,16,True,,,,deslib,,,,['sklearn'],26.0,26.0,https://pypi.org/project/deslib,560.0,560.0,,,,,,,,3.0,,,,,,,,,,,,,,,
803,TextBox,RUCAIBox/TextBox,nlp,,https://github.com/RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,MIT,2020-11-08 07:35:46.000,2022-05-24 14:07:04.000000,2022-05-06 12:47:16,754,5.0,64.0,10.0,165.0,3.0,17.0,362,TextBox is an open-source library for building text generation system.,14.0,16,True,2021-04-15 13:39:28,0.2.1,2.0,textbox,,,,,5.0,5.0,https://pypi.org/project/textbox,74.0,74.0,,,,,,,,3.0,,,,,,,,,,,,,,,
804,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2021-12-29 00:49:30.000000,2021-02-15 17:10:59,283,,65.0,23.0,47.0,13.0,19.0,359,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,16,False,,,5.0,skrebate,conda-forge/skrebate,,,['sklearn'],,,https://pypi.org/project/skrebate,2629.0,3094.0,https://anaconda.org/conda-forge/skrebate,2021-02-16 02:08:21.926,24686.0,,,,,3.0,,,,,,,,,,,,,,,
805,tfdeploy,riga/tfdeploy,model-serialisation,,https://github.com/riga/tfdeploy,https://github.com/riga/tfdeploy,BSD-3-Clause,2016-03-07 13:08:21.000,2021-01-08 09:52:54.000000,2021-01-08 09:52:49,170,,36.0,23.0,5.0,11.0,23.0,348,Deploy tensorflow graphs for fast evaluation and export to tensorflow-less environments running numpy.,4.0,16,False,2016-12-23 10:46:31,0.3.3,10.0,tfdeploy,,,,['tensorflow'],,,https://pypi.org/project/tfdeploy,53.0,53.0,,,,,,,,3.0,,,,,,,,,,,,,,,
806,Camphr,PKSHATechnology-Research/camphr,nlp,,https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000,2021-08-18 06:06:52.000000,2021-08-18 06:06:51,1404,,17.0,5.0,215.0,2.0,26.0,343,Camphr - NLP libary for creating pipeline components.,7.0,16,True,2020-08-21 04:45:06,0.7.0,21.0,camphr,,,,['spacy'],,,https://pypi.org/project/camphr,277.0,277.0,,,,,,,,3.0,,,,,,,,,,,,,,,
807,pdvega,altair-viz/pdvega,data-viz,,https://github.com/altair-viz/pdvega,https://github.com/altair-viz/pdvega,MIT,2018-01-11 21:30:27.000,2019-03-29 16:09:14.000000,2019-03-29 16:09:13,177,,31.0,22.0,21.0,16.0,10.0,341,Interactive plotting for Pandas using Vega-Lite.,9.0,16,False,,,,pdvega,,,,,66.0,66.0,https://pypi.org/project/pdvega,44.0,44.0,,,,,,,,3.0,,,,,,,,,,,,,,,
808,bodywork-core,bodywork-ml/bodywork-core,data-pipelines,,https://github.com/bodywork-ml/bodywork-core,https://github.com/bodywork-ml/bodywork-core,AGPL-3.0,2020-11-17 11:38:17.000,2022-05-24 23:30:03.000000,2022-05-05 21:05:43,847,32.0,15.0,9.0,114.0,4.0,56.0,339,"ML pipeline orchestration and model deployments on Kubernetes, made really easy.",4.0,16,False,,,,bodywork,,,,,10.0,10.0,https://pypi.org/project/bodywork,580.0,580.0,,,,,,,,3.0,,,,,,,,,,,,,,,
809,pandas-ml,pandas-ml/pandas-ml,others,,https://github.com/pandas-ml/pandas-ml,https://github.com/pandas-ml/pandas-ml,BSD-3-Clause,2015-02-21 03:14:04.000,2020-08-14 12:29:33.000000,2019-03-05 01:36:55,153,,66.0,20.0,93.0,25.0,18.0,291,"pandas, scikit-learn, xgboost and seaborn integration.",4.0,16,False,2019-03-05 01:36:12,0.6.1,9.0,pandas-ml,,,,"['sklearn', 'pandas']",,,https://pypi.org/project/pandas-ml,6059.0,6059.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,,
810,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2022-06-09 08:50:48.000000,2022-06-09 08:50:09,287,37.0,20.0,17.0,2.0,4.0,19.0,269,,17.0,16,False,,,,dm-launchpad,,,,['tensorflow'],12.0,12.0,https://pypi.org/project/dm-launchpad,4383.0,4383.0,,,,,,,,3.0,,,,,,,,,,,,,,,
811,solt,MIPT-Oulu/solt,image,,https://github.com/Oulu-IMEDS/solt,https://github.com/Oulu-IMEDS/solt,MIT,2018-08-02 15:09:05.000,2021-10-12 22:58:52.000000,2020-04-09 06:44:39,336,,19.0,7.0,30.0,18.0,30.0,255,Streaming over lightweight data transformations.,4.0,16,False,2020-03-10 14:07:18,0.1.9,10.0,solt,,,,,31.0,31.0,https://pypi.org/project/solt,103.0,103.0,,,,,,,,3.0,,,,,,,Oulu-IMEDS/solt,,,,,,,,
812,skggm,skggm/skggm,sklearn-utils,,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000,2022-03-11 01:14:19.000000,2022-03-11 01:14:19,702,,35.0,10.0,58.0,28.0,47.0,205,Scikit-learn compatible estimation of general graphical models.,6.0,16,False,2018-09-12 01:11:31,0.2.8,6.0,skggm,,,,['sklearn'],8.0,8.0,https://pypi.org/project/skggm,120.0,120.0,,,,,,,,3.0,,,,,,,,,,,,,,,
813,steppy,minerva-ml/steppy,ml-experiments,,https://github.com/minerva-ml/steppy,https://github.com/minerva-ml/steppy,MIT,2018-01-15 09:40:49.000,2018-11-23 09:48:51.000000,2018-11-23 09:47:34,69,,33.0,14.0,54.0,13.0,50.0,133,"Lightweight, Python library for fast and reproducible experimentation.",5.0,16,False,2018-11-23 09:48:51,0.1.16,16.0,steppy,,,,,44.0,44.0,https://pypi.org/project/steppy,27.0,27.0,,,,,,,,3.0,,,,,,,,,,,,,,,
814,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,,2017-06-03 07:47:03.000,2021-07-24 06:21:40.748000,2019-03-06 20:41:09,5,,16.0,3.0,1.0,2.0,,81,Python 3 Bindings for the NVIDIA Management Library.,2.0,16,False,,,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,,5777.0,5777.0,https://pypi.org/project/nvidia-ml-py3,865505.0,865515.0,https://anaconda.org/anaconda/nvidia-ml,2021-07-24 06:21:40.748,111.0,,,,,3.0,,,,,,,,,,,,,,,
815,Euler,alibaba/euler,graph,,https://github.com/alibaba/euler,https://github.com/alibaba/euler,Apache-2.0,2019-01-10 06:32:32.000,2021-12-30 02:31:11.000000,2020-07-29 05:53:01,8,,549.0,138.0,25.0,214.0,102.0,2766,A distributed graph deep learning framework.,3.0,15,False,2020-07-07 02:24:18,2.0.0,2.0,euler-gl,,,,['tensorflow'],,,https://pypi.org/project/euler-gl,12.0,12.0,,,,,,,,3.0,,,,,,,,,,,,,,,
816,GraphSAGE,williamleif/GraphSAGE,graph,,https://github.com/williamleif/GraphSAGE,https://github.com/williamleif/GraphSAGE,MIT,2017-05-29 15:36:22.000,2022-06-02 21:18:18.000000,2018-09-19 19:27:00,59,,760.0,76.0,31.0,94.0,59.0,2743,Representation learning on large graphs using stochastic graph convolutions.,9.0,15,False,,,,,,,,['tensorflow'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
817,ZhuSuan,thu-ml/zhusuan,probabilistics,,https://github.com/thu-ml/zhusuan,https://github.com/thu-ml/zhusuan,MIT,2016-07-18 13:31:38.000,2020-01-09 14:51:27.000000,2019-08-05 10:00:04,439,,404.0,143.0,70.0,7.0,53.0,2127,"A probabilistic programming library for Bayesian deep learning, generative models, based on Tensorflow.",20.0,15,False,,,,,,,,['tensorflow'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
818,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2021-06-24 12:28:13.000000,2020-04-18 19:15:25,24,,167.0,51.0,8.0,2.0,3.0,2072,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,15,False,,,,micrograd,,,,['pytorch'],7.0,7.0,https://pypi.org/project/micrograd,437.0,437.0,,,,,,,,3.0,,,,,,,,,,,,,,,
819,automl-gs,minimaxir/automl-gs,hyperopt,,https://github.com/minimaxir/automl-gs,https://github.com/minimaxir/automl-gs,MIT,2019-01-13 18:57:44.000,2019-10-22 11:20:40.000000,2019-04-05 06:48:14,102,,160.0,58.0,10.0,24.0,6.0,1787,"Provide an input CSV and a target field to predict, generate a model + code to run it.",7.0,15,False,2019-04-05 06:51:04,0.2.1,2.0,automl_gs,,,,,,,https://pypi.org/project/automl_gs,13.0,13.0,,,,,,,,3.0,29.0,,,,,,,,,,,,,,
820,OpenNE,thunlp/OpenNE,graph,,https://github.com/thunlp/OpenNE,https://github.com/thunlp/OpenNE,MIT,2017-10-08 04:58:20.000,2022-04-19 09:48:55.000000,2019-08-12 10:56:27,98,,472.0,66.0,24.0,,96.0,1575,An Open-Source Package for Network Embedding (NE).,10.0,15,False,,,,,,,,['tensorflow'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
821,Advisor,tobegit3hub/advisor,hyperopt,,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31,165,,260.0,51.0,13.0,19.0,13.0,1462,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,15,False,,,,advisor,,tobegit3hub/advisor,,,,,https://pypi.org/project/advisor,44.0,73.0,,,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1664.0,3.0,,,,,,,,,,,,,,,
822,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebullvm,https://github.com/nebuly-ai/nebullvm,Apache-2.0,2022-02-12 17:17:14.000,2022-06-07 17:38:44.000000,2022-06-07 17:38:44,80,29.0,55.0,15.0,19.0,21.0,15.0,1182,Easy-to-use library to boost AI inference leveraging state-of-the-art optimization techniques.,7.0,15,True,,,6.0,nebullvm,,,,,1.0,1.0,https://pypi.org/project/nebullvm,595.0,595.0,,,,,,,,3.0,,,,,,,,,,,,,,,
823,XAI,EthicalML/xai,interpretability,,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000,2021-10-30 06:35:19.000000,2021-10-30 06:30:12,91,,123.0,43.0,5.0,2.0,7.0,824,XAI - An eXplainability toolbox for machine learning.,3.0,15,True,2021-10-30 06:35:19,0.1.0,1.0,xai,,,,,15.0,15.0,https://pypi.org/project/xai,148.0,148.0,,,,,,,,3.0,,,,,,,,,,,,,,,
824,MedicalTorch,perone/medicaltorch,medical-data,,https://github.com/perone/medicaltorch,https://github.com/perone/medicaltorch,Apache-2.0,2018-02-27 02:50:07.000,2022-04-01 08:52:48.000000,2021-04-16 18:50:54,57,,113.0,49.0,20.0,13.0,9.0,777,A medical imaging framework for Pytorch.,8.0,15,False,2018-11-24 00:33:11,0.2,1.0,medicaltorch,,,,['pytorch'],12.0,12.0,https://pypi.org/project/medicaltorch,130.0,130.0,,,,,,,,3.0,,,,,,,,,,,,,,,
825,Translate,pytorch/translate,nlp,,https://github.com/pytorch/translate,https://github.com/pytorch/translate,BSD-3-Clause,2018-04-24 16:44:04.000,2022-05-15 20:12:10.000000,2022-05-15 19:53:03,812,2.0,175.0,44.0,667.0,11.0,27.0,738,Translate - a PyTorch Language Library.,87.0,15,True,,,,pytorch-translate,,,,['pytorch'],,,https://pypi.org/project/pytorch-translate,6.0,6.0,,,,,,,,3.0,,,,,,,,,,,,,,,
826,Anchor,marcotcr/anchor,interpretability,,https://github.com/marcotcr/anchor,https://github.com/marcotcr/anchor,BSD-2-Clause,2018-02-02 23:38:50.000,2021-11-17 21:38:50.000000,2021-11-17 21:38:50,45,,97.0,25.0,10.0,19.0,51.0,703,Code for High-Precision Model-Agnostic Explanations paper.,10.0,15,True,,,,anchor_exp,,,,,,,https://pypi.org/project/anchor_exp,1162.0,1162.0,,,,,,,,3.0,,,,,,,,,,,,,,,
827,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2021-11-15 17:46:29.000000,2019-10-21 07:52:07,46,,49.0,29.0,11.0,9.0,15.0,621,Log TensorBoard events without touching TensorFlow.,5.0,15,False,,,,tensorboard_logger,,,,,,,https://pypi.org/project/tensorboard_logger,52166.0,52166.0,,,,,,,,3.0,,,,,,,,,,,,,,,
828,nboost,koursaros-ai/nboost,nlp,,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25,1336,,64.0,19.0,21.0,29.0,50.0,620,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,15,False,,,,nboost,,,,,3.0,3.0,https://pypi.org/project/nboost,88.0,88.0,,,,,,,,3.0,,,,,,,,,,,,,,,
829,parallelformers,tunib-ai/parallelformers,distributed-ml,,https://github.com/tunib-ai/parallelformers,https://github.com/tunib-ai/parallelformers,Apache-2.0,2021-07-17 12:50:43.000,2022-03-02 08:03:39.000000,2022-03-02 08:03:39,82,,28.0,10.0,7.0,7.0,11.0,469,Parallelformers: An Efficient Model Parallelization Toolkit for Deployment.,4.0,15,True,2021-12-29 21:48:48,1.2.4,7.0,parallelformers,,,,,7.0,7.0,https://pypi.org/project/parallelformers,230.0,230.0,,,,,,,,3.0,,,,,,,,,,,,,,,
830,Sematch,gsi-upm/sematch,graph,,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000,2020-11-05 21:20:52.000000,2019-03-27 03:17:24,122,,104.0,71.0,5.0,13.0,19.0,388,semantic similarity framework for knowledge graph.,5.0,15,False,,,,sematch,,,,,33.0,33.0,https://pypi.org/project/sematch,187.0,187.0,,,,,,,,3.0,,,,,,,,,,,,,,,
831,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-01-06 22:27:34.000000,2019-11-29 00:48:44,1051,,28.0,10.0,120.0,26.0,150.0,341,Open source production model management tool for data scientists.,6.0,15,False,,,,datmo,,,,,5.0,5.0,https://pypi.org/project/datmo,114.0,114.0,,,,,,,,3.0,,,,,,,,,,,,,,,
832,ExplainX.ai,explainX/explainx,interpretability,,https://github.com/explainX/explainx,https://github.com/explainX/explainx,MIT,2020-06-16 14:27:15.000,2022-01-07 00:02:17.000000,2021-02-02 09:03:57,184,,43.0,8.0,12.0,8.0,17.0,316,Explainable AI framework for data scientists. Explain & debug any blackbox machine learning model with a single line..,4.0,15,False,2021-02-07 11:06:21,2.407,21.0,explainx,,,,,,,https://pypi.org/project/explainx,3189.0,3189.0,,,,,,,,3.0,4.0,,,,,,,,,,,,,,
833,data-describe,data-describe/data-describe,data-viz,,https://github.com/data-describe/data-describe,https://github.com/data-describe/data-describe,,2020-05-04 17:58:14.000,2022-06-09 05:04:39.000000,2021-11-19 06:05:15,700,,17.0,14.0,250.0,70.0,175.0,294,datadescribe: Pythonic EDA Accelerator for Data Science.,14.0,15,False,,,5.0,data-describe,,,,,,,https://pypi.org/project/data-describe,1364.0,1364.0,,,,,,,,3.0,,,,,,,,,,,,,,,
834,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-01-28 09:28:20.000000,2022-01-28 09:27:02,66,,17.0,8.0,8.0,,9.0,273,Fast PyTorch based DSP for audio and 1D signals.,2.0,15,False,,,,julius,,,,['pytorch'],94.0,94.0,https://pypi.org/project/julius,15919.0,15919.0,,,,,,,,3.0,,,,,,,,,,,,,,,
835,DeepGraph,deepgraph/deepgraph,graph,,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,,2015-10-27 12:28:45.000,2022-04-19 08:20:13.909000,2021-06-14 10:58:10,162,,37.0,18.0,1.0,9.0,5.0,251,Analyze Data with Pandas-based Networks. Documentation:.,2.0,15,False,2020-10-01 13:20:38,0.2.3,12.0,deepgraph,conda-forge/deepgraph,,,['pandas'],3.0,3.0,https://pypi.org/project/deepgraph,86.0,2235.0,https://anaconda.org/conda-forge/deepgraph,2022-04-19 08:20:13.909,124654.0,,,,,3.0,,,,,,,,,,,,,,,
836,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,,2016-10-30 16:46:35.466,2022-03-14 21:30:23.000000,2022-01-15 18:08:37,1718,,39.0,9.0,8.0,17.0,2.0,240,Pure-Python full-text search library.,42.0,15,False,,,1.0,whoosh,conda-forge/whoosh,,,,,,https://pypi.org/project/whoosh,183382.0,184918.0,https://anaconda.org/conda-forge/whoosh,2021-11-05 17:24:41.315,104486.0,,,,,3.0,,-9.0,,,,,,,,,,,,,
837,Parfit,jmcarpenter2/parfit,hyperopt,,https://github.com/jmcarpenter2/parfit,https://github.com/jmcarpenter2/parfit,MIT,2017-11-22 20:17:51.000,2020-04-04 19:26:44.000000,2020-04-04 19:26:37,127,,25.0,4.0,4.0,6.0,5.0,200,"A package for parallelizing the fit and flexibly scoring of sklearn machine learning models, with visualization..",2.0,15,False,,,,parfit,,,,['sklearn'],12.0,12.0,https://pypi.org/project/parfit,13402.0,13402.0,,,,,,,,3.0,,,,,,,,,,,,,,,
