,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,maven_id,maven_url,dnf_id,yay_id,snap_id
687,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2023-03-30 20:05:58.000000,2019-11-15 21:43:53,221.0,,158.0,76.0,98.0,49.0,43.0,753.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorframes,21809.0,21809.0,,,,,,,,3.0,,,,,,,,,,,,,,,
688,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,152.0,38.0,46.0,39.0,49.0,751.0,Public facing deeplift repo.,11.0,20,False,,,21.0,deeplift,,,,,81.0,81.0,https://pypi.org/project/deeplift,431.0,431.0,,,,,,,,3.0,,,,,,,,,,,,,,,
689,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2023-07-02 20:27:29.000000,2021-07-30 15:06:27,104.0,,126.0,30.0,28.0,18.0,34.0,735.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,20,False,2021-07-30 15:07:28,0.3.0,14.0,sklearn-deap,,,,['sklearn'],41.0,41.0,https://pypi.org/project/sklearn-deap,452.0,452.0,,,,,,,,3.0,,,,,,,,,,,,,,,
690,pdpipe,pdpipe/pdpipe,data-pipelines,,https://github.com/pdpipe/pdpipe,https://github.com/pdpipe/pdpipe,MIT,2017-01-24 20:37:22.000,2023-06-16 19:23:35.358000,2022-12-24 17:10:19,440.0,,43.0,18.0,48.0,14.0,38.0,713.0,Easy pipelines for pandas DataFrames.,11.0,20,True,2022-09-19 07:35:46,0.3.2,47.0,pdpipe,conda-forge/pdpipe,,,['pandas'],56.0,56.0,https://pypi.org/project/pdpipe,1119.0,1905.0,https://anaconda.org/conda-forge/pdpipe,2023-06-16 19:23:35.358,26726.0,,,,,3.0,,,,,,,,,,,,,,,
691,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,104.0,30.0,1.0,13.0,3.0,626.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,20,True,2020-02-19 02:11:55,V0.1.0,1.0,combo,,,,"['sklearn', 'xgboost']",574.0,574.0,https://pypi.org/project/combo,76808.0,76808.0,,,,,,,,3.0,,,,,,,,,,,,,,,
692,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2023-03-27 07:10:33.000000,2023-03-27 07:10:33,410.0,,50.0,59.0,8.0,20.0,24.0,497.0,Python library assists deep learning on graphs.,17.0,20,True,2021-09-05 23:08:21,0.2.1,3.0,deepsnap,,,,,65.0,65.0,https://pypi.org/project/deepsnap,519.0,519.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,
693,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2023-06-16 16:14:43.440000,2021-12-19 09:41:43,133.0,,51.0,11.0,20.0,11.0,37.0,496.0,Joyplots in Python with matplotlib & pandas.,6.0,20,False,,,5.0,joypy,conda-forge/joypy,,,,303.0,303.0,https://pypi.org/project/joypy,15419.0,15828.0,https://anaconda.org/conda-forge/joypy,2023-06-16 16:14:43.440,22101.0,,,,,3.0,,,,,,,,,,,,,,,
694,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-09-06 11:08:57.000000,2021-11-18 21:06:54,172.0,,46.0,10.0,9.0,12.0,19.0,480.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,20,False,2020-02-28 17:43:07,0.5.0,1.0,apricot-select,,,,,72.0,72.0,https://pypi.org/project/apricot-select,9756.0,9756.0,,,,,,,,3.0,26.0,,,,,,,,,,,,,,
695,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2023-06-04 11:48:19.000000,2023-03-05 00:16:57,419.0,,97.0,35.0,276.0,68.0,172.0,434.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",18.0,20,True,2019-09-11 11:25:15,0.6,5.0,tick,,,,,70.0,70.0,https://pypi.org/project/tick,732.0,735.0,,,,,,,,3.0,281.0,,,,,,,,,,,,,,
696,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2023-06-16 19:26:58.237000,2022-12-12 14:53:36,244.0,,24.0,8.0,4.0,21.0,54.0,259.0,Multiple Imputation with LightGBM in Python.,6.0,20,False,2022-12-12 14:01:15,DOI,8.0,miceforest,conda-forge/miceforest,,,,86.0,86.0,https://pypi.org/project/miceforest,21483.0,21894.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,10702.0,,,,,2.0,,,,,,,,,,,,,,,
697,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2023-07-06 22:38:10.000000,2023-01-26 17:04:18,400.0,,97.0,18.0,386.0,63.0,86.0,235.0,An open-source toolkit for large-scale genomic analysis.,24.0,20,False,2022-04-21 00:32:28,1.2.1,15.0,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,42355.0,42469.0,https://anaconda.org/conda-forge/glow,2023-06-16 19:24:57.965,3545.0,,,,,3.0,,,,,,,,,,,,,,,
698,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:02:54.000000,2018-12-08 15:02:12,153.0,,31.0,9.0,4.0,20.0,29.0,228.0,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:02:54,0.4.6,12.0,pyfasttext,,,,,356.0,356.0,https://pypi.org/project/pyfasttext,2693.0,2698.0,,,,,,,,3.0,365.0,,,,,,,,,,,,,,
699,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2023-09-04 06:53:10.000000,2023-07-02 18:02:16,1462.0,4.0,44.0,14.0,141.0,17.0,61.0,219.0,Python Implementation and Extension of RDF2Vec.,7.0,20,False,2021-06-09 10:55:19,0.2.3,6.0,pyrdf2vec,,,,,33.0,33.0,https://pypi.org/project/pyrdf2vec,221.0,221.0,,,,,,,,3.0,,,,,,,,,,,,,,,
700,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-09-12 23:51:27.000000,2023-08-26 20:55:56,189.0,1.0,1089.0,99.0,47.0,352.0,275.0,5885.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,31.0,19,True,,,,pyslowfast,,,,['pytorch'],14.0,14.0,https://pypi.org/project/pyslowfast,8.0,8.0,,,,,,,,3.0,,,,,,,,,,,,,,,
701,graph-nets,deepmind/graph_nets,graph,,https://github.com/google-deepmind/graph_nets,https://github.com/google-deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2022-12-12 11:28:07.000000,2022-12-12 11:28:07,48.0,,774.0,224.0,25.0,7.0,122.0,5281.0,Build Graph Nets in Tensorflow.,11.0,19,True,,,,graph-nets,,,,['tensorflow'],13.0,13.0,https://pypi.org/project/graph-nets,1095.0,1095.0,,,,,,,,3.0,,,google-deepmind/graph_nets,,,,,,,,,,,,
702,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,3.0,347.0,101.0,16.0,51.0,17.0,3333.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,19,True,,,,tensorwatch,,,,,125.0,125.0,https://pypi.org/project/tensorwatch,1016.0,1016.0,,,,,,,,3.0,,,,,,,,,,,,,,,
703,gpt-2-simple,minimaxir/gpt-2-simple,nlp,,https://github.com/minimaxir/gpt-2-simple,https://github.com/minimaxir/gpt-2-simple,,2019-04-13 20:00:52.000,2022-12-14 11:50:45.000000,2022-05-22 02:02:04,149.0,,649.0,77.0,53.0,160.0,101.0,3325.0,Python package to easily retrain OpenAIs GPT-2 text-generating model on new texts.,21.0,19,False,2021-10-18 02:38:39,0.8.1,17.0,gpt-2-simple,,,,['tensorflow'],,,https://pypi.org/project/gpt-2-simple,3317.0,3326.0,,,,,,,,3.0,524.0,,,,,,,,,,,,,,
704,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,310.0,60.0,242.0,169.0,109.0,2915.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,19,False,2022-11-02 09:30:27,3.0.1,13.0,lightseq,,,,,,,https://pypi.org/project/lightseq,8211.0,8225.0,,,,,,,,3.0,669.0,,,,,,,,,,,,,,
705,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2021-07-15 01:54:59.000000,2021-06-15 18:41:51,22.0,,254.0,33.0,18.0,23.0,37.0,2760.0,A small package to create visualizations of PyTorch execution graphs.,6.0,19,False,,,,,,,,,1293.0,1293.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
706,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,359.0,86.0,4.0,3.0,18.0,2092.0,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,19,False,,,,pdftabextract,,,,,45.0,45.0,https://pypi.org/project/pdftabextract,261.0,261.0,,,,,,,,3.0,,,,,,,,,,,,,,,
707,spark-deep-learning,databricks/spark-deep-learning,data-pipelines,,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000,2023-03-30 20:19:05.000000,2022-03-21 17:12:16,138.0,,460.0,156.0,142.0,78.0,27.0,1976.0,Deep Learning Pipelines for Apache Spark.,17.0,19,False,2020-01-08 19:50:31,1.6.0,9.0,,,,,['spark'],37.0,37.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
708,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249.0,1.0,254.0,54.0,35.0,14.0,105.0,1955.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,19,True,2021-11-06 23:08:36,1.4.4,21.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,1960.0,1960.0,,,,,,,,3.0,,,,,,,,,,,,,,,
709,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,127.0,102.0,150.0,15.0,20.0,1548.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,19,True,2020-05-05 20:16:54,0.8.3,1.0,lore,,,,,20.0,20.0,https://pypi.org/project/lore,749.0,749.0,,,,,,,,3.0,,,,,,,,,,,,,,,
710,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334.0,,222.0,64.0,48.0,36.0,90.0,1242.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,19,False,,,,tensorrec,,,,['tensorflow'],33.0,33.0,https://pypi.org/project/tensorrec,219.0,219.0,,,,,,,,3.0,,,,,,,,,,,,,,,
711,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,198.0,28.0,61.0,47.0,60.0,1048.0,fastFM: A Library for Factorization Machines.,20.0,19,False,2017-11-22 16:13:16,0.2.11,10.0,fastfm,,,,,113.0,113.0,https://pypi.org/project/fastfm,290.0,295.0,,,,,,,,3.0,583.0,,,,,,,,,,,,,,
712,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2023-06-16 19:26:09.140000,2019-05-06 07:06:50,159.0,,167.0,56.0,14.0,27.0,19.0,1005.0,python toolbox for visualizing geographical data and making maps.,8.0,19,False,,,1.0,geoplotlib,conda-forge/geoplotlib,,,,162.0,162.0,https://pypi.org/project/geoplotlib,949.0,1155.0,https://anaconda.org/conda-forge/geoplotlib,2023-06-16 19:26:09.140,5777.0,,,,,3.0,,,,,,,,,,,,,,,
713,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:33:32.000000,2022-02-02 20:33:18,124.0,,139.0,17.0,11.0,41.0,43.0,986.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,19,False,2022-02-02 20:33:33,1.1.4,80.0,performer-pytorch,,,,['pytorch'],97.0,97.0,https://pypi.org/project/performer-pytorch,3754.0,3754.0,,,,,,,,3.0,,,,,,,,,,,,,,,
714,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2023-08-31 02:18:51.000000,2023-08-31 02:18:51,427.0,6.0,179.0,62.0,7.0,13.0,29.0,959.0,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",5.0,19,True,2020-08-29 18:48:20,2.5.0,11.0,alphapy,,,,,4.0,4.0,https://pypi.org/project/alphapy,103.0,103.0,,,,,,,,3.0,,,,,,,,,,,,,,,
715,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2023-06-16 13:21:24.079000,2022-12-12 08:52:31,580.0,,282.0,95.0,120.0,56.0,94.0,944.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,19,True,,,6.0,astroML,conda-forge/astroml,,,['sklearn'],,,https://pypi.org/project/astroML,882.0,1436.0,https://anaconda.org/conda-forge/astroml,2023-06-16 13:21:24.079,40461.0,,,,,3.0,,,,,,,,,,,,,,,
716,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,132.0,36.0,16.0,8.0,3.0,917.0,Nudity detection with Python.,12.0,19,False,,,,nudepy,,,,,3524.0,3524.0,https://pypi.org/project/nudepy,1818.0,1818.0,,,,,,,,3.0,,,,,,,,,,,,,,,
717,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2023-06-10 14:57:37.569000,2023-06-05 01:35:02,228.0,,124.0,17.0,24.0,26.0,39.0,772.0,python partial dependence plot toolbox.,7.0,19,True,2023-06-05 02:44:20,0.3.0,3.0,pdpbox,conda-forge/pdpbox,,,,,,https://pypi.org/project/pdpbox,31450.0,31822.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,18620.0,,,,,3.0,,,,,,,,,,,,,,,
718,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2023-06-12 22:12:53.000000,2023-06-12 22:12:53,449.0,,71.0,25.0,157.0,41.0,60.0,745.0,,26.0,19,False,2022-02-01 00:17:20,1.6.0,7.0,objax,,,,['jax'],39.0,39.0,https://pypi.org/project/objax,681.0,681.0,,,,,,,,3.0,,,,,,,,,,,,,,,
719,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2023-02-23 15:20:18.000000,2023-01-22 20:07:16,161.0,,145.0,38.0,33.0,25.0,39.0,744.0,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",19.0,19,True,2016-09-27 13:04:44,1.0.0,1.0,NearPy,,,,,86.0,86.0,https://pypi.org/project/NearPy,553.0,553.0,,,,,,,,3.0,,,,,,,,,,,,,,,
720,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2023-09-14 12:42:03.000000,2023-09-14 12:41:46,1073.0,130.0,119.0,32.0,895.0,15.0,50.0,739.0,Machine learning framework for both deep learning and traditional algorithms.,34.0,19,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,,,https://pypi.org/project/neoml,37.0,37.0,,,,,,,,3.0,,,,,,,,,,,,,,,
721,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2023-06-16 19:19:30.367000,2023-06-05 07:08:03,591.0,,121.0,16.0,50.0,21.0,116.0,686.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,31.0,19,True,2023-03-16 18:03:36,1.6.1,30.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],,,https://pypi.org/project/torch-cluster,11160.0,13119.0,https://anaconda.org/conda-forge/pytorch_cluster,2023-06-16 19:19:30.367,78364.0,,,,,3.0,,,,,,,,,,,,,,,
722,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2023-09-13 15:20:11.000000,2023-08-20 23:36:18,861.0,1.0,97.0,44.0,68.0,42.0,23.0,565.0,Bias and Fairness Audit Toolkit.,18.0,19,True,,,,aequitas,,,,,140.0,140.0,https://pypi.org/project/aequitas,1804.0,1804.0,,,,,,,,3.0,,,,,,,,,,,,,,,
723,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2023-06-16 16:12:33.889000,2022-06-08 03:46:02,305.0,,102.0,9.0,14.0,5.0,16.0,558.0,Make Waffle Charts in Python.,6.0,19,False,,,5.0,pywaffle,conda-forge/pywaffle,,,,262.0,262.0,https://pypi.org/project/pywaffle,2993.0,3180.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,10684.0,,,,,3.0,,,,,,,,,,,,,,,
724,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,,2018-02-18 13:42:47.000,2023-02-14 11:18:28.000000,2023-02-14 11:18:28,249.0,,88.0,26.0,31.0,28.0,6.0,558.0,machine learning with logical rules in Python.,19.0,19,False,2020-12-11 09:37:02,1.0.1,1.0,skope-rules,,,,['sklearn'],298.0,298.0,https://pypi.org/project/skope-rules,49012.0,49012.0,,,,,,,,3.0,,,,,,,,,,,,,,,
725,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2023-08-30 00:12:47.000000,2023-08-22 11:28:24,293.0,1.0,95.0,15.0,45.0,7.0,15.0,530.0,A library of metrics for evaluating recommender systems.,20.0,19,True,2022-04-26 18:03:18,0.1.5,1.0,recmetrics,,,,,45.0,45.0,https://pypi.org/project/recmetrics,11626.0,11626.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,,
726,featurewiz,AutoViML/featurewiz,hyperopt,,https://github.com/AutoViML/featurewiz,https://github.com/AutoViML/featurewiz,Apache-2.0,2020-11-29 16:46:16.000,2023-05-30 12:58:18.000000,2023-05-30 12:58:18,278.0,,74.0,7.0,8.0,1.0,69.0,465.0,Use advanced feature engineering strategies and select best features from your data set with a single line of code.,9.0,19,True,,,,featurewiz,,,,,49.0,49.0,https://pypi.org/project/featurewiz,15369.0,15369.0,,,,,,,,3.0,,,,,,,,,,,,,,,
727,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2023-09-04 05:41:43.000000,2023-09-04 05:41:43,372.0,1.0,95.0,29.0,20.0,36.0,8.0,463.0,A python library for Bayesian time series modeling.,6.0,19,True,2023-05-07 06:30:08,0.1.1.12,1.0,pydlm,,,,,31.0,31.0,https://pypi.org/project/pydlm,31391.0,31391.0,,,,,,,,3.0,,,,,,,,,,,,,,,
728,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2023-08-12 16:28:59.000000,2023-08-12 16:28:59,266.0,2.0,104.0,19.0,56.0,26.0,20.0,453.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,7.0,19,True,2023-03-15 20:10:41,0.4.4,7.0,rrcf,,,,,52.0,52.0,https://pypi.org/project/rrcf,1843.0,1843.0,,,,,,,,3.0,,,,,,,,,,,,,,,
729,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2023-09-07 12:16:35.000000,2023-07-21 10:47:15,2586.0,93.0,56.0,11.0,234.0,1.0,101.0,398.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,20.0,19,True,2023-07-13 11:37:48,0.1.2,12.0,pykale,,,,['pytorch'],1.0,1.0,https://pypi.org/project/pykale,13.0,13.0,,,,,,,,3.0,,,,,,,,,,,,,,,
730,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,BSD-3-Clause,2010-05-02 10:00:33.000,2023-06-16 13:21:17.395000,2023-04-05 19:40:24,6447.0,,132.0,37.0,349.0,43.0,113.0,350.0,Neuroimaging in Python FMRI analysis package.,66.0,19,True,,,2.0,nipy,conda-forge/nipy,,,,,,https://pypi.org/project/nipy,1452.0,2875.0,https://anaconda.org/conda-forge/nipy,2023-06-16 13:21:17.395,105333.0,,,,,3.0,,,,,,,,,,,,,,,
731,textaugment,dsfsi/textaugment,nlp,,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000,2023-09-12 10:58:23.000000,2023-09-12 10:58:23,69.0,3.0,56.0,8.0,10.0,7.0,13.0,339.0,TextAugment: Text Augmentation Library.,8.0,19,True,2020-11-05 15:04:26,1.3.4,8.0,textaugment,,,,,60.0,60.0,https://pypi.org/project/textaugment,3358.0,3359.0,,,,,,,,3.0,61.0,,,,,,,,,,,,,,
732,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,46.0,10.0,37.0,27.0,37.0,338.0,Data imputations library to preprocess datasets with missing data.,11.0,19,False,,,,impyute,,,,,199.0,199.0,https://pypi.org/project/impyute,5246.0,5246.0,,,,,,,,3.0,,,,,,,,,,,,,,,
733,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,46.0,26.0,19.0,15.0,16.0,325.0,Logging MXNet data for visualization in TensorBoard.,9.0,19,False,2018-05-22 20:20:50,0.1.0,1.0,mxboard,,,,['mxnet'],216.0,216.0,https://pypi.org/project/mxboard,5054.0,5054.0,,,,,,,,3.0,,,,,,,,,,,,,,,
734,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2023-09-13 18:12:42.000000,2023-08-16 21:27:14,316.0,1.0,74.0,25.0,325.0,6.0,9.0,319.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,33.0,19,True,2023-05-03 22:54:39,0.44.0,23.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,1893.0,1893.0,,,,,,,,3.0,,,,,,,,,,,,,,,
735,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/google-deepmind/launchpad,https://github.com/google-deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-08-22 08:22:46.000000,2023-08-22 08:22:26,367.0,9.0,32.0,18.0,6.0,15.0,21.0,302.0,,28.0,19,False,,,,dm-launchpad,,,,['tensorflow'],65.0,65.0,https://pypi.org/project/dm-launchpad,2334.0,2334.0,,,,,,,,3.0,,,google-deepmind/launchpad,,,,,,,,,,,,
736,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2023-08-30 14:32:48.000000,2023-08-27 21:31:43,511.0,1.0,37.0,5.0,12.0,5.0,45.0,294.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,12.0,19,False,2022-05-07 07:57:06,0.7.0,6.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],,,https://pypi.org/project/scikit-posthocs,56999.0,81762.0,https://anaconda.org/conda-forge/scikit-posthocs,2023-06-16 19:23:09.531,866715.0,,,,,3.0,37.0,,,,,,,,,,,,,,
