,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
625,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2023-06-18 08:40:31.958000,2021-05-06 12:10:38,127.0,,142.0,50.0,40.0,,30.0,2854.0,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,21,False,2021-05-01 13:59:02,0.0.11,2.0,opyrator,conda-forge/opyrator,,,,46.0,46.0,https://pypi.org/project/opyrator,106.0,173.0,https://anaconda.org/conda-forge/opyrator,2023-06-18 08:40:31.958,1143.0,,,,,3.0,,,,,,,,,,,,,,,
626,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2023-06-16 13:23:56.805000,2023-04-02 02:43:29,2583.0,7.0,939.0,131.0,976.0,25.0,67.0,2842.0,a distributed deep learning platform.,81.0,21,True,2020-04-21 08:01:08,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,2.0,2.0,,,37.0,https://anaconda.org/nusdbsystem/singa,2023-06-16 13:23:56.805,642.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,2893.0,3.0,,,,,,,,,,,,,,,
627,Texthero,jbesomi/texthero,nlp,,https://github.com/jbesomi/texthero,https://github.com/jbesomi/texthero,MIT,2020-04-06 15:16:05.000,2022-10-28 22:04:55.000000,2022-10-28 22:04:55,271.0,,228.0,43.0,108.0,54.0,64.0,2745.0,"Text preprocessing, representation and visualization from zero to hero.",20.0,21,True,2021-07-01 16:53:52,1.1.0,4.0,texthero,,,,,,,https://pypi.org/project/texthero,13085.0,13088.0,,,,,,,,3.0,115.0,,,,,,,,,,,,,,
628,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,606.0,90.0,29.0,20.0,51.0,2254.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,21,False,2020-01-14 14:12:10,0.6.1,3.0,python_speech_features,,,,,,,https://pypi.org/project/python_speech_features,95625.0,95625.0,,,,,,,,3.0,,,,,,,,,,,,,,,
629,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2023-06-01 12:20:22.000000,2023-06-01 12:18:23,739.0,2.0,295.0,42.0,37.0,78.0,55.0,1967.0,A modular active learning framework for Python.,20.0,21,True,,,13.0,modAL,,,,['sklearn'],10.0,10.0,https://pypi.org/project/modAL,4444.0,4444.0,,,,,,,,3.0,23.0,,,,,,,,,,,,,,
630,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249.0,2.0,254.0,54.0,35.0,13.0,104.0,1917.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,21,True,2021-11-06 23:08:36,1.4.4,21.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,8951.0,8951.0,,,,,,,,3.0,,,,,,,,,,,,,,,
631,Torchmeta,tristandeleu/pytorch-meta,pytorch-utils,,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000,2022-12-24 01:08:10.000000,2021-09-20 16:03:46,382.0,,229.0,42.0,32.0,48.0,89.0,1819.0,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,21,False,,,,torchmeta,,,,['pytorch'],136.0,136.0,https://pypi.org/project/torchmeta,3772.0,3772.0,,,,,,,,3.0,,,,,,,,,,,,,,,
632,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2023-06-12 21:36:29.000000,2023-03-31 21:30:30,328.0,2.0,330.0,42.0,68.0,153.0,95.0,1799.0,Super easy library for BERT based NLP models.,36.0,21,True,2020-07-09 12:05:40,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,1780.0,1780.0,,,,,,,,3.0,,,,,,,,,,,,,,,
633,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2023-06-16 19:28:19.211000,2022-01-18 08:05:49,304.0,,126.0,22.0,26.0,19.0,28.0,1728.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",10.0,21,False,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,,,['pytorch'],25.0,25.0,https://pypi.org/project/ecco,626.0,823.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,3534.0,,,,,3.0,51.0,,,,,,,,,,,,,,
634,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2023-06-16 13:18:02.734000,2022-01-30 01:22:30,743.0,,181.0,39.0,110.0,48.0,42.0,1654.0,"Large-scale linear classification, regression and ranking in Python.",17.0,21,False,2022-01-30 01:10:13,0.6.2.post0,4.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],127.0,127.0,https://pypi.org/project/sklearn-contrib-lightning,1209.0,3588.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2023-06-16 13:18:02.734,196250.0,,,,,3.0,372.0,,,,,,,,,,,,,,
635,auto_ml,ClimbsRocks/auto_ml,hyperopt,,https://github.com/ClimbsRocks/auto_ml,https://github.com/ClimbsRocks/auto_ml,MIT,2016-08-07 21:35:08.000,2021-02-10 07:52:35.000000,2018-03-25 19:46:25,1149.0,,305.0,98.0,45.0,179.0,216.0,1614.0,[UNMAINTAINED] Automated machine learning for analytics & production.,13.0,21,False,2017-09-12 03:01:00,2.7.0,12.0,auto_ml,,,,,,,https://pypi.org/project/auto_ml,590.0,590.0,,,,,,,,3.0,42.0,,,,,,,,,,,,,,
636,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2023-04-10 08:32:30.000000,2021-09-29 18:48:52,239.0,,202.0,39.0,6.0,13.0,33.0,1612.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52,0.3,4.0,antialiased-cnns,,,,['pytorch'],42.0,42.0,https://pypi.org/project/antialiased-cnns,3534.0,3534.0,,,,,,,,3.0,,,,,,,,,,,,,,,
637,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2023-06-10 00:29:25.000000,2020-12-17 06:57:15,932.0,,295.0,67.0,200.0,1.0,74.0,1547.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,20.0,287.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13110.0,3.0,,,,,,,,,,,,,,,
638,Higher,facebookresearch/higher,pytorch-utils,,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000,2022-03-25 15:56:51.000000,2021-10-26 07:08:33,31.0,,113.0,29.0,31.0,58.0,50.0,1531.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,9.0,21,False,,,,higher,,,,['pytorch'],279.0,279.0,https://pypi.org/project/higher,32254.0,32254.0,,,,,,,,3.0,,,,,,,,,,,,,,,
639,anaGo,Hironsan/anago,nlp,,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000,2022-12-07 23:44:31.000000,2021-04-01 12:34:50,298.0,,357.0,64.0,47.0,37.0,72.0,1470.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,21,False,2018-06-03 13:51:56,1.0.0,5.0,anago,,,,['tensorflow'],31.0,31.0,https://pypi.org/project/anago,398.0,398.0,,,,,,,,3.0,,,,,,,,,,,,,,,
640,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2023-06-13 21:54:12.000000,2023-04-29 17:49:15,338.0,2.0,223.0,39.0,250.0,42.0,183.0,1293.0,A framework for Privacy Preserving Machine Learning.,32.0,21,True,2020-04-21 13:59:37,0.1,1.0,crypten,,,,['pytorch'],30.0,30.0,https://pypi.org/project/crypten,257.0,257.0,,,,,,,,3.0,,,,,,,,,,,,,,,
641,jraph,deepmind/jraph,graph,,https://github.com/deepmind/jraph,https://github.com/deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2023-06-16 19:27:46.249000,2022-08-31 13:13:15,103.0,,74.0,39.0,14.0,7.0,26.0,1175.0,A Graph Neural Network Library in Jax.,17.0,21,True,2022-08-12 15:24:20,0.0.6.de0,5.0,jraph,conda-forge/jraph,,,['jax'],85.0,85.0,https://pypi.org/project/jraph,5306.0,5443.0,https://anaconda.org/conda-forge/jraph,2023-06-16 19:27:46.249,2741.0,,,,,3.0,,,,,,,,,,,,,,,
642,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,3.0,216.0,66.0,29.0,24.0,12.0,1103.0,Anomaly Detection and Correlation library.,9.0,21,True,,,,luminol,,,,,75.0,75.0,https://pypi.org/project/luminol,8113.0,8113.0,,,,,,,,3.0,,,,,,,,,,,,,,,
643,Skater,oracle/Skater,interpretability,,https://github.com/oracle/skater,https://github.com/oracle/skater,UPL-1.0,2017-01-26 05:45:42.000,2023-06-16 13:21:14.462000,2023-03-21 12:52:00,1113.0,,175.0,56.0,151.0,67.0,97.0,1068.0,Python Library for Model Interpretation/Explanations.,37.0,21,False,2018-09-21 06:46:11,1.1.2,15.0,skater,conda-forge/skater,,,,,,https://pypi.org/project/skater,2242.0,3073.0,https://anaconda.org/conda-forge/skater,2023-06-16 13:21:14.462,59861.0,,,,,3.0,,,,,,,,,,,,,,,
644,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2023-06-11 23:59:59.000000,2023-06-11 23:59:12,167.0,4.0,102.0,37.0,22.0,13.0,103.0,1046.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,21,True,2023-06-07 01:26:40,2.0.12,68.0,ngt,,,,,,,https://pypi.org/project/ngt,10971.0,10971.0,,,,,,,,3.0,,,,,,,,,,,,,,,
645,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2023-06-20 12:42:52.000000,2022-09-21 12:53:05,410.0,,141.0,96.0,114.0,30.0,40.0,1038.0,PFRL: a PyTorch-based deep reinforcement learning library.,18.0,21,True,2021-07-07 02:43:23,0.3.0,4.0,pfrl,,,,,84.0,84.0,https://pypi.org/project/pfrl,294.0,294.0,,,,,,,,3.0,,,,,,,,,,,,,,,
646,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,108.0,49.0,98.0,38.0,51.0,981.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,21,True,2021-11-18 20:27:53,0.3.1,7.0,tf-explain,,,,['tensorflow'],178.0,178.0,https://pypi.org/project/tf-explain,2647.0,2647.0,,,,,,,,3.0,,,,,,,,,,,,,,,
647,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2021-10-29 14:44:11.000000,2021-10-29 14:44:08,205.0,,246.0,46.0,45.0,25.0,127.0,952.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,27.0,21,False,2020-10-12 06:56:40,0.7.6,2.0,aocr,,,,['tensorflow'],25.0,25.0,https://pypi.org/project/aocr,209.0,209.0,,,,,,,,3.0,,,,,,,,,,,,,,,
648,mrq,pricingassistant/mrq,data-pipelines,,https://github.com/pricingassistant/mrq,https://github.com/pricingassistant/mrq,MIT,2014-02-13 09:32:40.000,2023-06-13 19:16:57.000000,2020-12-13 18:58:15,709.0,,116.0,61.0,77.0,52.0,119.0,872.0,Mr. Queue - A distributed worker task queue in Python using Redis & gevent.,40.0,21,False,2018-08-31 13:59:56,0.9.10,5.0,mrq,,,,,30.0,30.0,https://pypi.org/project/mrq,867.0,867.0,,,,,,,,3.0,,,,,,,,,,,,,,,
649,gmaps,pbugnion/gmaps,geospatial-data,,https://github.com/pbugnion/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2023-06-16 13:23:14.332000,2019-07-22 06:22:45,1380.0,,147.0,25.0,154.0,73.0,137.0,755.0,Google maps for Jupyter notebooks.,16.0,21,False,2016-01-02 19:06:03,0.2,20.0,gmaps,conda-forge/gmaps,,,['jupyter'],3.0,3.0,https://pypi.org/project/gmaps,8703.0,14123.0,https://anaconda.org/conda-forge/gmaps,2023-06-16 13:23:14.332,302805.0,,,,,3.0,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1272.0,,,,,,,,,,
650,Baal,ElementAI/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2023-06-15 18:13:51.000000,2023-05-19 19:28:50,201.0,4.0,76.0,18.0,142.0,22.0,76.0,755.0,Library to enable Bayesian active learning in your research or labeling work.,19.0,21,True,2022-10-28 21:55:27,1.7.0,11.0,baal,conda-forge/baal,,,,50.0,50.0,https://pypi.org/project/baal,1402.0,1609.0,https://anaconda.org/conda-forge/baal,2023-06-12 15:14:19.747,6005.0,,,,,3.0,,,,,,,,,,baal-org/baal,,,,,
651,TreeInterpreter,andosa/treeinterpreter,interpretability,,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000,2023-06-16 19:22:55.011000,2021-02-28 18:33:06,37.0,,137.0,26.0,17.0,20.0,4.0,725.0,Package for interpreting scikit-learns decision tree and random forest predictions.,11.0,21,False,,,1.0,treeinterpreter,conda-forge/treeinterpreter,,,['sklearn'],466.0,466.0,https://pypi.org/project/treeinterpreter,94760.0,94866.0,https://anaconda.org/conda-forge/treeinterpreter,2023-06-16 19:22:55.011,3404.0,,,,,3.0,,,,,,,,,,,,,,,
652,pdpipe,pdpipe/pdpipe,data-pipelines,,https://github.com/pdpipe/pdpipe,https://github.com/pdpipe/pdpipe,MIT,2017-01-24 20:37:22.000,2023-06-16 19:23:35.358000,2022-12-24 17:10:19,440.0,,43.0,18.0,48.0,14.0,38.0,709.0,Easy pipelines for pandas DataFrames.,11.0,21,True,2022-09-19 07:35:46,0.3.2,47.0,pdpipe,conda-forge/pdpipe,,,['pandas'],55.0,55.0,https://pypi.org/project/pdpipe,1323.0,2091.0,https://anaconda.org/conda-forge/pdpipe,2023-06-16 19:23:35.358,23822.0,,,,,3.0,,,,,,,,,,,,,,,
653,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2023-03-21 20:04:18.000000,2023-03-02 14:58:53,291.0,,103.0,20.0,70.0,13.0,47.0,673.0,An intuitive library to extract features from time series.,17.0,21,True,2023-03-02 15:05:51,0.1.5,9.0,tsfel,,,,,87.0,87.0,https://pypi.org/project/tsfel,7304.0,7304.0,,,,,,,,3.0,,,,,,,,,,,,,,,
654,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2023-06-16 19:19:30.367000,2023-06-05 07:08:03,591.0,3.0,117.0,15.0,50.0,23.0,111.0,654.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,31.0,21,True,2023-03-16 18:03:36,1.6.1,30.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],,,https://pypi.org/project/torch-cluster,11637.0,13547.0,https://anaconda.org/conda-forge/pytorch_cluster,2023-06-16 19:19:30.367,70681.0,,,,,3.0,,,,,,,,,,,,,,,
655,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2021-03-26 19:56:57.000000,2021-03-26 19:56:57,430.0,,67.0,28.0,422.0,10.0,237.0,626.0,torchbearer: A model fitting library for PyTorch.,13.0,21,False,2020-01-31 14:07:22,0.5.3,24.0,torchbearer,,,,['pytorch'],77.0,77.0,https://pypi.org/project/torchbearer,400.0,400.0,,,,,,,,3.0,,,,,,,,,,,,,,,
656,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2023-06-16 13:18:14.055000,2018-12-04 14:43:25,32.0,,73.0,22.0,7.0,21.0,41.0,574.0,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,21,False,2018-01-15 18:11:51,0.9.0,8.0,pivottablejs,anaconda/pivottablejs,,,['jupyter'],346.0,346.0,https://pypi.org/project/pivottablejs,21737.0,21763.0,https://anaconda.org/anaconda/pivottablejs,2023-06-16 13:18:14.055,2359.0,,,,,3.0,,,,,,,,,,,,,,,
657,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2023-06-16 16:14:43.440000,2021-12-19 09:41:43,133.0,,50.0,12.0,20.0,11.0,37.0,489.0,Joyplots in Python with matplotlib & pandas.,6.0,21,False,,,5.0,joypy,conda-forge/joypy,,,,287.0,287.0,https://pypi.org/project/joypy,12728.0,13131.0,https://anaconda.org/conda-forge/joypy,2023-06-16 16:14:43.440,20567.0,,,,,3.0,,,,,,,,,,,,,,,
658,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2023-05-08 01:10:39.000000,2023-05-08 01:10:39,371.0,9.0,95.0,29.0,19.0,35.0,8.0,453.0,A python library for Bayesian time series modeling.,6.0,21,True,2023-05-07 06:30:08,0.1.1.12,1.0,pydlm,,,,,31.0,31.0,https://pypi.org/project/pydlm,68829.0,68829.0,,,,,,,,3.0,,,,,,,,,,,,,,,
659,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2023-05-22 13:49:20.000000,2023-05-22 13:49:20,264.0,6.0,100.0,19.0,55.0,25.0,20.0,443.0,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,6.0,21,True,2023-03-15 20:10:41,0.4.4,7.0,rrcf,,,,,48.0,48.0,https://pypi.org/project/rrcf,7363.0,7363.0,,,,,,,,3.0,,,,,,,,,,,,,,,
660,featurewiz,AutoViML/featurewiz,hyperopt,,https://github.com/AutoViML/featurewiz,https://github.com/AutoViML/featurewiz,Apache-2.0,2020-11-29 16:46:16.000,2023-05-30 12:58:18.000000,2023-05-30 12:58:18,278.0,20.0,72.0,7.0,8.0,1.0,68.0,432.0,Use advanced feature engineering strategies and select best features from your data set with a single line of code.,9.0,21,True,,,,featurewiz,,,,,45.0,45.0,https://pypi.org/project/featurewiz,8318.0,8318.0,,,,,,,,3.0,,,,,,,,,,,,,,,
661,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2023-06-04 11:48:19.000000,2023-03-05 00:16:57,419.0,,94.0,35.0,276.0,67.0,171.0,423.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",18.0,21,True,2019-09-11 11:25:15,0.6,5.0,tick,,,,,70.0,70.0,https://pypi.org/project/tick,1052.0,1055.0,,,,,,,,3.0,264.0,,,,,,,,,,,,,,
662,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2023-02-13 14:39:22.000000,2020-05-11 14:32:38,782.0,,78.0,24.0,11.0,48.0,49.0,408.0,optimization routines for hyperparameter tuning.,9.0,21,False,2015-09-30 04:59:38,1.1.1,3.0,optunity,,,,,99.0,99.0,https://pypi.org/project/optunity,5567.0,5567.0,,,,,,,,3.0,75.0,,,,,,,,,,,,,,
663,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-01-09 20:08:52.000000,2023-01-09 20:06:01,2410.0,,50.0,25.0,230.0,57.0,195.0,374.0,Studio: Simplify and expedite model building process.,22.0,21,True,2020-02-19 22:50:45,0.0.15,4.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,336.0,336.0,,,,,,,,3.0,,,,,,,,,,,,,,,
664,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-06-12 13:08:31.000000,2023-06-12 13:08:31,270.0,17.0,77.0,20.0,244.0,7.0,20.0,374.0,A toolkit that streamlines and automates the generation of model cards.,21.0,21,True,2023-04-03 17:58:08,2.0.0,8.0,model-card-toolkit,,,,,19.0,19.0,https://pypi.org/project/model-card-toolkit,1057.0,1057.0,,,,,,,,3.0,7.0,,,,,,,,,,,,,,
665,pysparkling,svenkreiss/pysparkling,data-pipelines,,https://github.com/svenkreiss/pysparkling,https://github.com/svenkreiss/pysparkling,,2015-05-09 19:23:20.000,2023-06-16 19:25:18.270000,2022-11-13 18:39:01,1534.0,,42.0,8.0,140.0,7.0,21.0,257.0,A pure Python implementation of Apache Sparks RDD and DStream interfaces.,10.0,21,False,2022-11-13 18:39:51,0.6.2,27.0,pysparkling,conda-forge/pysparkling,,,,172.0,172.0,https://pypi.org/project/pysparkling,10594.0,10752.0,https://anaconda.org/conda-forge/pysparkling,2023-06-16 19:25:18.270,4285.0,,,,,3.0,,,,,,,,,,,,,,,
666,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2023-06-16 19:26:58.237000,2022-12-12 14:53:36,244.0,,22.0,8.0,4.0,20.0,53.0,242.0,Multiple Imputation with LightGBM in Python.,6.0,21,False,2022-12-12 14:01:15,DOI,8.0,miceforest,conda-forge/miceforest,,,,70.0,70.0,https://pypi.org/project/miceforest,26220.0,26630.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,9451.0,,,,,2.0,,,,,,,,,,,,,,,
667,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2023-06-09 08:35:39.000000,2023-06-09 08:08:44,1434.0,13.0,41.0,14.0,126.0,15.0,62.0,204.0,Python Implementation and Extension of RDF2Vec.,6.0,21,False,2021-06-09 10:55:19,0.2.3,6.0,pyrdf2vec,,,,,30.0,30.0,https://pypi.org/project/pyrdf2vec,265.0,265.0,,,,,,,,3.0,,,,,,,,,,,,,,,
668,BatchFlow,analysiscenter/batchflow,data-pipelines,,https://github.com/analysiscenter/batchflow,https://github.com/analysiscenter/batchflow,Apache-2.0,2017-03-13 14:22:53.000,2023-06-21 13:33:05.000000,2023-06-21 13:33:01,5332.0,36.0,42.0,13.0,596.0,28.0,78.0,188.0,BatchFlow helps you conveniently work with random or sequential batches of your data and define data processing and..,33.0,21,False,2023-05-19 10:45:03,0.8.4a,17.0,batchflow,,,,,4.0,4.0,https://pypi.org/project/batchflow,767.0,767.0,,,,,,,,3.0,,,,,,,,,,,,,,,
669,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,,795.0,172.0,1588.0,61.0,74.0,6355.0,A natural language modeling framework based on PyTorch.,234.0,20,False,2020-06-08 23:30:58,0.3.3,9.0,pytext-nlp,,,,['pytorch'],,,https://pypi.org/project/pytext-nlp,137.0,143.0,,,,,,,,3.0,343.0,,,,,-8.0,,,,,,,,,
670,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-06-13 12:50:06.000000,2023-06-13 12:45:58,188.0,4.0,1076.0,97.0,45.0,338.0,275.0,5726.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,31.0,20,True,,,,pyslowfast,,,,['pytorch'],11.0,11.0,https://pypi.org/project/pyslowfast,13.0,13.0,,,,,,,,3.0,,,,,,,,,,,,,,,
671,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2023-06-03 01:50:16.000000,2023-01-15 11:37:16,279.0,,727.0,99.0,83.0,82.0,337.0,3756.0,Backtest trading strategies in Python.,19.0,20,False,,,,backtesting,,,,,,,https://pypi.org/project/backtesting,11434.0,11434.0,,,,,,,,3.0,,,,,,,,,,,,,,,
672,TRFL,deepmind/trfl,reinforcement-learning,,https://github.com/deepmind/trfl,https://github.com/deepmind/trfl,Apache-2.0,2018-08-08 14:44:11.000,2022-12-08 18:07:05.000000,2021-08-16 11:45:18,123.0,,379.0,210.0,9.0,4.0,16.0,3142.0,TensorFlow Reinforcement Learning.,13.0,20,False,,,,trfl,,,,['tensorflow'],124.0,124.0,https://pypi.org/project/trfl,2258.0,2258.0,,,,,,,,3.0,,,,,,,,,,,,,,,
