,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,docs_url,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,maven_id,maven_url,dnf_id,yay_id,snap_id
786,pdvega,altair-viz/pdvega,data-viz,,https://github.com/altair-viz/pdvega,https://github.com/altair-viz/pdvega,MIT,2018-01-11 21:30:27.000,2019-03-29 16:09:14.000000,2019-03-29 16:09:13,177.0,,32.0,23.0,21.0,16.0,10.0,344,Interactive plotting for Pandas using Vega-Lite.,9.0,17,False,,,,pdvega,,,,343.0,73.0,73.0,https://pypi.org/project/pdvega,343.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
787,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2022-07-07 13:45:09.000000,2022-07-07 13:45:02,146.0,,43.0,15.0,1.0,7.0,3.0,341,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,2.0,17,True,,,,suod,,,,32863.0,457.0,457.0,https://pypi.org/project/suod,32863.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
788,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371.0,,24.0,22.0,239.0,15.0,25.0,298,Textpipe: clean and extract metadata from text.,29.0,17,False,,,,textpipe,,,,566.0,8.0,8.0,https://pypi.org/project/textpipe,566.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
789,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2022-12-12 12:17:19.000000,2022-12-12 12:16:32,331.0,9.0,23.0,16.0,3.0,7.0,19.0,279,,22.0,17,False,,,,dm-launchpad,,['tensorflow'],,2260.0,32.0,32.0,https://pypi.org/project/dm-launchpad,2260.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
790,Muda,bmcfee/muda,audio,,https://github.com/bmcfee/muda,https://github.com/bmcfee/muda,ISC,2014-11-07 21:21:22.000,2021-05-03 14:04:37.000000,2021-05-03 14:04:36,293.0,,34.0,13.0,36.0,6.0,44.0,214,A library for augmenting annotated audio data.,7.0,17,False,2019-11-15 15:46:12,0.4.1,11.0,muda,,,,68.0,16.0,16.0,https://pypi.org/project/muda,68.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
791,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2022-12-17 18:33:16.000000,2022-12-07 10:32:49,237.0,20.0,10.0,1.0,1.0,,,33,Feature engineering package with sklearn like functionality.,38.0,17,False,,,16.0,feature_engine,conda-forge/feature_engine,,,102773.0,,,https://pypi.org/project/feature_engine,101949.0,https://anaconda.org/conda-forge/feature_engine,2022-11-23 08:24:30.478,23920.0,3.0,,,,,,,,,,,,,,,,,,,,
792,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2022-04-27 04:22:32.000000,2022-01-28 07:38:03,142.0,,674.0,84.0,49.0,35.0,157.0,4861,Model parallel transformers in JAX and Haiku.,23.0,16,True,,,,,,['jax'],,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
793,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2022-11-22 17:55:18.000000,2020-04-18 19:15:25,24.0,,319.0,82.0,15.0,4.0,6.0,3507,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,16,False,,,,micrograd,,['pytorch'],,203.0,9.0,9.0,https://pypi.org/project/micrograd,203.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
794,GraphEmbedding,shenweichen/GraphEmbedding,graph,,https://github.com/shenweichen/GraphEmbedding,https://github.com/shenweichen/GraphEmbedding,MIT,2019-02-11 16:27:20.000,2022-06-22 11:47:45.000000,2022-06-21 18:24:09,30.0,,904.0,55.0,12.0,36.0,25.0,3141,Implementation and experiments of graph embedding algorithms.,9.0,16,True,,,,,,['sklearn'],,,22.0,22.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
795,ZhuSuan,thu-ml/zhusuan,probabilistics,,https://github.com/thu-ml/zhusuan,https://github.com/thu-ml/zhusuan,MIT,2016-07-18 13:31:38.000,2022-12-17 20:33:19.000000,2019-08-05 10:00:04,439.0,,409.0,144.0,72.0,7.0,53.0,2155,"A probabilistic programming library for Bayesian deep learning, generative models, based on Tensorflow.",20.0,16,False,,,,,,['tensorflow'],,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
796,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2022-11-21 21:16:50.000000,2019-10-02 23:26:11,132.0,,461.0,84.0,35.0,84.0,67.0,1640,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,16,False,2019-03-13 20:28:15,1.0-dev2,1.0,pyneuroner,,,,146.0,,,https://pypi.org/project/pyneuroner,146.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
797,riko,nerevu/riko,data-pipelines,,https://github.com/nerevu/riko,https://github.com/nerevu/riko,MIT,2016-06-02 12:22:51.000,2021-12-28 23:01:39.000000,2021-12-28 23:01:31,1269.0,,68.0,53.0,23.0,21.0,8.0,1590,A Python stream processing engine modeled after Yahoo! Pipes.,18.0,16,False,,,,riko,,,,194.0,,,https://pypi.org/project/riko,194.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
798,Xcessiv,reiinakano/xcessiv,hyperopt,,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15,316.0,,104.0,55.0,34.0,21.0,13.0,1267,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,16,False,2017-08-21 00:53:25,0.5.1,20.0,xcessiv,,,,70.0,1.0,1.0,https://pypi.org/project/xcessiv,70.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
799,Tensor Sensor,parrt/tensor-sensor,pytorch-utils,,https://github.com/parrt/tensor-sensor,https://github.com/parrt/tensor-sensor,MIT,2020-08-28 22:54:04.000,2022-04-07 20:52:55.000000,2022-04-07 20:49:56,235.0,,36.0,12.0,13.0,8.0,16.0,705,"The goal of this library is to generate more helpful exception messages for matrix algebra expressions for numpy,..",4.0,16,True,2021-12-11 21:24:11,1.0,15.0,tensor-sensor,conda-forge/tensor-sensor,['pytorch'],,1968.0,8.0,8.0,https://pypi.org/project/tensor-sensor,1855.0,https://anaconda.org/conda-forge/tensor-sensor,2021-12-11 23:37:02.831,1704.0,3.0,,,,,,,,,,,,,,,,,,,,
800,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,hyperopt,,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40,1096.0,,91.0,23.0,101.0,32.0,84.0,696,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,16,False,2019-08-06 09:09:45,3.0.0,16.0,hyperparameter-hunter,,,336.0,94.0,,,https://pypi.org/project/hyperparameter-hunter,88.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
801,FlashTorch,MisaOgura/flashtorch,interpretability,,https://github.com/MisaOgura/flashtorch,https://github.com/MisaOgura/flashtorch,MIT,2019-03-22 13:00:57.000,2022-09-01 12:34:36.000000,2021-04-27 11:10:20,127.0,,85.0,18.0,15.0,9.0,22.0,692,Visualization toolkit for neural networks in PyTorch! Demo --.,2.0,16,False,2020-05-29 14:39:38,0.1.3,5.0,flashtorch,,['pytorch'],,523.0,11.0,11.0,https://pypi.org/project/flashtorch,523.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
802,ThunderGBM,Xtra-Computing/thundergbm,ml-frameworks,,https://github.com/Xtra-Computing/thundergbm,https://github.com/Xtra-Computing/thundergbm,Apache-2.0,2016-11-11 09:58:08.000,2022-09-13 05:57:13.000000,2022-09-13 05:57:00,608.0,,84.0,25.0,4.0,33.0,42.0,647,ThunderGBM: Fast GBDTs and Random Forests on GPUs.,10.0,16,True,2019-05-07 08:47:56,0.3.2,3.0,thundergbm,,,,109.0,2.0,2.0,https://pypi.org/project/thundergbm,109.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
803,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,51.0,29.0,12.0,9.0,15.0,623,Log TensorBoard events without touching TensorFlow.,5.0,16,False,,,,tensorboard_logger,,,,24883.0,,,https://pypi.org/project/tensorboard_logger,24883.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
804,textflint,textflint/textflint,adversarial,,https://github.com/textflint/textflint,https://github.com/textflint/textflint,GPL-3.0,2021-03-06 11:15:52.000,2022-09-27 17:09:16.000000,2022-06-21 04:27:47,257.0,,94.0,18.0,19.0,3.0,29.0,588,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing.,18.0,16,False,2022-03-15 07:18:19,0.1.0,5.0,textflint,,,,222.0,7.0,7.0,https://pypi.org/project/textflint,222.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
805,kglib,vaticle/kglib,graph,,https://github.com/vaticle/typedb-ml,https://github.com/vaticle/typedb-ml,Apache-2.0,2018-09-16 16:46:48.000,2022-11-09 16:08:58.000000,2022-11-09 16:08:58,507.0,2.0,92.0,34.0,106.0,11.0,50.0,532,TypeDB-ML is the Machine Learning integrations library for TypeDB.,11.0,16,True,2022-07-29 11:37:34,0.3.0,8.0,grakn-kglib,,,211.0,36.0,,,https://pypi.org/project/grakn-kglib,32.0,,,,3.0,,,,,,,,,,,,,,,vaticle/typedb-ml,,,,,
806,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2021-11-18 21:06:56.000000,2021-11-18 21:06:54,172.0,,46.0,9.0,8.0,10.0,19.0,457,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,16,False,2020-02-28 17:43:07,0.5.0,1.0,apricot-select,,,21.0,346.0,36.0,36.0,https://pypi.org/project/apricot-select,346.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
807,KD-Lib,SforAiDl/KD_Lib,others,,https://github.com/SforAiDl/KD_Lib,https://github.com/SforAiDl/KD_Lib,MIT,2020-05-10 13:08:42.000,2022-12-27 08:38:30.000000,2022-12-27 08:38:27,297.0,3.0,42.0,16.0,81.0,12.0,49.0,457,A Pytorch Knowledge Distillation library for benchmarking and extending works in the domains of Knowledge..,6.0,16,True,2022-05-18 08:34:00,0.0.32,3.0,KD-Lib,,['pytorch'],,85.0,,,https://pypi.org/project/KD-Lib,85.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
808,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2022-06-07 04:47:17.000000,2022-06-07 04:47:12,275.0,,64.0,14.0,124.0,15.0,131.0,425,A Python library for dynamic classifier and ensemble selection.,14.0,16,True,,,,deslib,,['sklearn'],,389.0,36.0,36.0,https://pypi.org/project/deslib,389.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
809,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2022-08-16 11:44:37.000000,2022-08-16 11:44:18,301.0,,82.0,26.0,5.0,4.0,19.0,400,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,6.0,16,True,,,,autoviml,,,,887.0,20.0,20.0,https://pypi.org/project/autoviml,887.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
810,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2021-12-29 00:49:30.000000,2021-02-15 17:10:59,283.0,,65.0,23.0,47.0,13.0,19.0,374,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,16,False,,,5.0,skrebate,conda-forge/skrebate,['sklearn'],,2330.0,,,https://pypi.org/project/skrebate,1865.0,https://anaconda.org/conda-forge/skrebate,2021-02-16 02:08:21.926,27935.0,3.0,,,,,,,,,,,,,,,,,,,,
811,tfdeploy,riga/tfdeploy,model-serialisation,,https://github.com/riga/tfdeploy,https://github.com/riga/tfdeploy,BSD-3-Clause,2016-03-07 13:08:21.000,2021-01-08 09:52:54.000000,2021-01-08 09:52:49,170.0,,36.0,23.0,5.0,11.0,23.0,349,Deploy tensorflow graphs for fast evaluation and export to tensorflow-less environments running numpy.,4.0,16,False,2016-12-23 10:46:31,0.3.3,10.0,tfdeploy,,['tensorflow'],,74.0,,,https://pypi.org/project/tfdeploy,74.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
812,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,,2016-10-30 16:46:35.466,2022-11-13 06:13:31.000000,2022-01-15 18:08:37,1718.0,,47.0,13.0,10.0,21.0,2.0,343,Pure-Python full-text search library.,42.0,16,False,,,1.0,whoosh,conda-forge/whoosh,,,166951.0,,,https://pypi.org/project/whoosh,164976.0,https://anaconda.org/conda-forge/whoosh,2022-10-29 09:27:59.277,148172.0,3.0,,,,,,,,,,,,,,-8.0,,,,,,
813,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-06-21 21:41:58.000000,2019-11-29 00:48:44,1051.0,,29.0,10.0,121.0,27.0,150.0,340,Open source production model management tool for data scientists.,6.0,16,False,,,,datmo,,,,165.0,5.0,5.0,https://pypi.org/project/datmo,165.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
814,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,20.0,9.0,9.0,,9.0,308,Fast PyTorch based DSP for audio and 1D signals.,2.0,16,True,,,,julius,,['pytorch'],,28744.0,207.0,207.0,https://pypi.org/project/julius,28744.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
815,pandas-ml,pandas-ml/pandas-ml,others,,https://github.com/pandas-ml/pandas-ml,https://github.com/pandas-ml/pandas-ml,BSD-3-Clause,2015-02-21 03:14:04.000,2020-08-14 12:29:33.000000,2019-03-05 01:36:55,153.0,,70.0,19.0,93.0,25.0,18.0,298,"pandas, scikit-learn, xgboost and seaborn integration.",4.0,16,False,2019-03-05 01:36:12,0.6.1,9.0,pandas-ml,,"['sklearn', 'pandas']",5.0,6858.0,,,https://pypi.org/project/pandas-ml,6858.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
816,solt,MIPT-Oulu/solt,image,,https://github.com/Oulu-IMEDS/solt,https://github.com/Oulu-IMEDS/solt,MIT,2018-08-02 15:09:05.000,2022-07-12 07:44:45.000000,2022-07-12 07:44:31,366.0,,19.0,6.0,30.0,13.0,39.0,256,Streaming over lightweight data transformations.,5.0,16,False,2020-03-10 14:07:18,0.1.9,10.0,solt,,,,146.0,39.0,39.0,https://pypi.org/project/solt,146.0,,,,3.0,,,,,,,,,,,,,,,Oulu-IMEDS/solt,,,,,
817,skift,shaypal5/skift,nlp,,https://github.com/shaypal5/skift,https://github.com/shaypal5/skift,MIT,2018-02-03 11:37:21.000,2022-06-07 15:07:07.000000,2022-06-07 15:07:04,141.0,,23.0,10.0,8.0,1.0,10.0,233,scikit-learn wrappers for Python fastText.,9.0,16,False,2022-02-14 13:45:54,0.0.23,3.0,skift,,['sklearn'],,1010.0,12.0,12.0,https://pypi.org/project/skift,1010.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
818,skggm,skggm/skggm,sklearn-utils,,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000,2022-03-11 01:14:19.000000,2022-03-11 01:14:19,702.0,,37.0,10.0,58.0,28.0,47.0,213,Scikit-learn compatible estimation of general graphical models.,6.0,16,False,2018-09-12 01:11:31,0.2.8,6.0,skggm,,['sklearn'],,57.0,8.0,8.0,https://pypi.org/project/skggm,57.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
819,chitra,gradsflow/chitra,ml-experiments,,https://github.com/gradsflow/chitra,https://github.com/gradsflow/chitra,Apache-2.0,2020-01-23 14:17:54.000,2022-06-27 17:42:50.000000,2022-06-27 17:42:49,367.0,,37.0,4.0,130.0,,35.0,210,"A multi-functional library for full-stack Deep Learning. Simplifies Model Building, API development, and Model..",14.0,16,False,2021-11-26 17:10:22,0.2.0,9.0,chitra,conda-forge/chitra,,,439.0,,,https://pypi.org/project/chitra,296.0,https://anaconda.org/conda-forge/chitra,2022-01-24 02:31:36.059,1716.0,3.0,,,,,,,,,,,,,,,,,,,,
820,steppy,minerva-ml/steppy,ml-experiments,,https://github.com/minerva-ml/steppy,https://github.com/minerva-ml/steppy,MIT,2018-01-15 09:40:49.000,2018-11-23 09:48:51.000000,2018-11-23 09:47:34,69.0,,33.0,14.0,54.0,13.0,50.0,134,"Lightweight, Python library for fast and reproducible experimentation.",7.0,16,False,2018-11-23 09:48:51,0.1.16,16.0,steppy,,,,52.0,49.0,49.0,https://pypi.org/project/steppy,52.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
821,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,,2017-06-03 07:47:03.000,2021-07-24 06:21:40.748000,2019-03-06 20:41:09,5.0,,19.0,4.0,1.0,2.0,,95,Python 3 Bindings for the NVIDIA Management Library.,2.0,16,False,,,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,898251.0,6756.0,6756.0,https://pypi.org/project/nvidia-ml-py3,898223.0,https://anaconda.org/anaconda/nvidia-ml,2021-07-24 06:21:40.748,506.0,3.0,,,,,,,,,,,,,,,,,,,,
822,GraphSAGE,williamleif/GraphSAGE,graph,,https://github.com/williamleif/GraphSAGE,https://github.com/williamleif/GraphSAGE,MIT,2017-05-29 15:36:22.000,2022-11-21 22:24:51.000000,2018-09-19 19:27:00,59.0,,785.0,76.0,34.0,99.0,59.0,2940,Representation learning on large graphs using stochastic graph convolutions.,9.0,15,False,,,,,,['tensorflow'],,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
823,Euler,alibaba/euler,graph,,https://github.com/alibaba/euler,https://github.com/alibaba/euler,Apache-2.0,2019-01-10 06:32:32.000,2022-10-23 02:22:52.000000,2020-07-29 05:53:01,8.0,,549.0,139.0,26.0,214.0,102.0,2811,A distributed graph deep learning framework.,3.0,15,False,2020-07-07 02:24:18,2.0.0,2.0,euler-gl,,['tensorflow'],,8.0,,,https://pypi.org/project/euler-gl,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
824,automl-gs,minimaxir/automl-gs,hyperopt,,https://github.com/minimaxir/automl-gs,https://github.com/minimaxir/automl-gs,MIT,2019-01-13 18:57:44.000,2019-10-22 11:20:40.000000,2019-04-05 06:48:14,102.0,,164.0,59.0,10.0,24.0,6.0,1796,"Provide an input CSV and a target field to predict, generate a model + code to run it.",7.0,15,False,2019-04-05 06:51:04,0.2.1,2.0,automl_gs,,,35.0,19.0,,,https://pypi.org/project/automl_gs,19.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
825,Advisor,tobegit3hub/advisor,hyperopt,,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31,165.0,,258.0,51.0,13.0,20.0,13.0,1495,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,15,False,,,,advisor,,,,54.0,,,https://pypi.org/project/advisor,28.0,,,,3.0,tobegit3hub/advisor,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1676.0,,,,,,,,,,,,,,
826,Medical Detection Toolkit,MIC-DKFZ/medicaldetectiontoolkit,medical-data,,https://github.com/MIC-DKFZ/medicaldetectiontoolkit,https://github.com/MIC-DKFZ/medicaldetectiontoolkit,Apache-2.0,2018-10-12 12:34:57.000,2022-11-22 12:15:32.000000,2022-04-04 08:29:54,41.0,,288.0,52.0,16.0,38.0,85.0,1174,"The Medical Detection Toolkit contains 2D + 3D implementations of prevalent object detectors such as Mask R-CNN,..",3.0,15,True,,,,,,['pytorch'],,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
827,Tez,abhishekkrthakur/tez,pytorch-utils,,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000,2022-10-18 11:24:45.000000,2022-09-16 11:03:31,144.0,,138.0,16.0,10.0,23.0,18.0,1119,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,2.0,15,True,2021-08-16 18:42:17,0.1.8,1.0,tez,,['pytorch'],,804.0,37.0,37.0,https://pypi.org/project/tez,804.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
828,Databolt Flow,d6t/d6tflow,data-pipelines,,https://github.com/d6t/d6tflow,https://github.com/d6t/d6tflow,MIT,2019-02-03 01:51:22.000,2022-10-26 17:04:54.000000,2022-10-26 17:04:54,269.0,2.0,72.0,22.0,19.0,10.0,13.0,948,Python library for building highly effective data science workflows.,13.0,15,True,,,,d6tflow,,,,289.0,20.0,20.0,https://pypi.org/project/d6tflow,289.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
829,XAI,EthicalML/xai,interpretability,,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000,2021-10-30 06:35:19.000000,2021-10-30 06:30:12,91.0,,131.0,44.0,5.0,2.0,7.0,877,XAI - An eXplainability toolbox for machine learning.,3.0,15,False,2021-10-30 06:35:19,0.1.0,1.0,xai,,,,69.0,19.0,19.0,https://pypi.org/project/xai,69.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
830,MedicalTorch,perone/medicaltorch,medical-data,,https://github.com/perone/medicaltorch,https://github.com/perone/medicaltorch,Apache-2.0,2018-02-27 02:50:07.000,2022-12-27 06:48:51.000000,2021-04-16 18:50:54,57.0,,114.0,49.0,21.0,15.0,9.0,799,A medical imaging framework for Pytorch.,8.0,15,False,2018-11-24 00:33:11,0.2,1.0,medicaltorch,,['pytorch'],,117.0,12.0,12.0,https://pypi.org/project/medicaltorch,117.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
831,Translate,pytorch/translate,nlp,,https://github.com/pytorch/translate,https://github.com/pytorch/translate,BSD-3-Clause,2018-04-24 16:44:04.000,2022-06-10 23:07:53.000000,2022-06-10 23:04:56,813.0,,179.0,46.0,667.0,11.0,27.0,775,Translate - a PyTorch Language Library.,87.0,15,True,,,,pytorch-translate,,['pytorch'],,8.0,,,https://pypi.org/project/pytorch-translate,8.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
832,Anchor,marcotcr/anchor,interpretability,,https://github.com/marcotcr/anchor,https://github.com/marcotcr/anchor,BSD-2-Clause,2018-02-02 23:38:50.000,2022-07-19 18:09:12.000000,2022-07-19 18:08:39,47.0,,104.0,26.0,10.0,23.0,51.0,734,Code for High-Precision Model-Agnostic Explanations paper.,10.0,15,True,,,,anchor_exp,,,,1560.0,,,https://pypi.org/project/anchor_exp,1560.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
833,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2022-12-08 18:49:19.000000,2022-12-08 18:49:19,28.0,1.0,72.0,17.0,30.0,4.0,18.0,692,Leave One Feature Out Importance.,4.0,15,True,,,,lofo-importance,,,,2891.0,23.0,23.0,https://pypi.org/project/lofo-importance,2891.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
834,nboost,koursaros-ai/nboost,nlp,,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25,1336.0,,64.0,18.0,21.0,29.0,50.0,647,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,15,False,,,,nboost,,,,72.0,3.0,3.0,https://pypi.org/project/nboost,72.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
835,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2022-04-05 03:22:22.000000,2022-04-05 03:21:24,38.0,,47.0,11.0,9.0,14.0,40.0,399,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,15,True,,,,fastt5,,,,747.0,24.0,24.0,https://pypi.org/project/fastt5,747.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
836,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,,2018-04-13 21:00:31.000,2022-03-13 16:33:15.000000,2022-03-13 16:33:15,64.0,,45.0,17.0,7.0,15.0,4.0,373,Topological Data Analysis for Python.,4.0,15,False,2021-08-03 00:22:58,1.0.0,4.0,scikit-tda,,['sklearn'],,2702.0,39.0,39.0,https://pypi.org/project/scikit-tda,2702.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
837,ExplainX.ai,explainX/explainx,interpretability,,https://github.com/explainX/explainx,https://github.com/explainX/explainx,MIT,2020-06-16 14:27:15.000,2022-09-15 18:52:06.000000,2022-09-15 18:52:06,185.0,,43.0,8.0,13.0,9.0,17.0,328,Explainable AI framework for data scientists. Explain & debug any blackbox machine learning model with a single line..,4.0,15,True,2021-02-07 11:06:21,2.407,21.0,explainx,,,6.0,1722.0,,,https://pypi.org/project/explainx,1722.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
