,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_monthly_downloads,helm_id,updated_github_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
678,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2022-04-20 09:04:08.000000,2022-04-20 09:04:06,570,5.0,95.0,11.0,28.0,13.0,87.0,522,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,20.0,20,True,2022-03-11 11:56:16,1.6.0,29.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],,,https://pypi.org/project/torch-cluster,11909.0,13188.0,https://anaconda.org/conda-forge/pytorch_cluster,2022-04-06 04:21:04.529,30714.0,,,,,3.0,,,,,,,,,,,,,,,
679,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2022-05-24 02:29:49.000000,2022-05-24 02:23:08,3251,51.0,27.0,10.0,1.0,,80.0,362,Deep Learning PyTorch.,,20,True,2022-04-29 10:36:50,0.2.3,20.0,carefree-learn,,,,['pytorch'],2.0,2.0,https://pypi.org/project/carefree-learn,116.0,116.0,,,,,,,,2.0,,,,,,,,,,,,,,,
680,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-05-01 03:38:16.000000,2022-05-01 03:38:15,579,18.0,55.0,31.0,324.0,12.0,82.0,330,IPython/Jupyter notebook module for Vega and Vega-Lite.,11.0,20,True,,,27.0,vega,conda-forge/vega,,,['jupyter'],,,https://pypi.org/project/vega,5741.0,12515.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,481010.0,,,,,3.0,,,,,,,,,,,,,,,
681,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2022-05-25 03:53:10.000000,2022-03-10 13:10:21,3593,1.0,55.0,26.0,77.0,57.0,150.0,321,Scalable audio processing framework written in Python with a RESTful API.,22.0,20,False,2020-10-13 12:20:46,1.0.0a,5.0,TimeSide,,,,,16.0,16.0,https://pypi.org/project/TimeSide,160.0,160.0,,,,,,,,3.0,,,,,,,,,,,,,,,
682,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2022-03-31 05:39:36.588000,2022-03-30 17:38:25,671,7.0,65.0,13.0,17.0,4.0,32.0,248,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,10.0,20,False,2022-03-30 17:46:50,2.8.0,52.0,pymap3d,conda-forge/pymap3d,,,,,,https://pypi.org/project/pymap3d,36006.0,36826.0,https://anaconda.org/conda-forge/pymap3d,2022-03-31 05:39:36.588,21324.0,,,,,3.0,,,,,,,,,,,,,,,
683,pysparkling,svenkreiss/pysparkling,data-pipelines,,https://github.com/svenkreiss/pysparkling,https://github.com/svenkreiss/pysparkling,,2015-05-09 19:23:20.000,2021-10-31 16:40:25.000000,2021-02-22 17:29:11,1527,,42.0,6.0,136.0,6.0,21.0,246,A pure Python implementation of Apache Sparks RDD and DStream interfaces.,10.0,20,False,2021-01-10 21:14:23,0.6.1,26.0,pysparkling,conda-forge/pysparkling,,,,110.0,110.0,https://pypi.org/project/pysparkling,13977.0,14063.0,https://anaconda.org/conda-forge/pysparkling,2021-03-23 19:51:42.850,1213.0,,,,,3.0,,,,,,,,,,,,,,,
684,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2022-05-10 10:38:15.000000,2022-05-10 10:38:15,476,7.0,24.0,5.0,8.0,6.0,39.0,239,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,9.0,20,False,2022-05-07 07:57:06,0.7.0,6.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],,,https://pypi.org/project/scikit-posthocs,32394.0,32997.0,https://anaconda.org/conda-forge/scikit-posthocs,2022-05-08 18:15:36.676,11471.0,,,,,3.0,25.0,,,,,,,,,,,,,,
685,featurewiz,AutoViML/featurewiz,hyperopt,,https://github.com/AutoViML/featurewiz,https://github.com/AutoViML/featurewiz,Apache-2.0,2020-11-29 16:46:16.000,2022-05-26 02:06:55.000000,2022-05-26 02:06:37,207,45.0,49.0,3.0,2.0,,31.0,234,Use advanced feature engineering strategies and select best features from your data set with a single line of code.,4.0,20,False,,,,featurewiz,,,,,10.0,10.0,https://pypi.org/project/featurewiz,7431.0,7431.0,,,,,,,,3.0,,,,,,,,,,,,,,,
686,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:02:54.000000,2018-12-08 15:02:12,153,,30.0,9.0,4.0,21.0,28.0,230,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:02:54,0.4.6,12.0,pyfasttext,,,,,223.0,223.0,https://pypi.org/project/pyfasttext,4012.0,4018.0,,,,,,,,3.0,348.0,,,,,,,,,,,,,,
687,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2022-05-05 21:21:02.000000,2022-04-08 17:51:44,568,6.0,17.0,16.0,454.0,68.0,74.0,193,Functional tensors for probabilistic programming.,10.0,20,False,2022-03-21 15:23:15,0.4.3,9.0,funsor,,,,['pytorch'],30.0,30.0,https://pypi.org/project/funsor,1599.0,1599.0,,,,,,,,3.0,,,,,,,,,,,,,,,
688,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2022-02-15 22:25:08.000000,2022-02-15 22:25:08,197,,39.0,11.0,178.0,7.0,160.0,186,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",10.0,20,False,,,9.0,pystan,conda-forge/pystan,,,,,,https://pypi.org/project/pystan,2683656.0,2707814.0,https://anaconda.org/conda-forge/pystan,2022-02-03 10:06:49.622,1497823.0,,,,,3.0,,,,,,,,,,,,,,,
689,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2022-05-17 18:13:13.000000,2022-05-13 12:03:11,243,15.0,25.0,9.0,172.0,21.0,65.0,139,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",11.0,20,False,2020-10-12 12:26:09,0.5.1,3.0,celer,,,,['sklearn'],11.0,11.0,https://pypi.org/project/celer,1231.0,1231.0,,,,,,,,3.0,,,,,,,,,,,,,,,
690,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2022-05-02 00:55:51.000000,2022-03-07 12:59:53,46,1.0,1554.0,149.0,73.0,156.0,270.0,8872,End-to-End Object Detection with Transformers.,25.0,19,True,2020-06-29 16:41:01,0.2,1.0,,,,,['pytorch'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
691,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2022-05-25 03:15:36.000000,2022-05-25 03:13:06,167,4.0,924.0,95.0,36.0,257.0,250.0,4804,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,27.0,19,True,,,,pyslowfast,,,,['pytorch'],7.0,7.0,https://pypi.org/project/pyslowfast,9.0,9.0,,,,,,,,3.0,,,,,,,,,,,,,,,
692,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2021-04-13 09:44:02.000000,2021-01-15 19:46:05,112,,341.0,104.0,14.0,52.0,15.0,3216,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",13.0,19,False,,,,tensorwatch,,,,,79.0,79.0,https://pypi.org/project/tensorwatch,1272.0,1272.0,,,,,,,,3.0,,,,,,,,,,,,,,,
693,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2022-05-25 00:19:02.000000,2022-05-25 00:16:54,1446,37.0,439.0,143.0,541.0,25.0,75.0,3193,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",131.0,19,True,,,,reagent,,,,['pytorch'],,,https://pypi.org/project/reagent,9.0,9.0,,,,,,,,3.0,,,,,,,,,,,,,,,
694,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2022-04-05 16:57:55.000000,2022-04-05 16:57:43,679,1.0,428.0,217.0,16.0,23.0,3.0,2916,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,19,True,2021-10-07 14:56:30,0.11.11,12.0,finmarketpy,,,,,5.0,5.0,https://pypi.org/project/finmarketpy,114.0,114.0,,,,,,,,3.0,40.0,,,,,,,,,,,,,,
695,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27,,320.0,78.0,1.0,17.0,7.0,2888,An optimizer that trains as fast as Adam and as good as SGD.,2.0,19,False,2019-03-06 16:44:42,0.0.5,1.0,adabound,,,,['pytorch'],137.0,137.0,https://pypi.org/project/adabound,1218.0,1218.0,,,,,,,,3.0,,,,,,,,,,,,,,,
696,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,,2014-08-23 03:38:20.000,2021-09-16 12:01:08.000000,2020-04-02 01:05:35,46,,801.0,88.0,26.0,25.0,80.0,2436,DeepWalk - Deep Learning for Graphs.,10.0,19,False,2014-11-19 19:20:33,1.0.2,1.0,deepwalk,,,,,51.0,51.0,https://pypi.org/project/deepwalk,2635.0,2635.0,,,,,,,,3.0,,,,,,,,,,,,,,,
697,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,,2019-12-06 08:25:24.000,2022-05-24 07:08:54.000000,2022-05-07 02:57:16,198,12.0,225.0,47.0,137.0,95.0,80.0,2141,LightSeq: A High Performance Library for Sequence Processing and Generation.,9.0,19,False,2021-10-26 10:02:56,2.2.0,10.0,lightseq,,,,,,,https://pypi.org/project/lightseq,792.0,813.0,,,,,,,,3.0,623.0,,,,,,,,,,,,,,
698,spark-deep-learning,databricks/spark-deep-learning,data-pipelines,,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000,2022-03-21 17:15:55.000000,2022-03-21 17:12:16,138,2.0,459.0,154.0,142.0,77.0,27.0,1929,Deep Learning Pipelines for Apache Spark.,17.0,19,True,2020-01-08 19:50:31,1.6.0,9.0,,,,,['spark'],21.0,21.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
699,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2022-04-11 17:21:50.000000,2022-04-11 17:21:50,273,1.0,123.0,101.0,149.0,16.0,19.0,1536,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,26.0,19,True,2020-05-05 20:16:54,0.8.3,1.0,lore,,,,,19.0,19.0,https://pypi.org/project/lore,730.0,730.0,,,,,,,,3.0,,,,,,,,,,,,,,,
700,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271,,81.0,32.0,72.0,24.0,30.0,1029,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,19,True,2021-02-15 20:20:59,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,43974.0,43974.0,,,,,,,,3.0,,,,,,,,,,,,,,,
701,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2020-12-27 09:54:35.000000,2018-01-09 07:46:55,69,,203.0,66.0,27.0,24.0,12.0,1025,Anomaly Detection and Correlation library.,8.0,19,False,,,,luminol,,,,,59.0,59.0,https://pypi.org/project/luminol,33678.0,33678.0,,,,,,,,3.0,,,,,,,,,,,,,,,
702,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,,2014-10-27 12:25:51.000,2021-12-06 14:42:35.000000,2021-03-24 12:22:31,297,,195.0,30.0,60.0,47.0,60.0,984,fastFM: A Library for Factorization Machines.,20.0,19,False,2017-11-22 16:13:16,0.2.11,10.0,fastfm,,,,,97.0,97.0,https://pypi.org/project/fastfm,779.0,784.0,,,,,,,,3.0,441.0,,,,,,,,,,,,,,
703,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2022-05-25 19:55:16.000000,2022-05-25 19:55:11,269,82.0,114.0,30.0,296.0,10.0,28.0,979,Scenic: A Jax Library for Computer Vision Research and Beyond.,36.0,19,True,,,,,,,,['jax'],16.0,16.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
704,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2021-10-20 12:00:24.000000,2019-05-06 07:06:50,159,,159.0,55.0,13.0,25.0,19.0,965,python toolbox for visualizing geographical data and making maps.,8.0,19,False,,,1.0,geoplotlib,conda-forge/geoplotlib,,,,140.0,140.0,https://pypi.org/project/geoplotlib,1833.0,1903.0,https://anaconda.org/conda-forge/geoplotlib,2021-05-31 16:11:51.234,850.0,,,,,3.0,,,,,,,,,,,,,,,
705,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79,,132.0,34.0,16.0,7.0,3.0,858,Nudity detection with Python.,12.0,19,False,,,,nudepy,,,,,2323.0,2323.0,https://pypi.org/project/nudepy,6685.0,6685.0,,,,,,,,3.0,,,,,,,,,,,,,,,
706,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2021-07-18 06:52:12.000000,2020-04-17 02:27:44,79,,100.0,26.0,73.0,29.0,36.0,821,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:17:35,0.6.2,12.0,adtk,conda-forge/adtk,,,,,,https://pypi.org/project/adtk,225165.0,225322.0,https://anaconda.org/conda-forge/adtk,2020-04-20 19:46:14.062,4088.0,,,,,3.0,,,,,,,,,,,,,,,
707,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2022-05-12 09:12:38.000000,2022-04-23 13:47:59,417,4.0,161.0,58.0,4.0,12.0,29.0,781,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",3.0,19,True,2020-08-29 18:48:20,2.5.0,11.0,alphapy,,,,,3.0,3.0,https://pypi.org/project/alphapy,81.0,81.0,,,,,,,,3.0,,,,,,,,,,,,,,,
708,robustness,MadryLab/robustness,adversarial,,https://github.com/MadryLab/robustness,https://github.com/MadryLab/robustness,MIT,2019-08-21 09:26:33.000,2022-04-20 20:42:41.000000,2022-02-14 20:43:06,145,,137.0,18.0,40.0,18.0,56.0,699,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",13.0,19,True,2020-12-01 06:11:12,1.2.1.post2,7.0,robustness,conda-forge/robustness,,,,77.0,77.0,https://pypi.org/project/robustness,1077.0,1243.0,https://anaconda.org/conda-forge/robustness,2021-04-30 19:03:43.367,3493.0,,,,,3.0,,,,,,,,,,,,,,,
709,pdpipe,pdpipe/pdpipe,data-pipelines,,https://github.com/pdpipe/pdpipe,https://github.com/pdpipe/pdpipe,,2017-01-24 20:37:22.000,2022-05-24 13:37:34.000000,2022-05-24 13:37:31,397,5.0,33.0,17.0,44.0,13.0,32.0,672,Easy pipelines for pandas DataFrames.,10.0,19,False,2022-03-13 14:29:49,0.2.3,39.0,pdpipe,conda-forge/pdpipe,,,['pandas'],40.0,40.0,https://pypi.org/project/pdpipe,1772.0,2011.0,https://anaconda.org/conda-forge/pdpipe,2022-05-18 02:50:06.543,4313.0,,,,,3.0,,,,,,,,,,,,,,,
710,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2022-05-24 20:10:51.000000,2022-05-18 10:57:29,1486,3.0,71.0,35.0,568.0,22.0,117.0,661,Scikit-learn style model finetuning for NLP.,19.0,19,True,2019-01-18 20:10:51,0.5.14,14.0,finetune,,,,"['tensorflow', 'sklearn']",9.0,9.0,https://pypi.org/project/finetune,118.0,118.0,,,,,,,,3.0,,,,,,,,,,,,,,,
711,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2022-05-25 21:36:14.000000,2022-05-23 14:14:06,1202,16.0,91.0,41.0,352.0,16.0,118.0,597,GPU accelerated signal processing.,38.0,19,True,2022-04-06 14:58:42,22.04.00,12.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
712,Baal,ElementAI/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2022-05-20 13:12:25.000000,2022-05-20 13:12:25,176,21.0,54.0,19.0,122.0,18.0,57.0,593,Library to enable Bayesian active learning in your research or labeling work.,14.0,19,True,2022-05-03 12:50:35,1.6.0,10.0,baal,conda-forge/baal,,,,,,https://pypi.org/project/baal,989.0,1085.0,https://anaconda.org/conda-forge/baal,2022-05-04 11:29:40.433,1537.0,,,,,3.0,,,,,,,baal-org/baal,,,,,,,,
713,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775,,131.0,59.0,72.0,18.0,71.0,519,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,19,False,2019-07-30 09:28:26,0.2.2,6.0,atm,,,,,11.0,11.0,https://pypi.org/project/atm,152.0,152.0,,,,,,,,3.0,,,,,,,,,,,,,,,
714,N2,kakao/n2,nn-search,,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000,2021-05-20 05:41:36.000000,2021-05-20 05:39:44,264,,64.0,40.0,16.0,11.0,22.0,516,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,18.0,19,True,2020-10-16 03:43:47,0.1.7,4.0,n2,,,,,23.0,23.0,https://pypi.org/project/n2,581.0,581.0,,,,,,,,3.0,,,,,,,,,,,,,,,
715,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-04-13 19:15:09.000000,2021-03-12 17:12:50,268,,57.0,30.0,31.0,6.0,23.0,515,Python module for machine learning time series:.,13.0,19,False,,,,seglearn,,,,,11.0,11.0,https://pypi.org/project/seglearn,2289.0,2289.0,,,,,,,,3.0,,,,,,,,,,,,,,,
716,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2022-05-06 12:02:15.000000,2022-03-16 14:38:31,280,1.0,65.0,18.0,65.0,7.0,43.0,505,An intuitive library to extract features from time series.,14.0,19,True,2021-02-14 17:48:46,0.1.4,9.0,tsfel,,,,,36.0,36.0,https://pypi.org/project/tsfel,4605.0,4605.0,,,,,,,,3.0,,,,,,,,,,,,,,,
717,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2021-07-13 10:19:56.000000,2021-05-27 09:45:10,857,,88.0,42.0,56.0,38.0,21.0,475,Bias and Fairness Audit Toolkit.,16.0,19,True,,,,aequitas,,,,,102.0,102.0,https://pypi.org/project/aequitas,2453.0,2453.0,,,,,,,,3.0,,,,,,,,,,,,,,,
718,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,,2018-02-18 13:42:47.000,2021-05-12 08:25:18.000000,2020-10-23 14:31:57,247,,74.0,24.0,29.0,24.0,6.0,462,machine learning with logical rules in Python.,18.0,19,False,2020-12-11 09:37:02,1.0.1,1.0,skope-rules,,,,['sklearn'],96.0,96.0,https://pypi.org/project/skope-rules,94496.0,94496.0,,,,,,,,3.0,,,,,,,,,,,,,,,
719,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2021-12-21 20:58:11.000000,2021-12-19 09:41:43,133,,47.0,11.0,19.0,10.0,37.0,417,Joyplots in Python with matplotlib & pandas.,6.0,19,True,,,5.0,joypy,conda-forge/joypy,,,,161.0,161.0,https://pypi.org/project/joypy,22710.0,23061.0,https://anaconda.org/conda-forge/joypy,2020-12-28 14:07:53.760,13363.0,,,,,3.0,,,,,,,,,,,,,,,
720,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2021-09-28 07:21:22.000000,2021-09-19 23:51:06,406,,46.0,59.0,6.0,15.0,24.0,416,Python library assists deep learning on graphs.,15.0,19,True,2021-09-05 23:08:21,0.2.1,3.0,deepsnap,,,,,21.0,21.0,https://pypi.org/project/deepsnap,433.0,433.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,
721,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2022-04-26 18:03:18.000000,2022-04-17 14:49:12,264,24.0,83.0,13.0,28.0,8.0,12.0,394,A library of metrics for evaluating recommender systems.,16.0,19,True,2022-04-26 18:03:18,0.1.5,1.0,recmetrics,,,,,25.0,25.0,https://pypi.org/project/recmetrics,909.0,909.0,,,,,,,,3.0,,,,,,,,,,,,,,,
722,rrcf,kLabUM/rrcf,others,,https://github.com/kLabUM/rrcf,https://github.com/kLabUM/rrcf,MIT,2018-10-20 05:39:05.000,2021-01-13 23:05:23.000000,2020-06-10 01:07:39,253,,82.0,20.0,52.0,22.0,17.0,378,Implementation of the Robust Random Cut Forest algorithm for anomaly detection on streams.,4.0,19,False,2020-06-10 01:13:04,0.4.3,6.0,rrcf,,,,,36.0,36.0,https://pypi.org/project/rrcf,9007.0,9007.0,,,,,,,,3.0,,,,,,,,,,,,,,,
723,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2022-05-25 05:43:59.000000,2022-05-25 05:43:59,218,1.0,63.0,8.0,305.0,28.0,34.0,356,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,19,True,,,1.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],288.0,288.0,https://pypi.org/project/lazypredict,7184.0,7228.0,https://anaconda.org/conda-forge/lazypredict,2021-08-24 21:49:02.096,404.0,,,,,3.0,,,,,,,,,,,,,,,
724,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,BSD-3-Clause,2010-05-02 10:00:33.000,2021-12-05 02:53:17.000000,2021-03-29 16:56:48,6427,,126.0,36.0,341.0,40.0,111.0,321,Neuroimaging in Python FMRI analysis package.,63.0,19,False,,,2.0,nipy,conda-forge/nipy,,,,,,https://pypi.org/project/nipy,1659.0,3243.0,https://anaconda.org/conda-forge/nipy,2020-05-04 19:38:04.112,91920.0,,,,,3.0,,,,,,,,,,,,,,,
725,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2022-04-04 15:48:18.000000,2021-05-28 01:21:58,393,,122.0,35.0,317.0,72.0,124.0,272,Brain Imaging Analysis Kit.,34.0,19,False,,,,brainiak,,brainiak/brainiak,,,16.0,16.0,https://pypi.org/project/brainiak,222.0,231.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,746.0,3.0,,,,,,,,,,,,,,,
726,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2022-05-14 23:27:44.000000,2022-05-14 23:27:29,615,4.0,33.0,12.0,60.0,3.0,52.0,262,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,19,False,2022-03-10 14:58:28,2.07,33.0,ivis,,,,['tensorflow'],22.0,22.0,https://pypi.org/project/ivis,356.0,356.0,,,,,,,,3.0,,,,,,,,,,,,,,,
727,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2022-05-26 02:23:32.000000,2022-05-25 20:34:46,295,14.0,65.0,19.0,292.0,3.0,8.0,257,Tensorflows Fairness Evaluation and Visualization Toolkit.,31.0,19,False,2022-03-07 20:04:18,0.38.0,17.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,692.0,692.0,,,,,,,,3.0,,,,,,,,,,,,,,,
