,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,snap_id,dnf_id,yay_id
791,automl-gs,minimaxir/automl-gs,hyperopt,,https://github.com/minimaxir/automl-gs,https://github.com/minimaxir/automl-gs,MIT,2019-01-13 18:57:44.000,2019-10-22 11:20:40.000000,2019-04-05 06:48:14,102,,161.0,58.0,10.0,24.0,6.0,1789,"Provide an input CSV and a target field to predict, generate a model + code to run it.",7.0,16,False,2019-04-05 06:51:04,0.2.1,2.0,automl_gs,,,,,,,https://pypi.org/project/automl_gs,25.0,25.0,,,,,,,,3.0,29.0,,,,,,,,,,,,,,
792,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2022-06-21 21:47:21.000000,2019-10-02 23:26:11,132,,454.0,83.0,34.0,82.0,67.0,1615,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,16,False,2019-03-13 20:28:15,1.0-dev2,1.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,105.0,105.0,,,,,,,,3.0,,,,,,,,,,,,,,,
793,riko,nerevu/riko,data-pipelines,,https://github.com/nerevu/riko,https://github.com/nerevu/riko,MIT,2016-06-02 12:22:51.000,2021-12-28 23:01:39.000000,2021-12-28 23:01:31,1269,,68.0,53.0,23.0,21.0,8.0,1589,A Python stream processing engine modeled after Yahoo! Pipes.,18.0,16,True,,,,riko,,,,,,,https://pypi.org/project/riko,336.0,336.0,,,,,,,,3.0,,,,,,,,,,,,,,,
794,Xcessiv,reiinakano/xcessiv,hyperopt,,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15,316,,106.0,54.0,34.0,21.0,13.0,1261,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,16,False,2017-08-21 00:53:25,0.5.1,20.0,xcessiv,,,,,1.0,1.0,https://pypi.org/project/xcessiv,79.0,79.0,,,,,,,,3.0,,,,,,,,,,,,,,,
795,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2022-06-21 21:26:28.000000,2022-05-15 02:19:26,376,1.0,243.0,56.0,58.0,8.0,30.0,1241,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,16,True,,,,advbox,,,,,,,https://pypi.org/project/advbox,31.0,31.0,,,,,,,,3.0,,,,,,,,,,,,,,,
796,Databolt Flow,d6t/d6tflow,data-pipelines,,https://github.com/d6t/d6tflow,https://github.com/d6t/d6tflow,MIT,2019-02-03 01:51:22.000,2021-10-06 00:53:28.000000,2021-09-28 02:59:00,266,,71.0,22.0,18.0,10.0,13.0,941,Python library for building highly effective data science workflows.,12.0,16,True,,,,d6tflow,,,,,20.0,20.0,https://pypi.org/project/d6tflow,246.0,246.0,,,,,,,,3.0,,,,,,,,,,,,,,,
797,Translate,pytorch/translate,nlp,,https://github.com/pytorch/translate,https://github.com/pytorch/translate,BSD-3-Clause,2018-04-24 16:44:04.000,2022-06-10 23:07:53.000000,2022-06-10 23:04:56,813,3.0,176.0,44.0,667.0,11.0,27.0,741,Translate - a PyTorch Language Library.,87.0,16,True,,,,pytorch-translate,,,,['pytorch'],,,https://pypi.org/project/pytorch-translate,10.0,10.0,,,,,,,,3.0,,,,,,,,,,,,,,,
798,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,hyperopt,,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40,1096,,89.0,25.0,101.0,32.0,84.0,690,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,16,False,2019-08-06 09:09:45,3.0.0,16.0,hyperparameter-hunter,,,,,,,https://pypi.org/project/hyperparameter-hunter,137.0,144.0,,,,,,,,3.0,331.0,,,,,,,,,,,,,,
799,Tensor Sensor,parrt/tensor-sensor,pytorch-utils,,https://github.com/parrt/tensor-sensor,https://github.com/parrt/tensor-sensor,MIT,2020-08-28 22:54:04.000,2022-04-07 20:52:55.000000,2022-04-07 20:49:56,235,1.0,32.0,12.0,13.0,8.0,15.0,643,"The goal of this library is to generate more helpful exception messages for matrix algebra expressions for numpy,..",4.0,16,True,2021-12-11 21:24:11,1.0,15.0,tensor-sensor,conda-forge/tensor-sensor,,,['pytorch'],7.0,7.0,https://pypi.org/project/tensor-sensor,1924.0,1975.0,https://anaconda.org/conda-forge/tensor-sensor,2021-12-11 23:37:02.831,415.0,,,,,3.0,,,,,,,,,,,,,,,
800,ThunderGBM,Xtra-Computing/thundergbm,ml-frameworks,,https://github.com/Xtra-Computing/thundergbm,https://github.com/Xtra-Computing/thundergbm,Apache-2.0,2016-11-11 09:58:08.000,2021-11-23 01:55:15.000000,2021-01-05 04:22:15,606,,82.0,25.0,4.0,36.0,37.0,624,ThunderGBM: Fast GBDTs and Random Forests on GPUs.,10.0,16,False,2019-05-07 08:47:56,0.3.2,3.0,thundergbm,,,,,,,https://pypi.org/project/thundergbm,77.0,77.0,,,,,,,,3.0,,,,,,,,,,,,,,,
801,textflint,textflint/textflint,adversarial,,https://github.com/textflint/textflint,https://github.com/textflint/textflint,GPL-3.0,2021-03-06 11:15:52.000,2022-06-21 06:19:40.000000,2022-06-21 04:27:47,257,1.0,88.0,18.0,18.0,3.0,27.0,561,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing.,18.0,16,False,2022-03-15 07:18:19,0.1.0,5.0,textflint,,,,,5.0,5.0,https://pypi.org/project/textflint,73.0,73.0,,,,,,,,3.0,,,,,,,,,,,,,,,
802,kglib,vaticle/kglib,graph,,https://github.com/vaticle/kglib,https://github.com/vaticle/kglib,Apache-2.0,2018-09-16 16:46:48.000,2022-06-08 16:02:29.000000,2022-06-08 16:02:28,489,1.0,88.0,36.0,99.0,10.0,49.0,512,Grakn Knowledge Graph Library (ML R&D).,7.0,16,True,2020-08-19 15:32:49,0.2.2,7.0,grakn-kglib,,,,,,,https://pypi.org/project/grakn-kglib,53.0,58.0,,,,,,,,3.0,211.0,,,,,,,,,,,,,,
803,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2021-11-18 21:06:56.000000,2021-11-18 21:06:54,172,,40.0,9.0,8.0,8.0,18.0,437,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,16,True,2020-02-28 17:43:07,0.5.0,1.0,apricot-select,,,,,28.0,28.0,https://pypi.org/project/apricot-select,265.0,265.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,
804,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2021-06-13 01:13:43.000000,2021-06-13 00:22:13,176,,95.0,15.0,16.0,61.0,23.0,430,Python package for performing Entity and Text Matching using Deep Learning.,7.0,16,True,,,,deepmatcher,,,,,19.0,19.0,https://pypi.org/project/deepmatcher,735.0,735.0,,,,,,,,3.0,,,,,,,,,,,,,,,
805,TextBox,RUCAIBox/TextBox,nlp,,https://github.com/RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,MIT,2020-11-08 07:35:46.000,2022-05-24 14:07:04.000000,2022-05-06 12:47:16,754,5.0,65.0,10.0,165.0,3.0,17.0,363,TextBox is an open-source library for building text generation system.,14.0,16,True,2021-04-15 13:39:28,0.2.1,2.0,textbox,,,,,5.0,5.0,https://pypi.org/project/textbox,49.0,49.0,,,,,,,,3.0,,,,,,,,,,,,,,,
806,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2021-12-29 00:49:30.000000,2021-02-15 17:10:59,283,,65.0,23.0,47.0,13.0,19.0,359,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,16,False,,,5.0,skrebate,conda-forge/skrebate,,,['sklearn'],,,https://pypi.org/project/skrebate,2591.0,3061.0,https://anaconda.org/conda-forge/skrebate,2021-02-16 02:08:21.926,24921.0,,,,,3.0,,,,,,,,,,,,,,,
807,tfdeploy,riga/tfdeploy,model-serialisation,,https://github.com/riga/tfdeploy,https://github.com/riga/tfdeploy,BSD-3-Clause,2016-03-07 13:08:21.000,2021-01-08 09:52:54.000000,2021-01-08 09:52:49,170,,36.0,23.0,5.0,11.0,23.0,348,Deploy tensorflow graphs for fast evaluation and export to tensorflow-less environments running numpy.,4.0,16,False,2016-12-23 10:46:31,0.3.3,10.0,tfdeploy,,,,['tensorflow'],,,https://pypi.org/project/tfdeploy,73.0,73.0,,,,,,,,3.0,,,,,,,,,,,,,,,
808,pdvega,altair-viz/pdvega,data-viz,,https://github.com/altair-viz/pdvega,https://github.com/altair-viz/pdvega,MIT,2018-01-11 21:30:27.000,2019-03-29 16:09:14.000000,2019-03-29 16:09:13,177,,31.0,22.0,21.0,16.0,10.0,341,Interactive plotting for Pandas using Vega-Lite.,9.0,16,False,,,,pdvega,,,,,66.0,66.0,https://pypi.org/project/pdvega,49.0,49.0,,,,,,,,3.0,,,,,,,,,,,,,,,
809,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-06-21 21:41:58.000000,2019-11-29 00:48:44,1051,,28.0,10.0,121.0,26.0,150.0,341,Open source production model management tool for data scientists.,6.0,16,False,,,,datmo,,,,,5.0,5.0,https://pypi.org/project/datmo,132.0,132.0,,,,,,,,3.0,,,,,,,,,,,,,,,
810,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2022-05-21 23:15:46.000000,2022-05-21 23:15:32,354,2.0,88.0,15.0,3.0,1.0,25.0,335,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4,5, CART, CHAID and Regression Trees; some..",6.0,16,True,,,,chefboost,,,,,23.0,23.0,https://pypi.org/project/chefboost,738.0,738.0,,,,,,,,3.0,,,,,,,,,,,,,,,
811,ExplainX.ai,explainX/explainx,interpretability,,https://github.com/explainX/explainx,https://github.com/explainX/explainx,MIT,2020-06-16 14:27:15.000,2022-06-22 02:41:47.000000,2021-02-02 09:03:57,184,,43.0,8.0,13.0,8.0,17.0,316,Explainable AI framework for data scientists. Explain & debug any blackbox machine learning model with a single line..,4.0,16,False,2021-02-07 11:06:21,2.407,21.0,explainx,,,,,,,https://pypi.org/project/explainx,2275.0,2275.0,,,,,,,,3.0,4.0,,,,,,,,,,,,,,
812,pandas-ml,pandas-ml/pandas-ml,others,,https://github.com/pandas-ml/pandas-ml,https://github.com/pandas-ml/pandas-ml,BSD-3-Clause,2015-02-21 03:14:04.000,2020-08-14 12:29:33.000000,2019-03-05 01:36:55,153,,67.0,20.0,93.0,25.0,18.0,294,"pandas, scikit-learn, xgboost and seaborn integration.",4.0,16,False,2019-03-05 01:36:12,0.6.1,9.0,pandas-ml,,,,"['sklearn', 'pandas']",,,https://pypi.org/project/pandas-ml,5678.0,5678.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,,
813,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2022-06-22 07:22:19.000000,2022-06-22 07:21:56,290,30.0,20.0,17.0,2.0,4.0,19.0,270,,17.0,16,False,,,,dm-launchpad,,,,['tensorflow'],13.0,13.0,https://pypi.org/project/dm-launchpad,4302.0,4302.0,,,,,,,,3.0,,,,,,,,,,,,,,,
814,solt,MIPT-Oulu/solt,image,,https://github.com/Oulu-IMEDS/solt,https://github.com/Oulu-IMEDS/solt,MIT,2018-08-02 15:09:05.000,2021-10-12 22:58:52.000000,2020-04-09 06:44:39,336,,19.0,7.0,30.0,19.0,30.0,255,Streaming over lightweight data transformations.,4.0,16,False,2020-03-10 14:07:18,0.1.9,10.0,solt,,,,,32.0,32.0,https://pypi.org/project/solt,129.0,129.0,,,,,,,,3.0,,,Oulu-IMEDS/solt,,,,,,,,,,,,
815,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,,2016-10-30 16:46:35.466,2022-06-20 08:36:36.900000,2022-01-15 18:08:37,1718,,39.0,9.0,8.0,19.0,2.0,244,Pure-Python full-text search library.,42.0,16,False,,,1.0,whoosh,conda-forge/whoosh,,,,,,https://pypi.org/project/whoosh,187432.0,189024.0,https://anaconda.org/conda-forge/whoosh,2022-06-20 08:36:36.900,108304.0,,,,,3.0,,-8.0,,,,,,,,,,,,,
816,skggm,skggm/skggm,sklearn-utils,,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000,2022-03-11 01:14:19.000000,2022-03-11 01:14:19,702,,35.0,10.0,58.0,28.0,47.0,204,Scikit-learn compatible estimation of general graphical models.,6.0,16,False,2018-09-12 01:11:31,0.2.8,6.0,skggm,,,,['sklearn'],8.0,8.0,https://pypi.org/project/skggm,95.0,95.0,,,,,,,,3.0,,,,,,,,,,,,,,,
817,chitra,gradsflow/chitra,ml-experiments,,https://github.com/gradsflow/chitra,https://github.com/gradsflow/chitra,Apache-2.0,2020-01-23 14:17:54.000,2022-04-23 04:30:31.000000,2022-04-23 04:30:31,366,2.0,36.0,4.0,130.0,,34.0,192,"A multi-functional library for full-stack Deep Learning. Simplifies Model Building, API development, and Model..",14.0,16,False,2021-11-26 17:10:22,0.2.0,9.0,chitra,conda-forge/chitra,,,,,,https://pypi.org/project/chitra,173.0,255.0,https://anaconda.org/conda-forge/chitra,2022-01-24 02:31:36.059,413.0,,,,,3.0,,,,,,,,,,,,,,,
818,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,,2017-06-03 07:47:03.000,2021-07-24 06:21:40.748000,2019-03-06 20:41:09,5,,16.0,3.0,1.0,2.0,,82,Python 3 Bindings for the NVIDIA Management Library.,2.0,16,False,,,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,,5875.0,5875.0,https://pypi.org/project/nvidia-ml-py3,911119.0,911132.0,https://anaconda.org/anaconda/nvidia-ml,2021-07-24 06:21:40.748,143.0,,,,,3.0,,,,,,,,,,,,,,,
819,Euler,alibaba/euler,graph,,https://github.com/alibaba/euler,https://github.com/alibaba/euler,Apache-2.0,2019-01-10 06:32:32.000,2021-12-30 02:31:11.000000,2020-07-29 05:53:01,8,,548.0,138.0,25.0,214.0,102.0,2767,A distributed graph deep learning framework.,3.0,15,False,2020-07-07 02:24:18,2.0.0,2.0,euler-gl,,,,['tensorflow'],,,https://pypi.org/project/euler-gl,15.0,15.0,,,,,,,,3.0,,,,,,,,,,,,,,,
820,GraphSAGE,williamleif/GraphSAGE,graph,,https://github.com/williamleif/GraphSAGE,https://github.com/williamleif/GraphSAGE,MIT,2017-05-29 15:36:22.000,2022-06-21 21:18:42.000000,2018-09-19 19:27:00,59,,762.0,76.0,32.0,94.0,59.0,2753,Representation learning on large graphs using stochastic graph convolutions.,9.0,15,False,,,,,,,,['tensorflow'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
821,ZhuSuan,thu-ml/zhusuan,probabilistics,,https://github.com/thu-ml/zhusuan,https://github.com/thu-ml/zhusuan,MIT,2016-07-18 13:31:38.000,2020-01-09 14:51:27.000000,2019-08-05 10:00:04,439,,405.0,143.0,70.0,7.0,53.0,2133,"A probabilistic programming library for Bayesian deep learning, generative models, based on Tensorflow.",20.0,15,False,,,,,,,,['tensorflow'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
822,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2021-06-24 12:28:13.000000,2020-04-18 19:15:25,24,,169.0,51.0,8.0,2.0,3.0,2093,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,15,False,,,,micrograd,,,,['pytorch'],7.0,7.0,https://pypi.org/project/micrograd,372.0,372.0,,,,,,,,3.0,,,,,,,,,,,,,,,
823,OpenNE,thunlp/OpenNE,graph,,https://github.com/thunlp/OpenNE,https://github.com/thunlp/OpenNE,MIT,2017-10-08 04:58:20.000,2022-06-21 21:24:15.000000,2019-08-12 10:56:27,98,,473.0,66.0,25.0,,96.0,1579,An Open-Source Package for Network Embedding (NE).,10.0,15,False,,,,,,,,['tensorflow'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
824,Advisor,tobegit3hub/advisor,hyperopt,,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31,165,,259.0,51.0,13.0,19.0,13.0,1464,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,15,False,,,,advisor,,tobegit3hub/advisor,,,,,https://pypi.org/project/advisor,40.0,69.0,,,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1664.0,3.0,,,,,,,,,,,,,,,
825,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebullvm,https://github.com/nebuly-ai/nebullvm,Apache-2.0,2022-02-12 17:17:14.000,2022-06-17 23:51:16.000000,2022-06-17 23:50:01,84,27.0,55.0,16.0,21.0,21.0,17.0,1199,Easy-to-use library to boost AI inference leveraging state-of-the-art optimization techniques.,9.0,15,True,,,6.0,nebullvm,,,,,1.0,1.0,https://pypi.org/project/nebullvm,439.0,439.0,,,,,,,,3.0,,,,,,,,,,,,,,,
826,Fiber,uber/fiber,distributed-ml,,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000,2022-06-22 04:12:10.000000,2021-03-15 07:00:08,66,,106.0,23.0,35.0,16.0,8.0,971,Distributed Computing for AI Made Simple.,5.0,15,False,,,,fiber,,,,,39.0,39.0,https://pypi.org/project/fiber,88.0,88.0,,,,,,,,3.0,,,,,,,,,,,,,,,
827,BLINK,facebookresearch/BLINK,nlp,,https://github.com/facebookresearch/BLINK,https://github.com/facebookresearch/BLINK,MIT,2019-09-25 21:27:44.000,2022-06-22 03:22:29.000000,2021-04-02 03:03:34,211,,167.0,37.0,35.0,51.0,33.0,895,Entity Linker solution.,16.0,15,False,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
828,XAI,EthicalML/xai,interpretability,,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000,2021-10-30 06:35:19.000000,2021-10-30 06:30:12,91,,123.0,43.0,5.0,2.0,7.0,827,XAI - An eXplainability toolbox for machine learning.,3.0,15,True,2021-10-30 06:35:19,0.1.0,1.0,xai,,,,,17.0,17.0,https://pypi.org/project/xai,110.0,110.0,,,,,,,,3.0,,,,,,,,,,,,,,,
829,MedicalTorch,perone/medicaltorch,medical-data,,https://github.com/perone/medicaltorch,https://github.com/perone/medicaltorch,Apache-2.0,2018-02-27 02:50:07.000,2022-04-01 08:52:48.000000,2021-04-16 18:50:54,57,,114.0,49.0,20.0,13.0,9.0,777,A medical imaging framework for Pytorch.,8.0,15,False,2018-11-24 00:33:11,0.2,1.0,medicaltorch,,,,['pytorch'],12.0,12.0,https://pypi.org/project/medicaltorch,128.0,128.0,,,,,,,,3.0,,,,,,,,,,,,,,,
830,Anchor,marcotcr/anchor,interpretability,,https://github.com/marcotcr/anchor,https://github.com/marcotcr/anchor,BSD-2-Clause,2018-02-02 23:38:50.000,2021-11-17 21:38:50.000000,2021-11-17 21:38:50,45,,96.0,25.0,10.0,19.0,51.0,704,Code for High-Precision Model-Agnostic Explanations paper.,10.0,15,True,,,,anchor_exp,,,,,,,https://pypi.org/project/anchor_exp,1311.0,1311.0,,,,,,,,3.0,,,,,,,,,,,,,,,
831,nboost,koursaros-ai/nboost,nlp,,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25,1336,,64.0,19.0,21.0,29.0,50.0,622,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,15,False,,,,nboost,,,,,3.0,3.0,https://pypi.org/project/nboost,124.0,124.0,,,,,,,,3.0,,,,,,,,,,,,,,,
832,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2021-11-15 17:46:29.000000,2019-10-21 07:52:07,46,,49.0,29.0,11.0,9.0,15.0,621,Log TensorBoard events without touching TensorFlow.,5.0,15,False,,,,tensorboard_logger,,,,,,,https://pypi.org/project/tensorboard_logger,43775.0,43775.0,,,,,,,,3.0,,,,,,,,,,,,,,,
833,parallelformers,tunib-ai/parallelformers,distributed-ml,,https://github.com/tunib-ai/parallelformers,https://github.com/tunib-ai/parallelformers,Apache-2.0,2021-07-17 12:50:43.000,2022-03-02 08:03:39.000000,2022-03-02 08:03:39,82,,28.0,10.0,7.0,8.0,11.0,472,Parallelformers: An Efficient Model Parallelization Toolkit for Deployment.,4.0,15,True,2021-12-29 21:48:48,1.2.4,7.0,parallelformers,,,,,7.0,7.0,https://pypi.org/project/parallelformers,199.0,199.0,,,,,,,,3.0,,,,,,,,,,,,,,,
834,Sematch,gsi-upm/sematch,graph,,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000,2020-11-05 21:20:52.000000,2019-03-27 03:17:24,122,,104.0,71.0,5.0,13.0,19.0,389,semantic similarity framework for knowledge graph.,5.0,15,False,,,,sematch,,,,,33.0,33.0,https://pypi.org/project/sematch,202.0,202.0,,,,,,,,3.0,,,,,,,,,,,,,,,
835,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,,2018-04-13 21:00:31.000,2022-03-13 16:33:15.000000,2022-03-13 16:33:15,64,,44.0,15.0,7.0,15.0,4.0,350,Topological Data Analysis for Python.,4.0,15,False,2021-08-03 00:22:58,1.0.0,4.0,scikit-tda,,,,['sklearn'],33.0,33.0,https://pypi.org/project/scikit-tda,2560.0,2560.0,,,,,,,,3.0,,,,,,,,,,,,,,,
836,data-describe,data-describe/data-describe,data-viz,,https://github.com/data-describe/data-describe,https://github.com/data-describe/data-describe,,2020-05-04 17:58:14.000,2022-06-09 05:04:39.000000,2021-11-19 06:05:15,700,,17.0,14.0,250.0,70.0,175.0,296,datadescribe: Pythonic EDA Accelerator for Data Science.,14.0,15,False,,,5.0,data-describe,,,,,,,https://pypi.org/project/data-describe,2007.0,2007.0,,,,,,,,3.0,,,,,,,,,,,,,,,
837,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-01-28 09:28:20.000000,2022-01-28 09:27:02,66,,17.0,8.0,8.0,,9.0,273,Fast PyTorch based DSP for audio and 1D signals.,2.0,15,False,,,,julius,,,,['pytorch'],97.0,97.0,https://pypi.org/project/julius,15843.0,15843.0,,,,,,,,3.0,,,,,,,,,,,,,,,
838,DeepGraph,deepgraph/deepgraph,graph,,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,,2015-10-27 12:28:45.000,2022-04-19 08:20:13.909000,2021-06-14 10:58:10,162,,38.0,18.0,1.0,9.0,5.0,251,Analyze Data with Pandas-based Networks. Documentation:.,2.0,15,False,2020-10-01 13:20:38,0.2.3,12.0,deepgraph,conda-forge/deepgraph,,,['pandas'],3.0,3.0,https://pypi.org/project/deepgraph,199.0,2379.0,https://anaconda.org/conda-forge/deepgraph,2022-04-19 08:20:13.909,126458.0,,,,,3.0,,,,,,,,,,,,,,,
839,Parfit,jmcarpenter2/parfit,hyperopt,,https://github.com/jmcarpenter2/parfit,https://github.com/jmcarpenter2/parfit,MIT,2017-11-22 20:17:51.000,2020-04-04 19:26:44.000000,2020-04-04 19:26:37,127,,25.0,4.0,4.0,6.0,5.0,200,"A package for parallelizing the fit and flexibly scoring of sklearn machine learning models, with visualization..",2.0,15,False,,,,parfit,,,,['sklearn'],12.0,12.0,https://pypi.org/project/parfit,12039.0,12039.0,,,,,,,,3.0,,,,,,,,,,,,,,,
840,MedicalNet,Tencent/MedicalNet,medical-data,,https://github.com/Tencent/MedicalNet,https://github.com/Tencent/MedicalNet,MIT,2019-07-17 09:53:10.000,2022-06-21 22:20:52.000000,2020-08-27 13:37:26,26,,360.0,64.0,5.0,53.0,15.0,1414,Many studies have shown that the performance on deep learning is significantly affected by volume of training data...,,14,False,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
841,Medical Detection Toolkit,MIC-DKFZ/medicaldetectiontoolkit,medical-data,,https://github.com/MIC-DKFZ/medicaldetectiontoolkit,https://github.com/MIC-DKFZ/medicaldetectiontoolkit,Apache-2.0,2018-10-12 12:34:57.000,2022-06-22 00:01:41.000000,2022-04-04 08:29:54,41,1.0,281.0,51.0,15.0,37.0,85.0,1130,"The Medical Detection Toolkit contains 2D + 3D implementations of prevalent object detectors such as Mask R-CNN,..",3.0,14,True,,,,,,,,['pytorch'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
842,madgrad,facebookresearch/madgrad,pytorch-utils,,https://github.com/facebookresearch/madgrad,https://github.com/facebookresearch/madgrad,MIT,2021-01-12 19:41:06.000,2022-03-10 20:23:05.000000,2022-03-10 20:22:58,23,,52.0,18.0,6.0,1.0,7.0,759,MADGRAD Optimization Method.,2.0,14,True,,,,madgrad,,,,['pytorch'],25.0,25.0,https://pypi.org/project/madgrad,7278.0,7278.0,,,,,,,,3.0,,,,,,,,,,,,,,,
843,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2022-04-27 12:35:27.000000,2022-04-27 12:35:27,27,1.0,53.0,15.0,29.0,2.0,16.0,475,Leave One Feature Out Importance.,3.0,14,True,,,,lofo-importance,,,,,19.0,19.0,https://pypi.org/project/lofo-importance,403.0,403.0,,,,,,,,3.0,,,,,,,,,,,,,,,
