,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,dnf_id,yay_id
666,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2022-05-26 20:14:58.000000,2019-11-15 21:43:53,221.0,,157.0,76.0,96.0,49.0,43.0,758.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorframes,45662.0,45662.0,,,,,,,,3.0,,,,,,,,,,,,,,,
667,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2021-12-24 09:37:13.000000,2021-12-24 09:32:42,281.0,,67.0,18.0,66.0,11.0,39.0,723.0,Audio processing by using pytorch 1D convolution network.,13.0,20,True,2020-11-08 10:18:26,0.2.0,2.0,nnAudio,,,,,61.0,61.0,https://pypi.org/project/nnAudio,4198.0,4198.0,,,,,,,,3.0,,,,,,,,,,,,,,,
668,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,67.0,24.0,37.0,23.0,21.0,722.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,20,False,2019-06-29 19:21:43,0.64,3.0,test_tube,,,,,,,https://pypi.org/project/test_tube,255419.0,255419.0,,,,,,,,3.0,13.0,,,,,,,,,,,,,,
669,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2022-08-30 22:15:17.000000,2022-08-30 21:25:19,439.0,8.0,60.0,26.0,150.0,38.0,60.0,717.0,,24.0,20,False,2022-02-01 00:17:20,1.6.0,7.0,objax,,,,['jax'],25.0,25.0,https://pypi.org/project/objax,484.0,484.0,,,,,,,,3.0,,,,,,,,,,,,,,,
670,TreeInterpreter,andosa/treeinterpreter,interpretability,,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000,2021-02-28 18:33:06.000000,2021-02-28 18:33:06,37.0,,135.0,26.0,17.0,19.0,4.0,717.0,Package for interpreting scikit-learns decision tree and random forest predictions.,11.0,20,False,,,1.0,treeinterpreter,conda-forge/treeinterpreter,,,['sklearn'],291.0,291.0,https://pypi.org/project/treeinterpreter,143936.0,144004.0,https://anaconda.org/conda-forge/treeinterpreter,2020-10-03 05:29:07.840,1586.0,,,,,3.0,,,,,,,,,,,,,,,
671,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,64.0,7.0,5.0,1.0,19.0,717.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,20,True,2021-10-03 18:24:15,0.1.7,3.0,iterative-stratification,,,,['sklearn'],225.0,225.0,https://pypi.org/project/iterative-stratification,39312.0,39312.0,,,,,,,,3.0,,,,,,,,,,,,,,,
672,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2021-09-26 01:44:54.000000,2018-10-21 17:54:28,159.0,,143.0,39.0,32.0,24.0,38.0,714.0,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",18.0,20,False,2016-09-27 13:04:44,1.0.0,1.0,NearPy,,,,,72.0,72.0,https://pypi.org/project/NearPy,1365.0,1365.0,,,,,,,,3.0,,,,,,,,,,,,,,,
673,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2021-07-30 15:07:28.000000,2021-07-30 15:06:27,104.0,,116.0,30.0,25.0,16.0,34.0,704.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,22.0,20,False,2021-07-30 15:07:28,0.3.0,14.0,sklearn-deap,,,,['sklearn'],36.0,36.0,https://pypi.org/project/sklearn-deap,1129.0,1129.0,,,,,,,,3.0,,,,,,,,,,,,,,,
674,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2022-09-02 12:39:23.000000,2022-08-31 21:39:35,782.0,109.0,110.0,30.0,690.0,14.0,48.0,696.0,Machine learning framework for both deep learning and traditional algorithms.,32.0,20,True,2021-06-22 05:25:53,NeoML-master_2.0.5.0,2.0,neoml,,,,,,,https://pypi.org/project/neoml,408.0,408.0,,,,,,,,3.0,,,,,,,,,,,,,,,
675,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,150.0,38.0,46.0,37.0,48.0,662.0,Public facing deeplift repo.,11.0,20,True,,,21.0,deeplift,,,,,63.0,63.0,https://pypi.org/project/deeplift,560.0,560.0,,,,,,,,3.0,,,,,,,,,,,,,,,
676,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2022-09-09 12:34:06.000000,2022-08-22 07:25:16,578.0,8.0,102.0,13.0,36.0,21.0,89.0,564.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,25.0,20,True,2022-03-11 11:56:16,1.6.0,29.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],,,https://pypi.org/project/torch-cluster,9310.0,10713.0,https://anaconda.org/conda-forge/pytorch_cluster,2022-04-06 04:21:04.529,39291.0,,,,,3.0,,,,,,,,,,,,,,,
677,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2022-07-11 06:08:40.000000,2022-03-16 14:38:31,280.0,,83.0,18.0,66.0,14.0,43.0,550.0,An intuitive library to extract features from time series.,14.0,20,True,2021-02-14 17:48:46,0.1.4,9.0,tsfel,,,,,39.0,39.0,https://pypi.org/project/tsfel,7154.0,7154.0,,,,,,,,3.0,,,,,,,,,,,,,,,
678,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2022-08-16 15:32:58.000000,2021-05-27 09:45:10,857.0,,89.0,41.0,57.0,40.0,21.0,489.0,Bias and Fairness Audit Toolkit.,16.0,20,False,,,,aequitas,,,,,108.0,108.0,https://pypi.org/project/aequitas,1609.0,1609.0,,,,,,,,3.0,,,,,,,,,,,,,,,
679,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,,2018-02-18 13:42:47.000,2022-07-24 13:44:59.000000,2020-10-23 14:31:57,247.0,,79.0,26.0,30.0,25.0,6.0,483.0,machine learning with logical rules in Python.,18.0,20,False,2020-12-11 09:37:02,1.0.1,1.0,skope-rules,,,,['sklearn'],134.0,134.0,https://pypi.org/project/skope-rules,98869.0,98869.0,,,,,,,,3.0,,,,,,,,,,,,,,,
680,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2022-05-02 20:28:33.947000,2018-12-04 14:43:25,32.0,,62.0,21.0,7.0,17.0,41.0,473.0,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,20,False,2018-01-15 18:11:51,0.9.0,8.0,pivottablejs,anaconda/pivottablejs,,,['jupyter'],260.0,260.0,https://pypi.org/project/pivottablejs,16206.0,16226.0,https://anaconda.org/anaconda/pivottablejs,2022-05-02 20:28:33.947,1646.0,,,,,3.0,,,,,,,,,,,,,,,
681,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2021-12-21 20:58:11.000000,2021-12-19 09:41:43,133.0,,47.0,11.0,19.0,10.0,37.0,440.0,Joyplots in Python with matplotlib & pandas.,6.0,20,True,,,5.0,joypy,conda-forge/joypy,,,,193.0,193.0,https://pypi.org/project/joypy,13897.0,14274.0,https://anaconda.org/conda-forge/joypy,2020-12-28 14:07:53.760,15836.0,,,,,3.0,,,,,,,,,,,,,,,
682,Hyperactive,SimonBlanke/Hyperactive,hyperopt,,https://github.com/SimonBlanke/Hyperactive,https://github.com/SimonBlanke/Hyperactive,MIT,2018-11-01 08:53:30.000,2022-08-30 19:34:08.000000,2022-08-30 19:34:08,2105.0,4.0,33.0,10.0,6.0,6.0,42.0,413.0,An optimization and data collection toolbox for convenient and fast prototyping of computationally expensive models.,4.0,20,True,2021-12-01 14:54:47,4.0.0,25.0,hyperactive,,,,,16.0,16.0,https://pypi.org/project/hyperactive,729.0,731.0,,,,,,,,3.0,101.0,,,,,,,,,,,,,,
683,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2022-01-30 17:29:29.000000,2020-06-15 12:01:36,413.0,,83.0,36.0,264.0,58.0,168.0,400.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",16.0,20,False,2019-09-11 11:25:15,0.6,5.0,tick,,,,,66.0,66.0,https://pypi.org/project/tick,1055.0,1058.0,,,,,,,,3.0,198.0,,,,,,,,,,,,,,
684,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-09-01 01:28:57.000000,2022-09-01 01:27:35,597.0,15.0,55.0,31.0,344.0,13.0,82.0,331.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,11.0,20,True,,,27.0,vega,conda-forge/vega,,,['jupyter'],,,https://pypi.org/project/vega,7500.0,14203.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,502736.0,,,,,3.0,,,,,,,,,,,,,,,
685,gokart,m3dev/gokart,ml-experiments,,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000,2022-09-11 23:03:20.000000,2022-08-02 20:35:09,484.0,5.0,45.0,24.0,224.0,14.0,59.0,262.0,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning..",34.0,20,False,2022-08-03 06:46:44,1.2.0,47.0,gokart,,,,,,,https://pypi.org/project/gokart,856.0,856.0,,,,,,,,3.0,,,,,,,,,,,,,,,
686,pysparkling,svenkreiss/pysparkling,data-pipelines,,https://github.com/svenkreiss/pysparkling,https://github.com/svenkreiss/pysparkling,,2015-05-09 19:23:20.000,2021-10-31 16:40:25.000000,2021-02-22 17:29:11,1527.0,,43.0,6.0,136.0,6.0,21.0,251.0,A pure Python implementation of Apache Sparks RDD and DStream interfaces.,10.0,20,False,2021-01-10 21:14:23,0.6.1,26.0,pysparkling,conda-forge/pysparkling,,,,127.0,127.0,https://pypi.org/project/pysparkling,13486.0,13650.0,https://anaconda.org/conda-forge/pysparkling,2021-03-23 19:51:42.850,2958.0,,,,,3.0,,,,,,,,,,,,,,,
687,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:02:54.000000,2018-12-08 15:02:12,153.0,,30.0,9.0,4.0,21.0,28.0,231.0,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:02:54,0.4.6,12.0,pyfasttext,,,,,247.0,247.0,https://pypi.org/project/pyfasttext,3657.0,3662.0,,,,,,,,3.0,348.0,,,,,,,,,,,,,,
688,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2022-09-12 10:21:04.000000,2022-09-12 10:19:09,548.0,8.0,32.0,21.0,600.0,12.0,125.0,209.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,False,2022-08-25 08:27:32,0.8.0,17.0,larq-compute-engine,,,,,6.0,6.0,https://pypi.org/project/larq-compute-engine,914.0,938.0,,,,,,,,3.0,756.0,,,,,,,,,,,,,,
689,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2022-09-02 13:16:54.000000,2022-09-02 12:52:20,1313.0,89.0,33.0,13.0,72.0,8.0,53.0,166.0,Python Implementation and Extension of RDF2Vec.,6.0,20,False,2021-06-09 10:55:19,0.2.3,6.0,pyrdf2vec,,,,,,,https://pypi.org/project/pyrdf2vec,189.0,189.0,,,,,,,,3.0,,,,,,,,,,,,,,,
690,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2022-08-31 09:21:45.000000,2022-03-07 12:59:53,46.0,,1678.0,146.0,78.0,171.0,275.0,9717.0,End-to-End Object Detection with Transformers.,25.0,19,True,2020-06-29 16:41:01,0.2,1.0,,,,,['pytorch'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
691,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2022-09-07 23:47:56.000000,2022-09-07 23:45:58,1487.0,37.0,463.0,145.0,576.0,27.0,75.0,3257.0,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",140.0,19,True,,,,reagent,,,,['pytorch'],,,https://pypi.org/project/reagent,19.0,19.0,,,,,,,,3.0,,,,,,,,,,,,,,,
692,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2021-04-13 09:44:02.000000,2021-01-15 19:46:05,112.0,,344.0,103.0,14.0,52.0,15.0,3243.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",13.0,19,False,,,,tensorwatch,,,,,88.0,88.0,https://pypi.org/project/tensorwatch,2502.0,2502.0,,,,,,,,3.0,,,,,,,,,,,,,,,
693,gpt-2-simple,minimaxir/gpt-2-simple,nlp,,https://github.com/minimaxir/gpt-2-simple,https://github.com/minimaxir/gpt-2-simple,,2019-04-13 20:00:52.000,2022-05-22 02:02:04.000000,2022-05-22 02:02:04,149.0,,598.0,75.0,52.0,154.0,96.0,3018.0,Python package to easily retrain OpenAIs GPT-2 text-generating model on new texts.,21.0,19,False,2021-10-18 02:38:39,0.8.1,17.0,gpt-2-simple,,,,['tensorflow'],,,https://pypi.org/project/gpt-2-simple,4388.0,4396.0,,,,,,,,3.0,350.0,,,,,,,,,,,,,,
694,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2022-04-05 16:57:55.000000,2022-04-05 16:57:43,679.0,,437.0,215.0,16.0,23.0,3.0,2967.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,19,True,2021-10-07 14:56:30,0.11.11,12.0,finmarketpy,,,,,5.0,5.0,https://pypi.org/project/finmarketpy,95.0,95.0,,,,,,,,3.0,40.0,,,,,,,,,,,,,,
695,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,323.0,77.0,1.0,18.0,7.0,2895.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,19,False,2019-03-06 16:44:42,0.0.5,1.0,adabound,,,,['pytorch'],144.0,144.0,https://pypi.org/project/adabound,2012.0,2012.0,,,,,,,,3.0,,,,,,,,,,,,,,,
696,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-06-29 05:50:24.000000,2022-06-29 05:46:04,955.0,1.0,431.0,167.0,118.0,14.0,112.0,2863.0,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,37.0,19,True,2020-11-17 12:32:37,0.5.5.1,13.0,nlp-architect,,,,,8.0,8.0,https://pypi.org/project/nlp-architect,127.0,127.0,,,,,,,,3.0,,,,,,,,,,,,,,,
697,Backtesting.py,kernc/backtesting.py,financial-data,,https://github.com/kernc/backtesting.py,https://github.com/kernc/backtesting.py,AGPL-3.0,2019-01-02 03:11:32.000,2022-08-26 09:28:10.000000,2022-03-27 23:39:16,252.0,,560.0,88.0,68.0,61.0,271.0,2802.0,Backtest trading strategies in Python.,15.0,19,False,,,,backtesting,,,,,,,https://pypi.org/project/backtesting,6716.0,6716.0,,,,,,,,3.0,,,,,,,,,,,,,,,
698,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2022-07-18 20:48:20.000000,2020-02-09 21:03:48,299.0,,399.0,108.0,80.0,62.0,48.0,2773.0,Deep recommender models using PyTorch.,11.0,19,False,2019-09-08 10:19:53,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,122.0,https://anaconda.org/maciejkula/spotlight,2018-05-27 18:32:12.235,7726.0,,,,,3.0,,,,,,,,,,,,,,,
699,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,,2014-08-23 03:38:20.000,2022-06-28 14:03:23.000000,2020-04-02 01:05:35,46.0,,807.0,88.0,27.0,26.0,80.0,2474.0,DeepWalk - Deep Learning for Graphs.,10.0,19,False,2014-11-19 19:20:33,1.0.2,1.0,deepwalk,,,,,56.0,56.0,https://pypi.org/project/deepwalk,3191.0,3191.0,,,,,,,,3.0,,,,,,,,,,,,,,,
700,spark-deep-learning,databricks/spark-deep-learning,data-pipelines,,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000,2022-03-21 17:15:55.000000,2022-03-21 17:12:16,138.0,,464.0,156.0,142.0,78.0,27.0,1944.0,Deep Learning Pipelines for Apache Spark.,17.0,19,True,2020-01-08 19:50:31,1.6.0,9.0,,,,,['spark'],25.0,25.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
701,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2022-06-24 01:30:44.000000,2022-06-24 01:30:35,247.0,2.0,239.0,53.0,33.0,13.0,104.0,1787.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,19,True,2021-11-06 23:08:36,1.4.4,21.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,1621.0,1621.0,,,,,,,,3.0,,,,,,,,,,,,,,,
702,FinTA,peerchemist/finta,financial-data,,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46.000,2022-07-24 08:40:51.000000,2022-07-24 08:40:51,394.0,2.0,550.0,77.0,48.0,22.0,64.0,1732.0,Common financial technical indicators implemented in Pandas.,28.0,19,False,2021-04-03 08:51:49,1.3,18.0,finta,,,,,,,https://pypi.org/project/finta,6505.0,6505.0,,,,,,,,3.0,,,,,,,,,,,,,,,
703,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2022-04-11 17:21:50.000000,2022-04-11 17:21:50,273.0,,124.0,101.0,149.0,16.0,19.0,1538.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,26.0,19,True,2020-05-05 20:16:54,0.8.3,1.0,lore,,,,,20.0,20.0,https://pypi.org/project/lore,534.0,534.0,,,,,,,,3.0,,,,,,,,,,,,,,,
704,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2022-03-27 16:48:51.000000,2022-01-18 08:05:49,304.0,,96.0,18.0,25.0,15.0,23.0,1485.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",10.0,19,True,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,,,['pytorch'],10.0,10.0,https://pypi.org/project/ecco,471.0,677.0,https://anaconda.org/conda-forge/ecco,2022-01-10 22:03:30.223,1861.0,,,,,3.0,21.0,,,,,,,,,,,,,,
705,Pypeline,cgarciae/pypeln,data-pipelines,,https://github.com/cgarciae/pypeln,https://github.com/cgarciae/pypeln,MIT,2018-09-01 13:43:31.000,2022-06-23 00:13:44.000000,2022-06-23 00:13:44,239.0,1.0,81.0,37.0,36.0,16.0,44.0,1359.0,Concurrent data pipelines in Python .,13.0,19,True,2022-01-06 15:32:49,0.4.9,14.0,pypeln,conda-forge/pypeln,,,,,,https://pypi.org/project/pypeln,11999.0,12386.0,https://anaconda.org/conda-forge/pypeln,2022-01-06 18:29:36.168,10065.0,,,,,3.0,,,,,,,,,,,,,,,
706,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2022-06-21 21:11:42.000000,2019-01-21 14:01:28,379.0,,393.0,102.0,34.0,7.0,24.0,1323.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,19,False,,,,dltk,,,,['tensorflow'],23.0,23.0,https://pypi.org/project/dltk,152.0,152.0,,,,,,,,3.0,,,,,,,,,,,,,,,
707,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2022-03-11 23:26:22.000000,2020-02-04 21:10:25,334.0,,224.0,65.0,46.0,36.0,90.0,1201.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,19,False,,,,tensorrec,,,,['tensorflow'],27.0,27.0,https://pypi.org/project/tensorrec,610.0,610.0,,,,,,,,3.0,,,,,,,,,,,,,,,
708,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2022-05-19 13:11:19.000000,2022-05-19 13:10:12,200.0,,275.0,42.0,39.0,71.0,108.0,1081.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,15.0,19,True,2020-09-13 21:05:45,0.8.4,1.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],,,https://pypi.org/project/keras-ocr,5587.0,18343.0,https://anaconda.org/anaconda/keras-ocr,2022-01-14 10:29:35.968,96.0,,,,,3.0,306058.0,,,,,,,,,,,,,,
709,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,83.0,32.0,72.0,24.0,30.0,1039.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,19,True,2021-02-15 20:20:59,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,69973.0,69973.0,,,,,,,,3.0,,,,,,,,,,,,,,,
710,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2022-09-12 08:45:19.000000,2022-09-11 09:25:42,1034.0,6.0,66.0,26.0,121.0,60.0,120.0,940.0,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",20.0,19,True,2022-04-13 10:24:33,0.8.1,13.0,kp,,,,,4.0,4.0,https://pypi.org/project/kp,92.0,99.0,,,,,,,,3.0,176.0,,,,,,,,,,,,,,
711,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2021-07-18 06:52:12.000000,2020-04-17 02:27:44,79.0,,107.0,26.0,73.0,31.0,36.0,861.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:17:35,0.6.2,12.0,adtk,conda-forge/adtk,,,,,,https://pypi.org/project/adtk,244642.0,244812.0,https://anaconda.org/conda-forge/adtk,2020-04-20 19:46:14.062,5110.0,,,,,3.0,,,,,,,,,,,,,,,
712,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2022-03-25 13:49:39.000000,2022-03-25 13:48:28,300.0,,100.0,23.0,28.0,32.0,67.0,798.0,Bokeh Plotting Backend for Pandas and GeoPandas.,14.0,19,True,2021-04-11 17:42:31,0.5.5,5.0,pandas-bokeh,,,,['pandas'],,,https://pypi.org/project/pandas-bokeh,17410.0,17410.0,,,,,,,,3.0,,,,,,,,,,,,,,,
713,gmaps,pbugnion/gmaps,geospatial-data,,https://github.com/pbugnion/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,1380.0,,145.0,25.0,154.0,68.0,137.0,743.0,Google maps for Jupyter notebooks.,16.0,19,False,2016-01-02 19:06:03,0.2,20.0,gmaps,conda-forge/gmaps,,,['jupyter'],1.0,1.0,https://pypi.org/project/gmaps,9032.0,15004.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,272852.0,,,,,3.0,,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1709.0,,,,,,,,
714,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2022-09-09 15:56:25.000000,2022-06-16 10:06:33,1489.0,,71.0,34.0,588.0,22.0,117.0,660.0,Scikit-learn style model finetuning for NLP.,19.0,19,True,2019-01-18 20:10:51,0.5.14,14.0,finetune,,,,"['tensorflow', 'sklearn']",9.0,9.0,https://pypi.org/project/finetune,116.0,116.0,,,,,,,,3.0,,,,,,,,,,,,,,,
