,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,snap_id,dnf_id,yay_id
673,spark-deep-learning,databricks/spark-deep-learning,data-pipelines,,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000,2023-03-30 20:19:05.000000,2022-03-21 17:12:16,138.0,,460.0,155.0,142.0,78.0,27.0,1972.0,Deep Learning Pipelines for Apache Spark.,17.0,20,False,2020-01-08 19:50:31,1.6.0,9.0,,,,,['spark'],33.0,33.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
674,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2022-06-24 01:30:44.000000,2022-06-24 01:30:35,247.0,,254.0,53.0,33.0,13.0,104.0,1895.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,20,True,2021-11-06 23:08:36,1.4.4,21.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,1879.0,1879.0,,,,,,,,3.0,,,,,,,,,,,,,,,
675,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2022-03-27 16:48:51.000000,2022-01-18 08:05:49,304.0,,123.0,21.0,25.0,16.0,28.0,1692.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",10.0,20,False,2022-01-09 21:17:53,0.1.2,10.0,ecco,conda-forge/ecco,,,['pytorch'],23.0,23.0,https://pypi.org/project/ecco,490.0,681.0,https://anaconda.org/conda-forge/ecco,2022-01-10 22:03:30.223,3236.0,,,,,3.0,45.0,,,,,,,,,,,,,,
676,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2022-10-31 03:14:01.876000,2022-01-30 01:22:30,743.0,,180.0,38.0,110.0,48.0,42.0,1653.0,"Large-scale linear classification, regression and ranking in Python.",17.0,20,False,2022-01-30 01:10:13,0.6.2.post0,4.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],125.0,125.0,https://pypi.org/project/sklearn-contrib-lightning,1999.0,4356.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2022-10-31 03:14:01.876,192241.0,,,,,3.0,314.0,,,,,,,,,,,,,,
677,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2022-07-01 09:55:35.000000,2021-07-08 19:03:55,108.0,,202.0,45.0,12.0,4.0,51.0,1532.0,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,20,False,,,,geffnet,,,,['pytorch'],170.0,170.0,https://pypi.org/project/geffnet,6403.0,6403.0,,,,,,,,3.0,,,,,,,,,,,,,,,
678,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2022-11-22 02:20:39.000000,2020-02-04 21:10:25,334.0,,223.0,65.0,47.0,36.0,90.0,1231.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,20,False,,,,tensorrec,,,,['tensorflow'],29.0,29.0,https://pypi.org/project/tensorrec,1386.0,1386.0,,,,,,,,3.0,,,,,,,,,,,,,,,
679,advertorch,BorealisAI/advertorch,adversarial,,https://github.com/BorealisAI/advertorch,https://github.com/BorealisAI/advertorch,GPL-3.0,2018-11-29 22:17:33.000,2022-05-29 19:09:18.000000,2022-05-29 19:09:18,309.0,,182.0,27.0,56.0,19.0,35.0,1173.0,A Toolbox for Adversarial Robustness Research.,21.0,20,False,,,,advertorch,,,,['pytorch'],111.0,111.0,https://pypi.org/project/advertorch,562.0,562.0,,,,,,,,3.0,,,,,,,,,,,,,,,
680,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,3.0,215.0,66.0,29.0,24.0,12.0,1093.0,Anomaly Detection and Correlation library.,9.0,20,True,,,,luminol,,,,,73.0,73.0,https://pypi.org/project/luminol,11882.0,11882.0,,,,,,,,3.0,,,,,,,,,,,,,,,
681,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2023-05-09 16:44:41.000000,2023-05-09 16:44:36,640.0,41.0,156.0,17.0,217.0,53.0,89.0,1078.0,Generate Diverse Counterfactual Explanations for any machine learning model.,16.0,20,True,2022-10-19 11:30:46,0.9,10.0,dice-ml,,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/dice-ml,26706.0,26706.0,,,,,,,,3.0,,,,,,,,,,,,,,,
682,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2023-01-03 12:07:57.000000,2022-11-22 10:31:22,441.0,,201.0,55.0,79.0,56.0,204.0,971.0,Line based ATR Engine based on OCRopy.,20.0,20,True,2022-03-21 11:52:48,2.2.2,34.0,calamari_ocr,,,,,,,https://pypi.org/project/calamari_ocr,1269.0,1269.0,,,,,,,,3.0,,,,,,,,,,,,,,,
683,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:33:32.000000,2022-02-02 20:33:18,124.0,,137.0,16.0,11.0,40.0,43.0,946.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,20,False,2022-02-02 20:33:33,1.1.4,80.0,performer-pytorch,,,,['pytorch'],84.0,84.0,https://pypi.org/project/performer-pytorch,15204.0,15204.0,,,,,,,,3.0,,,,,,,,,,,,,,,
684,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2023-05-09 14:41:47.000000,2022-12-12 08:52:31,580.0,,278.0,94.0,120.0,56.0,94.0,902.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,20,True,,,6.0,astroML,conda-forge/astroml,,,['sklearn'],,,https://pypi.org/project/astroML,1202.0,1742.0,https://anaconda.org/conda-forge/astroml,2022-03-02 04:14:21.434,37271.0,,,,,3.0,,,,,,,,,,,,,,,
685,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2023-05-11 00:57:17.000000,2023-05-11 00:57:16,421.0,16.0,103.0,17.0,89.0,10.0,90.0,902.0,A standard framework for modelling Deep Learning Models for tabular data.,15.0,20,True,2023-01-20 12:52:22,1.0.1,3.0,pytorch_tabular,,,,['pytorch'],,,https://pypi.org/project/pytorch_tabular,1674.0,1674.0,,,,,,,,3.0,4.0,,,,,,,,,,,,,,
686,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2023-04-10 20:07:44.000000,2022-05-13 18:48:12,83.0,,173.0,25.0,58.0,7.0,27.0,875.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",16.0,20,True,,,,saliency,,,,['tensorflow'],57.0,57.0,https://pypi.org/project/saliency,3674.0,3674.0,,,,,,,,3.0,,,,,,,,,,,,,,,
687,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2023-04-27 23:44:03.000000,2023-04-27 23:44:02,329.0,1.0,147.0,29.0,104.0,64.0,56.0,805.0,Source code/webpage/demos for the What-If Tool.,20.0,20,True,2021-10-12 17:36:36,1.8.1,4.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,,,https://pypi.org/project/witwidget,9763.0,63062.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2022-01-06 08:51:02.032,1818959.0,,,,,3.0,,,,wit-widget,https://www.npmjs.com/package/wit-widget,1329.0,,,,,,,,,
688,gmaps,pbugnion/gmaps,geospatial-data,,https://github.com/pbugnion/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,1380.0,,147.0,25.0,154.0,71.0,137.0,754.0,Google maps for Jupyter notebooks.,16.0,20,False,2016-01-02 19:06:03,0.2,20.0,gmaps,conda-forge/gmaps,,,['jupyter'],3.0,3.0,https://pypi.org/project/gmaps,8106.0,13577.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,298413.0,,,,,3.0,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1327.0,,,,,,,,,
689,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2023-05-01 22:20:41.000000,2023-05-01 22:20:40,447.0,7.0,68.0,26.0,156.0,40.0,60.0,741.0,,25.0,20,False,2022-02-01 00:17:20,1.6.0,7.0,objax,,,,['jax'],36.0,36.0,https://pypi.org/project/objax,659.0,659.0,,,,,,,,3.0,,,,,,,,,,,,,,,
690,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2023-02-23 15:20:18.000000,2023-01-22 20:07:16,161.0,,144.0,38.0,33.0,24.0,39.0,740.0,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",19.0,20,True,2016-09-27 13:04:44,1.0.0,1.0,NearPy,,,,,81.0,81.0,https://pypi.org/project/NearPy,1183.0,1183.0,,,,,,,,3.0,,,,,,,,,,,,,,,
691,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,152.0,38.0,46.0,38.0,49.0,726.0,Public facing deeplift repo.,11.0,20,False,,,21.0,deeplift,,,,,73.0,73.0,https://pypi.org/project/deeplift,326.0,326.0,,,,,,,,3.0,,,,,,,,,,,,,,,
692,TreeInterpreter,andosa/treeinterpreter,interpretability,,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000,2021-02-28 18:33:06.000000,2021-02-28 18:33:06,37.0,,138.0,26.0,17.0,20.0,4.0,722.0,Package for interpreting scikit-learns decision tree and random forest predictions.,11.0,20,False,,,1.0,treeinterpreter,conda-forge/treeinterpreter,,,['sklearn'],427.0,427.0,https://pypi.org/project/treeinterpreter,101556.0,101655.0,https://anaconda.org/conda-forge/treeinterpreter,2020-10-03 05:29:07.840,3070.0,,,,,3.0,,,,,,,,,,,,,,,
693,vecstack,vecxoz/vecstack,others,,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,,2016-11-08 13:23:21.000,2021-05-23 07:15:46.567000,2019-10-30 09:27:48,189.0,,79.0,21.0,12.0,,38.0,673.0,Python package for stacking (machine learning technique).,,20,False,2019-08-12 16:09:01,0.4.0,5.0,vecstack,conda-forge/vecstack,,,,299.0,299.0,https://pypi.org/project/vecstack,7929.0,7988.0,https://anaconda.org/conda-forge/vecstack,2021-05-23 07:15:46.567,1431.0,,,,,3.0,,,,,,,,,,,,,,,
694,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2023-05-06 13:22:45.000000,2023-04-29 18:43:46,761.0,8.0,62.0,18.0,110.0,8.0,45.0,545.0,A simplified framework and utilities for PyTorch.,20.0,20,False,2023-04-29 18:57:02,1.16,35.0,poutyne,,,,['pytorch'],110.0,110.0,https://pypi.org/project/poutyne,4536.0,4536.0,,,,,,,,3.0,,,,,,,,,,,,,,,
695,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2022-11-29 07:53:00.000000,2021-12-19 09:41:43,133.0,,50.0,12.0,20.0,11.0,37.0,482.0,Joyplots in Python with matplotlib & pandas.,6.0,20,False,,,5.0,joypy,conda-forge/joypy,,,,274.0,274.0,https://pypi.org/project/joypy,12800.0,13194.0,https://anaconda.org/conda-forge/joypy,2020-12-28 14:07:53.760,19703.0,,,,,3.0,,,,,,,,,,,,,,,
696,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2023-04-19 11:32:48.000000,2023-04-19 11:32:15,317.0,16.0,88.0,25.0,6.0,3.0,24.0,431.0,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,8.0,20,True,,,,autoviml,,,,,22.0,22.0,https://pypi.org/project/autoviml,1960.0,1960.0,,,,,,,,3.0,,,,,,,,,,,,,,,
697,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2023-04-12 06:15:20.000000,2023-04-06 01:56:24,986.0,2.0,54.0,7.0,202.0,27.0,95.0,420.0,A package built on top of Hugging Faces transformers library that makes it easy to utilize state-of-the-art NLP models.,14.0,20,True,2022-02-06 06:58:53,2.4.1,39.0,happytransformer,,,,['huggingface'],151.0,151.0,https://pypi.org/project/happytransformer,4721.0,4721.0,,,,,,,,3.0,,,,,,,,,,,,,,,
698,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2023-05-01 08:23:46.000000,2023-05-01 08:23:44,634.0,31.0,60.0,32.0,383.0,11.0,91.0,346.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,14.0,20,True,,,28.0,vega,conda-forge/vega,,,['jupyter'],2.0,2.0,https://pypi.org/project/vega,10186.0,16787.0,https://anaconda.org/conda-forge/vega,2023-04-12 22:40:11.820,547887.0,,,,,3.0,,,,,,,,,,,,,,,
699,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,BSD-3-Clause,2010-05-02 10:00:33.000,2023-04-05 19:40:24.000000,2023-04-05 19:40:24,6447.0,3.0,131.0,36.0,349.0,43.0,113.0,337.0,Neuroimaging in Python FMRI analysis package.,66.0,20,True,,,2.0,nipy,conda-forge/nipy,,,,,,https://pypi.org/project/nipy,985.0,2446.0,https://anaconda.org/conda-forge/nipy,2020-05-04 19:38:04.112,102286.0,,,,,3.0,,,,,,,,,,,,,,,
700,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2023-04-08 11:40:08.000000,2023-04-08 11:40:08,508.0,20.0,35.0,5.0,11.0,3.0,44.0,286.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,12.0,20,False,2022-05-07 07:57:06,0.7.0,6.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],,,https://pypi.org/project/scikit-posthocs,36894.0,51520.0,https://anaconda.org/conda-forge/scikit-posthocs,2022-05-08 18:15:36.676,453426.0,,,,,3.0,29.0,,,,,,,,,,,,,,
701,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2023-04-28 09:54:50.121000,2023-04-23 19:36:56,216.0,1.0,47.0,14.0,193.0,9.0,180.0,260.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",12.0,20,False,,,12.0,pystan,conda-forge/pystan,,,,,,https://pypi.org/project/pystan,2094551.0,2124901.0,https://anaconda.org/conda-forge/pystan,2023-04-28 09:54:50.121,2245949.0,,,,,3.0,,,,,,,,,,,,,,,
702,pysparkling,svenkreiss/pysparkling,data-pipelines,,https://github.com/svenkreiss/pysparkling,https://github.com/svenkreiss/pysparkling,,2015-05-09 19:23:20.000,2022-11-13 18:39:51.000000,2022-11-13 18:39:01,1534.0,,42.0,8.0,140.0,7.0,21.0,256.0,A pure Python implementation of Apache Sparks RDD and DStream interfaces.,10.0,20,False,2022-11-13 18:39:51,0.6.2,27.0,pysparkling,conda-forge/pysparkling,,,,157.0,157.0,https://pypi.org/project/pysparkling,11237.0,11397.0,https://anaconda.org/conda-forge/pysparkling,2021-03-23 19:51:42.850,4184.0,,,,,3.0,,,,,,,,,,,,,,,
703,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:02:54.000000,2018-12-08 15:02:12,153.0,,30.0,9.0,4.0,20.0,29.0,230.0,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:02:54,0.4.6,12.0,pyfasttext,,,,,316.0,316.0,https://pypi.org/project/pyfasttext,4336.0,4341.0,,,,,,,,3.0,361.0,,,,,,,,,,,,,,
704,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2023-04-25 06:51:46.000000,2023-04-25 06:51:44,562.0,3.0,34.0,23.0,615.0,15.0,125.0,224.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,False,2023-01-20 11:31:14,0.11.0,18.0,larq-compute-engine,,,,,7.0,7.0,https://pypi.org/project/larq-compute-engine,290.0,313.0,,,,,,,,3.0,899.0,,,,,,,,,,,,,,
705,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-02-16 21:22:03.000000,2023-02-06 22:03:09,575.0,,19.0,18.0,463.0,68.0,75.0,219.0,Functional tensors for probabilistic programming.,11.0,20,False,2023-01-23 08:31:45,0.4.5,11.0,funsor,,,,['pytorch'],49.0,49.0,https://pypi.org/project/funsor,1558.0,1558.0,,,,,,,,3.0,,,,,,,,,,,,,,,
706,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2023-04-15 07:33:54.000000,2023-02-07 10:12:31,47.0,,1933.0,147.0,83.0,204.0,282.0,10967.0,End-to-End Object Detection with Transformers.,26.0,19,True,2020-06-29 16:41:01,0.2,1.0,,,,,['pytorch'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
707,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-05-11 05:02:22.000000,2023-04-24 20:19:33,186.0,2.0,1071.0,96.0,45.0,331.0,273.0,5639.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,30.0,19,True,,,,pyslowfast,,,,['pytorch'],10.0,10.0,https://pypi.org/project/pyslowfast,16.0,16.0,,,,,,,,3.0,,,,,,,,,,,,,,,
708,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2021-04-13 09:44:02.000000,2021-01-15 19:46:05,112.0,,348.0,102.0,14.0,51.0,16.0,3302.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",13.0,19,False,,,,tensorwatch,,,,,104.0,104.0,https://pypi.org/project/tensorwatch,2012.0,2012.0,,,,,,,,3.0,,,,,,,,,,,,,,,
709,gpt-2-simple,minimaxir/gpt-2-simple,nlp,,https://github.com/minimaxir/gpt-2-simple,https://github.com/minimaxir/gpt-2-simple,,2019-04-13 20:00:52.000,2022-12-14 11:50:45.000000,2022-05-22 02:02:04,149.0,,640.0,75.0,53.0,160.0,100.0,3260.0,Python package to easily retrain OpenAIs GPT-2 text-generating model on new texts.,21.0,19,False,2021-10-18 02:38:39,0.8.1,17.0,gpt-2-simple,,,,['tensorflow'],,,https://pypi.org/project/gpt-2-simple,4961.0,4970.0,,,,,,,,3.0,449.0,,,,,,,,,,,,,,
710,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,323.0,76.0,1.0,18.0,7.0,2896.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,19,False,2019-03-06 16:44:42,0.0.5,1.0,adabound,,,,['pytorch'],168.0,168.0,https://pypi.org/project/adabound,1420.0,1420.0,,,,,,,,3.0,,,,,,,,,,,,,,,
711,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2021-07-15 01:54:59.000000,2021-06-15 18:41:51,22.0,,249.0,32.0,18.0,24.0,36.0,2646.0,A small package to create visualizations of PyTorch execution graphs.,6.0,19,False,,,,,,,,,1085.0,1085.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
712,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,,2014-08-23 03:38:20.000,2022-12-22 08:43:18.000000,2020-04-02 01:05:35,46.0,,811.0,87.0,28.0,29.0,80.0,2556.0,DeepWalk - Deep Learning for Graphs.,10.0,19,False,2014-11-19 19:20:33,1.0.2,1.0,deepwalk,,,,,64.0,64.0,https://pypi.org/project/deepwalk,2565.0,2565.0,,,,,,,,3.0,,,,,,,,,,,,,,,
713,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2023-05-10 00:10:07.000000,2023-05-08 14:21:30,541.0,59.0,308.0,37.0,635.0,72.0,68.0,2153.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,62.0,19,True,,,,,,,,['jax'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
714,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2022-09-27 19:41:48.000000,2022-09-27 19:41:48,274.0,,128.0,103.0,149.0,16.0,19.0,1552.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,19,True,2020-05-05 20:16:54,0.8.3,1.0,lore,,,,,20.0,20.0,https://pypi.org/project/lore,723.0,723.0,,,,,,,,3.0,,,,,,,,,,,,,,,
715,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,156.0,47.0,3.0,13.0,15.0,1518.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,19,False,2020-11-18 08:18:54,0.4.0,11.0,lambda-networks,,,,['pytorch'],6.0,6.0,https://pypi.org/project/lambda-networks,2716.0,2716.0,,,,,,,,3.0,,,,,,,,,,,,,,,
716,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,402.0,102.0,36.0,7.0,24.0,1374.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,19,False,,,,dltk,,,,['tensorflow'],28.0,28.0,https://pypi.org/project/dltk,77.0,77.0,,,,,,,,3.0,,,,,,,,,,,,,,,
717,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,196.0,29.0,61.0,47.0,60.0,1034.0,fastFM: A Library for Factorization Machines.,20.0,19,False,2017-11-22 16:13:16,0.2.11,10.0,fastfm,,,,,108.0,108.0,https://pypi.org/project/fastfm,285.0,289.0,,,,,,,,3.0,487.0,,,,,,,,,,,,,,
718,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2022-06-13 13:53:07.000000,2019-05-06 07:06:50,159.0,,164.0,56.0,14.0,27.0,19.0,990.0,python toolbox for visualizing geographical data and making maps.,8.0,19,False,,,1.0,geoplotlib,conda-forge/geoplotlib,,,,157.0,157.0,https://pypi.org/project/geoplotlib,1474.0,1600.0,https://anaconda.org/conda-forge/geoplotlib,2021-05-31 16:11:51.234,3026.0,,,,,3.0,,,,,,,,,,,,,,,
719,TextBox,RUCAIBox/TextBox,nlp,,https://github.com/RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,MIT,2020-11-08 07:35:46.000,2023-05-05 04:30:34.000000,2023-05-05 04:30:34,1355.0,21.0,110.0,18.0,293.0,3.0,59.0,967.0,TextBox 2.0 is a text generation library with pre-trained language models.,18.0,19,True,2022-12-28 02:06:22,2.0.0,3.0,textbox,,,,,5.0,5.0,https://pypi.org/project/textbox,,,,,,,,,,3.0,,,,,,,,,,,,,,,
720,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2021-07-18 06:52:12.000000,2020-04-17 02:27:44,79.0,,120.0,27.0,73.0,36.0,36.0,939.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:17:35,0.6.2,12.0,adtk,conda-forge/adtk,,,,,,https://pypi.org/project/adtk,223366.0,223541.0,https://anaconda.org/conda-forge/adtk,2020-04-20 19:46:14.062,6680.0,,,,,3.0,,,,,,,,,,,,,,,
